center_lon,center_lat,left_lon,right_lon,bottom_lat,top_lat
112.888061,24.781227,112.8816425,112.89447949999999,24.776992,24.785462000000003
112.900898,24.781227,112.8944795,112.9073165,24.776992,24.785462000000003
112.913735,24.781227,112.90731650000001,112.9201535,24.776992,24.785462000000003
112.926572,24.781227,112.9201535,112.93299049999999,24.776992,24.785462000000003
112.939409,24.781227,112.9329905,112.9458275,24.776992,24.785462000000003
112.952246,24.781227,112.94582750000001,112.9586645,24.776992,24.785462000000003
112.965083,24.781227,112.95866450000001,112.9715015,24.776992,24.785462000000003
112.97792,24.781227,112.9715015,112.98433849999999,24.776992,24.785462000000003
112.84955,24.789697,112.8431315,112.85596849999999,24.785462,24.793932
112.862387,24.789697,112.8559685,112.8688055,24.785462,24.793932
112.875224,24.789697,112.86880550000001,112.8816425,24.785462,24.793932
112.888061,24.789697,112.8816425,112.89447949999999,24.785462,24.793932
112.900898,24.789697,112.8944795,112.9073165,24.785462,24.793932
112.913735,24.789697,112.90731650000001,112.9201535,24.785462,24.793932
112.926572,24.789697,112.9201535,112.93299049999999,24.785462,24.793932
112.939409,24.789697,112.9329905,112.9458275,24.785462,24.793932
112.952246,24.789697,112.94582750000001,112.9586645,24.785462,24.793932
112.965083,24.789697,112.95866450000001,112.9715015,24.785462,24.793932
112.97792,24.789697,112.9715015,112.98433849999999,24.785462,24.793932
112.84955,24.798167,112.8431315,112.85596849999999,24.793931999999998,24.802402
112.862387,24.798167,112.8559685,112.8688055,24.793931999999998,24.802402
112.875224,24.798167,112.86880550000001,112.8816425,24.793931999999998,24.802402
112.888061,24.798167,112.8816425,112.89447949999999,24.793931999999998,24.802402
112.900898,24.798167,112.8944795,112.9073165,24.793931999999998,24.802402
112.913735,24.798167,112.90731650000001,112.9201535,24.793931999999998,24.802402
112.926572,24.798167,112.9201535,112.93299049999999,24.793931999999998,24.802402
112.939409,24.798167,112.9329905,112.9458275,24.793931999999998,24.802402
112.952246,24.798167,112.94582750000001,112.9586645,24.793931999999998,24.802402
112.965083,24.798167,112.95866450000001,112.9715015,24.793931999999998,24.802402
112.97792,24.798167,112.9715015,112.98433849999999,24.793931999999998,24.802402
112.875224,24.806637,112.86880550000001,112.8816425,24.802401999999997,24.810872
112.888061,24.806637,112.8816425,112.89447949999999,24.802401999999997,24.810872
112.900898,24.806637,112.8944795,112.9073165,24.802401999999997,24.810872
112.913735,24.806637,112.90731650000001,112.9201535,24.802401999999997,24.810872
112.926572,24.806637,112.9201535,112.93299049999999,24.802401999999997,24.810872
112.939409,24.806637,112.9329905,112.9458275,24.802401999999997,24.810872
112.952246,24.806637,112.94582750000001,112.9586645,24.802401999999997,24.810872
112.965083,24.806637,112.95866450000001,112.9715015,24.802401999999997,24.810872
112.97792,24.806637,112.9715015,112.98433849999999,24.802401999999997,24.810872
112.875224,24.815107,112.86880550000001,112.8816425,24.810872,24.819342000000002
112.888061,24.815107,112.8816425,112.89447949999999,24.810872,24.819342000000002
112.900898,24.815107,112.8944795,112.9073165,24.810872,24.819342000000002
112.913735,24.815107,112.90731650000001,112.9201535,24.810872,24.819342000000002
112.926572,24.815107,112.9201535,112.93299049999999,24.810872,24.819342000000002
112.939409,24.815107,112.9329905,112.9458275,24.810872,24.819342000000002
112.952246,24.815107,112.94582750000001,112.9586645,24.810872,24.819342000000002
112.965083,24.815107,112.95866450000001,112.9715015,24.810872,24.819342000000002
112.875224,24.823577,112.86880550000001,112.8816425,24.819342,24.827812
112.888061,24.823577,112.8816425,112.89447949999999,24.819342,24.827812
112.900898,24.823577,112.8944795,112.9073165,24.819342,24.827812
112.913735,24.823577,112.90731650000001,112.9201535,24.819342,24.827812
112.926572,24.823577,112.9201535,112.93299049999999,24.819342,24.827812
112.939409,24.823577,112.9329905,112.9458275,24.819342,24.827812
112.952246,24.823577,112.94582750000001,112.9586645,24.819342,24.827812
112.965083,24.823577,112.95866450000001,112.9715015,24.819342,24.827812
112.888061,24.832047,112.8816425,112.89447949999999,24.827811999999998,24.836282
112.900898,24.832047,112.8944795,112.9073165,24.827811999999998,24.836282
112.913735,24.832047,112.90731650000001,112.9201535,24.827811999999998,24.836282
112.888061,24.840517,112.8816425,112.89447949999999,24.836281999999997,24.844752
112.888061,24.848987,112.8816425,112.89447949999999,24.844752,24.853222000000002
