时间步长,经度,纬度,降水量
1,112.88172200524143,24.839624025162912,131
1,112.89005533857477,24.839624025162912,137
1,112.88172200524143,24.83129069182958,133
1,112.89005533857477,24.83129069182958,136
1,112.89838867190811,24.83129069182958,142
1,112.90672200524145,24.83129069182958,145
1,112.91505533857479,24.83129069182958,144
1,112.88172200524143,24.822957358496247,132
1,112.89005533857477,24.822957358496247,134
1,112.89838867190811,24.822957358496247,140
1,112.90672200524145,24.822957358496247,150
1,112.91505533857479,24.822957358496247,153
1,112.92338867190813,24.822957358496247,152
1,112.93172200524147,24.822957358496247,155
1,112.94005533857481,24.822957358496247,154
1,112.94838867190815,24.822957358496247,160
1,112.95672200524149,24.822957358496247,156
1,112.96505533857483,24.822957358496247,149
1,112.88172200524143,24.814624025162914,130
1,112.89005533857477,24.814624025162914,136
1,112.89838867190811,24.814624025162914,139
1,112.90672200524145,24.814624025162914,145
1,112.91505533857479,24.814624025162914,148
1,112.92338867190813,24.814624025162914,154
1,112.93172200524147,24.814624025162914,150
1,112.94005533857481,24.814624025162914,153
1,112.94838867190815,24.814624025162914,155
1,112.95672200524149,24.814624025162914,155
1,112.96505533857483,24.814624025162914,148
1,112.97338867190817,24.814624025162914,148
1,112.87338867190809,24.80629069182958,129
1,112.88172200524143,24.80629069182958,129
1,112.89005533857477,24.80629069182958,129
1,112.89838867190811,24.80629069182958,135
1,112.90672200524145,24.80629069182958,137
1,112.91505533857479,24.80629069182958,140
1,112.92338867190813,24.80629069182958,143
1,112.93172200524147,24.80629069182958,146
1,112.94005533857481,24.80629069182958,148
1,112.94838867190815,24.80629069182958,151
1,112.95672200524149,24.80629069182958,157
1,112.96505533857483,24.80629069182958,153
1,112.97338867190817,24.80629069182958,149
1,112.98172200524151,24.80629069182958,146
1,112.84838867190807,24.797957358496248,133
1,112.85672200524141,24.797957358496248,135
1,112.86505533857475,24.797957358496248,132
1,112.87338867190809,24.797957358496248,135
1,112.88172200524143,24.797957358496248,137
1,112.89005533857477,24.797957358496248,137
1,112.89838867190811,24.797957358496248,143
1,112.90672200524145,24.797957358496248,146
1,112.91505533857479,24.797957358496248,148
1,112.92338867190813,24.797957358496248,148
1,112.93172200524147,24.797957358496248,150
1,112.94005533857481,24.797957358496248,150
1,112.94838867190815,24.797957358496248,153
1,112.95672200524149,24.797957358496248,152
1,112.96505533857483,24.797957358496248,149
1,112.97338867190817,24.797957358496248,142
1,112.98172200524151,24.797957358496248,145
1,112.84005533857473,24.789624025162915,131
