时间步长,经度,纬度,降水量
1,112.88172200524143,24.839624025162912,74
1,112.89005533857477,24.839624025162912,78
1,112.88172200524143,24.83129069182958,75
1,112.89005533857477,24.83129069182958,77
1,112.89838867190811,24.83129069182958,80
1,112.90672200524145,24.83129069182958,82
1,112.91505533857479,24.83129069182958,82
1,112.88172200524143,24.822957358496247,74
1,112.89005533857477,24.822957358496247,76
1,112.89838867190811,24.822957358496247,79
1,112.90672200524145,24.822957358496247,85
1,112.91505533857479,24.822957358496247,86
1,112.92338867190813,24.822957358496247,86
1,112.93172200524147,24.822957358496247,88
1,112.94005533857481,24.822957358496247,87
1,112.94838867190815,24.822957358496247,91
1,112.95672200524149,24.822957358496247,89
1,112.96505533857483,24.822957358496247,85
1,112.88172200524143,24.814624025162914,74
1,112.89005533857477,24.814624025162914,77
1,112.89838867190811,24.814624025162914,79
1,112.90672200524145,24.814624025162914,82
1,112.91505533857479,24.814624025162914,84
1,112.92338867190813,24.814624025162914,87
1,112.93172200524147,24.814624025162914,85
1,112.94005533857481,24.814624025162914,86
1,112.94838867190815,24.814624025162914,88
1,112.95672200524149,24.814624025162914,88
1,112.96505533857483,24.814624025162914,84
1,112.97338867190817,24.814624025162914,84
1,112.87338867190809,24.80629069182958,73
1,112.88172200524143,24.80629069182958,73
1,112.89005533857477,24.80629069182958,73
1,112.89838867190811,24.80629069182958,76
1,112.90672200524145,24.80629069182958,78
1,112.91505533857479,24.80629069182958,79
1,112.92338867190813,24.80629069182958,81
1,112.93172200524147,24.80629069182958,82
1,112.94005533857481,24.80629069182958,84
1,112.94838867190815,24.80629069182958,85
1,112.95672200524149,24.80629069182958,89
1,112.96505533857483,24.80629069182958,87
1,112.97338867190817,24.80629069182958,85
1,112.98172200524151,24.80629069182958,83
1,112.84838867190807,24.797957358496248,75
1,112.85672200524141,24.797957358496248,76
1,112.86505533857475,24.797957358496248,74
1,112.87338867190809,24.797957358496248,76
1,112.88172200524143,24.797957358496248,77
1,112.89005533857477,24.797957358496248,77
1,112.89838867190811,24.797957358496248,81
1,112.90672200524145,24.797957358496248,82
1,112.91505533857479,24.797957358496248,84
1,112.92338867190813,24.797957358496248,83
1,112.93172200524147,24.797957358496248,85
1,112.94005533857481,24.797957358496248,85
1,112.94838867190815,24.797957358496248,86
1,112.95672200524149,24.797957358496248,86
1,112.96505533857483,24.797957358496248,84
1,112.97338867190817,24.797957358496248,80
1,112.98172200524151,24.797957358496248,82
1,112.84005533857473,24.789624025162915,74
1,112.84838867190807,24.789624025162915,74
1,112.85672200524141,24.789624025162915,77
1,112.86505533857475,24.789624025162915,77
1,112.87338867190809,24.789624025162915,79
1,112.88172200524143,24.789624025162915,82
1,112.89005533857477,24.789624025162915,82
1,112.89838867190811,24.789624025162915,82
1,112.90672200524145,24.789624025162915,80
1,112.91505533857479,24.789624025162915,81
1,112.92338867190813,24.789624025162915,84
1,112.93172200524147,24.789624025162915,86
1,112.94005533857481,24.789624025162915,84
1,112.94838867190815,24.789624025162915,84
1,112.95672200524149,24.789624025162915,83
1,112.96505533857483,24.789624025162915,83
1,112.97338867190817,24.789624025162915,80
1,112.98172200524151,24.789624025162915,78
1,112.84005533857473,24.781290691829582,73
1,112.84838867190807,24.781290691829582,73
1,112.85672200524141,24.781290691829582,73
1,112.86505533857475,24.781290691829582,76
1,112.87338867190809,24.781290691829582,80
1,112.88172200524143,24.781290691829582,81
1,112.89005533857477,24.781290691829582,77
1,112.89838867190811,24.781290691829582,77
1,112.90672200524145,24.781290691829582,79
1,112.91505533857479,24.781290691829582,80
1,112.92338867190813,24.781290691829582,80
1,112.93172200524147,24.781290691829582,80
1,112.94005533857481,24.781290691829582,81
1,112.94838867190815,24.781290691829582,83
1,112.95672200524149,24.781290691829582,84
1,112.96505533857483,24.781290691829582,81
1,112.97338867190817,24.781290691829582,79
1,112.98172200524151,24.781290691829582,75
1,112.84005533857473,24.77295735849625,72
1,112.84838867190807,24.77295735849625,72
1,112.85672200524141,24.77295735849625,74
1,112.86505533857475,24.77295735849625,74
1,112.87338867190809,24.77295735849625,75
1,112.88172200524143,24.77295735849625,75
1,112.89005533857477,24.77295735849625,73
1,112.89838867190811,24.77295735849625,75
1,112.90672200524145,24.77295735849625,76
1,112.91505533857479,24.77295735849625,76
1,112.92338867190813,24.77295735849625,77
1,112.93172200524147,24.77295735849625,81
1,112.94005533857481,24.77295735849625,82
1,112.94838867190815,24.77295735849625,84
1,112.95672200524149,24.77295735849625,82
1,112.96505533857483,24.77295735849625,80
1,112.97338867190817,24.77295735849625,76
1,112.98172200524151,24.77295735849625,76
1,112.84838867190807,24.764624025162917,71
1,112.85672200524141,24.764624025162917,71
1,112.86505533857475,24.764624025162917,71
1,112.87338867190809,24.764624025162917,71
1,112.88172200524143,24.764624025162917,72
1,112.89005533857477,24.764624025162917,74
1,112.89838867190811,24.764624025162917,75
1,112.90672200524145,24.764624025162917,77
1,112.91505533857479,24.764624025162917,79
1,112.92338867190813,24.764624025162917,80
1,112.93172200524147,24.764624025162917,82
1,112.94005533857481,24.764624025162917,83
1,112.94838867190815,24.764624025162917,83
1,112.95672200524149,24.764624025162917,83
1,112.96505533857483,24.764624025162917,79
1,112.97338867190817,24.764624025162917,77
1,112.98172200524151,24.764624025162917,75
1,112.84838867190807,24.756290691829584,70
1,112.85672200524141,24.756290691829584,72
1,112.86505533857475,24.756290691829584,70
1,112.87338867190809,24.756290691829584,72
1,112.88172200524143,24.756290691829584,73
1,112.89005533857477,24.756290691829584,77
1,112.89838867190811,24.756290691829584,76
1,112.90672200524145,24.756290691829584,78
1,112.91505533857479,24.756290691829584,79
1,112.92338867190813,24.756290691829584,79
1,112.93172200524147,24.756290691829584,81
1,112.94005533857481,24.756290691829584,79
1,112.94838867190815,24.756290691829584,79
1,112.95672200524149,24.756290691829584,79
1,112.96505533857483,24.756290691829584,77
1,112.97338867190817,24.756290691829584,75
1,112.98172200524151,24.756290691829584,73
1,112.84838867190807,24.74795735849625,72
1,112.85672200524141,24.74795735849625,75
1,112.86505533857475,24.74795735849625,75
1,112.87338867190809,24.74795735849625,75
1,112.88172200524143,24.74795735849625,73
1,112.89005533857477,24.74795735849625,75
1,112.89838867190811,24.74795735849625,76
1,112.90672200524145,24.74795735849625,76
1,112.91505533857479,24.74795735849625,77
1,112.92338867190813,24.74795735849625,77
1,112.93172200524147,24.74795735849625,79
1,112.94005533857481,24.74795735849625,79
1,112.94838867190815,24.74795735849625,77
1,112.95672200524149,24.74795735849625,77
1,112.96505533857483,24.74795735849625,75
1,112.97338867190817,24.74795735849625,73
1,112.98172200524151,24.74795735849625,73
1,112.85672200524141,24.739624025162918,78
1,112.86505533857475,24.739624025162918,81
1,112.87338867190809,24.739624025162918,81
1,112.88172200524143,24.739624025162918,79
1,112.89005533857477,24.739624025162918,79
1,112.89838867190811,24.739624025162918,77
1,112.90672200524145,24.739624025162918,79
1,112.91505533857479,24.739624025162918,79
1,112.92338867190813,24.739624025162918,79
1,112.93172200524147,24.739624025162918,80
1,112.94005533857481,24.739624025162918,82
1,112.94838867190815,24.739624025162918,81
1,112.95672200524149,24.739624025162918,78
1,112.96505533857483,24.739624025162918,76
1,112.97338867190817,24.739624025162918,74
1,112.98172200524151,24.739624025162918,72
1,112.99005533857485,24.739624025162918,72
1,112.99838867190819,24.739624025162918,72
1,112.85672200524141,24.731290691829585,81
1,112.86505533857475,24.731290691829585,83
1,112.87338867190809,24.731290691829585,83
1,112.88172200524143,24.731290691829585,84
1,112.89005533857477,24.731290691829585,84
1,112.89838867190811,24.731290691829585,82
1,112.90672200524145,24.731290691829585,80
1,112.91505533857479,24.731290691829585,80
1,112.92338867190813,24.731290691829585,82
1,112.93172200524147,24.731290691829585,81
1,112.94005533857481,24.731290691829585,81
1,112.94838867190815,24.731290691829585,79
1,112.95672200524149,24.731290691829585,78
1,112.96505533857483,24.731290691829585,76
1,112.97338867190817,24.731290691829585,75
1,112.98172200524151,24.731290691829585,75
1,112.99005533857485,24.731290691829585,75
1,112.99838867190819,24.731290691829585,73
1,113.00672200524153,24.731290691829585,71
1,112.85672200524141,24.722957358496252,82
1,112.86505533857475,24.722957358496252,84
1,112.87338867190809,24.722957358496252,84
1,112.88172200524143,24.722957358496252,86
1,112.89005533857477,24.722957358496252,85
1,112.89838867190811,24.722957358496252,85
1,112.90672200524145,24.722957358496252,85
1,112.91505533857479,24.722957358496252,85
1,112.92338867190813,24.722957358496252,85
1,112.93172200524147,24.722957358496252,85
1,112.94005533857481,24.722957358496252,84
1,112.94838867190815,24.722957358496252,82
1,112.95672200524149,24.722957358496252,81
1,112.96505533857483,24.722957358496252,79
1,112.97338867190817,24.722957358496252,78
1,112.98172200524151,24.722957358496252,77
1,112.99005533857485,24.722957358496252,76
1,112.99838867190819,24.722957358496252,76
1,113.00672200524153,24.722957358496252,74
1,112.84838867190807,24.71462402516292,82
1,112.85672200524141,24.71462402516292,84
1,112.86505533857475,24.71462402516292,84
1,112.87338867190809,24.71462402516292,85
1,112.88172200524143,24.71462402516292,89
1,112.89005533857477,24.71462402516292,89
1,112.89838867190811,24.71462402516292,88
1,112.90672200524145,24.71462402516292,85
1,112.91505533857479,24.71462402516292,84
1,112.92338867190813,24.71462402516292,84
1,112.93172200524147,24.71462402516292,84
1,112.94005533857481,24.71462402516292,84
1,112.94838867190815,24.71462402516292,82
1,112.95672200524149,24.71462402516292,80
1,112.96505533857483,24.71462402516292,78
1,112.97338867190817,24.71462402516292,78
1,112.98172200524151,24.71462402516292,78
1,112.99005533857485,24.71462402516292,78
1,112.99838867190819,24.71462402516292,76
1,113.00672200524153,24.71462402516292,76
1,112.84838867190807,24.706290691829587,82
1,112.85672200524141,24.706290691829587,83
1,112.86505533857475,24.706290691829587,85
1,112.87338867190809,24.706290691829587,87
1,112.88172200524143,24.706290691829587,88
1,112.89005533857477,24.706290691829587,88
1,112.89838867190811,24.706290691829587,92
1,112.90672200524145,24.706290691829587,91
1,112.91505533857479,24.706290691829587,88
1,112.92338867190813,24.706290691829587,86
1,112.93172200524147,24.706290691829587,85
1,112.94005533857481,24.706290691829587,85
1,112.94838867190815,24.706290691829587,85
1,112.95672200524149,24.706290691829587,81
1,112.96505533857483,24.706290691829587,79
1,112.97338867190817,24.706290691829587,79
1,112.98172200524151,24.706290691829587,77
1,112.99005533857485,24.706290691829587,77
1,112.99838867190819,24.706290691829587,77
1,113.00672200524153,24.706290691829587,75
1,113.01505533857487,24.706290691829587,77
1,112.85672200524141,24.697957358496254,85
1,112.86505533857475,24.697957358496254,84
1,112.87338867190809,24.697957358496254,86
1,112.88172200524143,24.697957358496254,88
1,112.89005533857477,24.697957358496254,89
1,112.89838867190811,24.697957358496254,93
1,112.90672200524145,24.697957358496254,91
1,112.91505533857479,24.697957358496254,89
1,112.92338867190813,24.697957358496254,89
1,112.93172200524147,24.697957358496254,87
1,112.94005533857481,24.697957358496254,85
1,112.94838867190815,24.697957358496254,86
1,112.95672200524149,24.697957358496254,84
1,112.96505533857483,24.697957358496254,81
1,112.97338867190817,24.697957358496254,80
1,112.98172200524151,24.697957358496254,78
1,112.99005533857485,24.697957358496254,77
1,112.99838867190819,24.697957358496254,76
1,113.00672200524153,24.697957358496254,76
1,113.01505533857487,24.697957358496254,76
1,112.95672200524149,24.68962402516292,86
1,112.96505533857483,24.68962402516292,84
1,112.97338867190817,24.68962402516292,82
1,112.98172200524151,24.68962402516292,80
2,112.88172200524143,24.839624025162912,833
2,112.89005533857477,24.839624025162912,869
2,112.88172200524143,24.83129069182958,833
2,112.89005533857477,24.83129069182958,860
2,112.89838867190811,24.83129069182958,896
2,112.90672200524145,24.83129069182958,906
2,112.91505533857479,24.83129069182958,906
2,112.88172200524143,24.822957358496247,841
2,112.89005533857477,24.822957358496247,869
2,112.89838867190811,24.822957358496247,896
2,112.90672200524145,24.822957358496247,914
2,112.91505533857479,24.822957358496247,923
2,112.92338867190813,24.822957358496247,933
2,112.93172200524147,24.822957358496247,942
2,112.94005533857481,24.822957358496247,951
2,112.94838867190815,24.822957358496247,960
2,112.95672200524149,24.822957358496247,960
2,112.96505533857483,24.822957358496247,942
2,112.88172200524143,24.814624025162914,841
2,112.89005533857477,24.814624025162914,877
2,112.89838867190811,24.814624025162914,886
2,112.90672200524145,24.814624025162914,914
2,112.91505533857479,24.814624025162914,923
2,112.92338867190813,24.814624025162914,941
2,112.93172200524147,24.814624025162914,950
2,112.94005533857481,24.814624025162914,950
2,112.94838867190815,24.814624025162914,960
2,112.95672200524149,24.814624025162914,950
2,112.96505533857483,24.814624025162914,950
2,112.97338867190817,24.814624025162914,941
2,112.87338867190809,24.80629069182958,813
2,112.88172200524143,24.80629069182958,831
2,112.89005533857477,24.80629069182958,850
2,112.89838867190811,24.80629069182958,886
2,112.90672200524145,24.80629069182958,895
2,112.91505533857479,24.80629069182958,904
2,112.92338867190813,24.80629069182958,923
2,112.93172200524147,24.80629069182958,932
2,112.94005533857481,24.80629069182958,950
2,112.94838867190815,24.80629069182958,959
2,112.95672200524149,24.80629069182958,959
2,112.96505533857483,24.80629069182958,959
2,112.97338867190817,24.80629069182958,950
2,112.98172200524151,24.80629069182958,941
2,112.84838867190807,24.797957358496248,840
2,112.85672200524141,24.797957358496248,876
2,112.86505533857475,24.797957358496248,858
2,112.87338867190809,24.797957358496248,867
2,112.88172200524143,24.797957358496248,886
2,112.89005533857477,24.797957358496248,895
2,112.89838867190811,24.797957358496248,913
2,112.90672200524145,24.797957358496248,922
2,112.91505533857479,24.797957358496248,931
2,112.92338867190813,24.797957358496248,931
2,112.93172200524147,24.797957358496248,950
2,112.94005533857481,24.797957358496248,959
2,112.94838867190815,24.797957358496248,959
2,112.95672200524149,24.797957358496248,959
2,112.96505533857483,24.797957358496248,950
2,112.97338867190817,24.797957358496248,940
2,112.98172200524151,24.797957358496248,940
2,112.84005533857473,24.789624025162915,812
2,112.84838867190807,24.789624025162915,858
2,112.85672200524141,24.789624025162915,894
2,112.86505533857475,24.789624025162915,894
2,112.87338867190809,24.789624025162915,903
2,112.88172200524143,24.789624025162915,913
2,112.89005533857477,24.789624025162915,922
2,112.89838867190811,24.789624025162915,922
2,112.90672200524145,24.789624025162915,922
2,112.91505533857479,24.789624025162915,931
2,112.92338867190813,24.789624025162915,949
2,112.93172200524147,24.789624025162915,958
2,112.94005533857481,24.789624025162915,958
2,112.94838867190815,24.789624025162915,958
2,112.95672200524149,24.789624025162915,949
2,112.96505533857483,24.789624025162915,949
2,112.97338867190817,24.789624025162915,940
2,112.98172200524151,24.789624025162915,931
2,112.84005533857473,24.781290691829582,812
2,112.84838867190807,24.781290691829582,848
2,112.85672200524141,24.781290691829582,866
2,112.86505533857475,24.781290691829582,894
2,112.87338867190809,24.781290691829582,912
2,112.88172200524143,24.781290691829582,912
2,112.89005533857477,24.781290691829582,903
2,112.89838867190811,24.781290691829582,903
2,112.90672200524145,24.781290691829582,921
2,112.91505533857479,24.781290691829582,930
2,112.92338867190813,24.781290691829582,930
2,112.93172200524147,24.781290691829582,931
2,112.94005533857481,24.781290691829582,940
2,112.94838867190815,24.781290691829582,949
2,112.95672200524149,24.781290691829582,949
2,112.96505533857483,24.781290691829582,949
2,112.97338867190817,24.781290691829582,940
2,112.98172200524151,24.781290691829582,922
2,112.84005533857473,24.77295735849625,811
2,112.84838867190807,24.77295735849625,830
2,112.85672200524141,24.77295735849625,857
2,112.86505533857475,24.77295735849625,875
2,112.87338867190809,24.77295735849625,893
2,112.88172200524143,24.77295735849625,875
2,112.89005533857477,24.77295735849625,875
2,112.89838867190811,24.77295735849625,894
2,112.90672200524145,24.77295735849625,903
2,112.91505533857479,24.77295735849625,903
2,112.92338867190813,24.77295735849625,921
2,112.93172200524147,24.77295735849625,930
2,112.94005533857481,24.77295735849625,948
2,112.94838867190815,24.77295735849625,948
2,112.95672200524149,24.77295735849625,939
2,112.96505533857483,24.77295735849625,939
2,112.97338867190817,24.77295735849625,939
2,112.98172200524151,24.77295735849625,921
2,112.84838867190807,24.764624025162917,820
2,112.85672200524141,24.764624025162917,829
2,112.86505533857475,24.764624025162917,829
2,112.87338867190809,24.764624025162917,847
2,112.88172200524143,24.764624025162917,866
2,112.89005533857477,24.764624025162917,893
2,112.89838867190811,24.764624025162917,902
2,112.90672200524145,24.764624025162917,920
2,112.91505533857479,24.764624025162917,930
2,112.92338867190813,24.764624025162917,939
2,112.93172200524147,24.764624025162917,948
2,112.94005533857481,24.764624025162917,957
2,112.94838867190815,24.764624025162917,957
2,112.95672200524149,24.764624025162917,948
2,112.96505533857483,24.764624025162917,939
2,112.97338867190817,24.764624025162917,939
2,112.98172200524151,24.764624025162917,930
2,112.84838867190807,24.756290691829584,829
2,112.85672200524141,24.756290691829584,856
2,112.86505533857475,24.756290691829584,838
2,112.87338867190809,24.756290691829584,865
2,112.88172200524143,24.756290691829584,883
2,112.89005533857477,24.756290691829584,911
2,112.89838867190811,24.756290691829584,920
2,112.90672200524145,24.756290691829584,929
2,112.91505533857479,24.756290691829584,947
2,112.92338867190813,24.756290691829584,947
2,112.93172200524147,24.756290691829584,957
2,112.94005533857481,24.756290691829584,948
2,112.94838867190815,24.756290691829584,948
2,112.95672200524149,24.756290691829584,948
2,112.96505533857483,24.756290691829584,939
2,112.97338867190817,24.756290691829584,930
2,112.98172200524151,24.756290691829584,921
2,112.84838867190807,24.74795735849625,874
2,112.85672200524141,24.74795735849625,893
2,112.86505533857475,24.74795735849625,884
2,112.87338867190809,24.74795735849625,893
2,112.88172200524143,24.74795735849625,893
2,112.89005533857477,24.74795735849625,902
2,112.89838867190811,24.74795735849625,911
2,112.90672200524145,24.74795735849625,911
2,112.91505533857479,24.74795735849625,920
2,112.92338867190813,24.74795735849625,939
2,112.93172200524147,24.74795735849625,948
2,112.94005533857481,24.74795735849625,948
2,112.94838867190815,24.74795735849625,948
2,112.95672200524149,24.74795735849625,939
2,112.96505533857483,24.74795735849625,930
2,112.97338867190817,24.74795735849625,921
2,112.98172200524151,24.74795735849625,912
