时间步长,经度,纬度,降水量
1,112.88172200524143,24.839624025162912,97
1,112.89005533857477,24.839624025162912,101
1,112.88172200524143,24.83129069182958,98
1,112.89005533857477,24.83129069182958,100
1,112.89838867190811,24.83129069182958,105
1,112.90672200524145,24.83129069182958,107
1,112.91505533857479,24.83129069182958,106
1,112.88172200524143,24.822957358496247,97
1,112.89005533857477,24.822957358496247,99
1,112.89838867190811,24.822957358496247,104
1,112.90672200524145,24.822957358496247,110
1,112.91505533857479,24.822957358496247,112
1,112.92338867190813,24.822957358496247,112
1,112.93172200524147,24.822957358496247,114
1,112.94005533857481,24.822957358496247,113
1,112.94838867190815,24.822957358496247,117
1,112.95672200524149,24.822957358496247,115
1,112.96505533857483,24.822957358496247,109
1,112.88172200524143,24.814624025162914,96
1,112.89005533857477,24.814624025162914,101
1,112.89838867190811,24.814624025162914,102
1,112.90672200524145,24.814624025162914,107
1,112.91505533857479,24.814624025162914,109
1,112.92338867190813,24.814624025162914,113
1,112.93172200524147,24.814624025162914,110
1,112.94005533857481,24.814624025162914,112
1,112.94838867190815,24.814624025162914,114
1,112.95672200524149,24.814624025162914,113
1,112.96505533857483,24.814624025162914,108
1,112.97338867190817,24.814624025162914,108
1,112.87338867190809,24.80629069182958,95
1,112.88172200524143,24.80629069182958,95
1,112.89005533857477,24.80629069182958,95
1,112.89838867190811,24.80629069182958,99
1,112.90672200524145,24.80629069182958,101
1,112.91505533857479,24.80629069182958,103
1,112.92338867190813,24.80629069182958,105
1,112.93172200524147,24.80629069182958,107
1,112.94005533857481,24.80629069182958,109
1,112.94838867190815,24.80629069182958,110
1,112.95672200524149,24.80629069182958,115
1,112.96505533857483,24.80629069182958,112
1,112.97338867190817,24.80629069182958,109
1,112.98172200524151,24.80629069182958,106
1,112.84838867190807,24.797957358496248,98
1,112.85672200524141,24.797957358496248,100
1,112.86505533857475,24.797957358496248,97
1,112.87338867190809,24.797957358496248,99
1,112.88172200524143,24.797957358496248,101
1,112.89005533857477,24.797957358496248,101
1,112.89838867190811,24.797957358496248,105
1,112.90672200524145,24.797957358496248,107
1,112.91505533857479,24.797957358496248,109
1,112.92338867190813,24.797957358496248,108
1,112.93172200524147,24.797957358496248,110
1,112.94005533857481,24.797957358496248,110
1,112.94838867190815,24.797957358496248,112
1,112.95672200524149,24.797957358496248,111
1,112.96505533857483,24.797957358496248,108
1,112.97338867190817,24.797957358496248,103
1,112.98172200524151,24.797957358496248,105
1,112.84005533857473,24.789624025162915,97
1,112.84838867190807,24.789624025162915,97
1,112.85672200524141,24.789624025162915,101
1,112.86505533857475,24.789624025162915,101
1,112.87338867190809,24.789624025162915,103
1,112.88172200524143,24.789624025162915,107
1,112.89005533857477,24.789624025162915,107
1,112.89838867190811,24.789624025162915,106
1,112.90672200524145,24.789624025162915,103
1,112.91505533857479,24.789624025162915,105
1,112.92338867190813,24.789624025162915,109
1,112.93172200524147,24.789624025162915,111
1,112.94005533857481,24.789624025162915,109
1,112.94838867190815,24.789624025162915,108
1,112.95672200524149,24.789624025162915,108
1,112.96505533857483,24.789624025162915,107
1,112.97338867190817,24.789624025162915,102
1,112.98172200524151,24.789624025162915,100
1,112.84005533857473,24.781290691829582,96
1,112.84838867190807,24.781290691829582,96
1,112.85672200524141,24.781290691829582,95
1,112.86505533857475,24.781290691829582,100
1,112.87338867190809,24.781290691829582,104
1,112.88172200524143,24.781290691829582,106
1,112.89005533857477,24.781290691829582,101
1,112.89838867190811,24.781290691829582,100
1,112.90672200524145,24.781290691829582,102
1,112.91505533857479,24.781290691829582,104
1,112.92338867190813,24.781290691829582,104
1,112.93172200524147,24.781290691829582,103
