时间步长,经度,纬度,降水量
1,112.88172200524143,24.839624025162912,311
1,112.89005533857477,24.839624025162912,327
1,112.88172200524143,24.83129069182958,319
1,112.89005533857477,24.83129069182958,327
1,112.89838867190811,24.83129069182958,342
1,112.90672200524145,24.83129069182958,350
1,112.91505533857479,24.83129069182958,350
1,112.88172200524143,24.822957358496247,320
1,112.89005533857477,24.822957358496247,327
1,112.89838867190811,24.822957358496247,343
1,112.90672200524145,24.822957358496247,366
1,112.91505533857479,24.822957358496247,374
1,112.92338867190813,24.822957358496247,373
1,112.93172200524147,24.822957358496247,381
1,112.94005533857481,24.822957358496247,381
1,112.94838867190815,24.822957358496247,396
1,112.95672200524149,24.822957358496247,388
1,112.96505533857483,24.822957358496247,371
1,112.88172200524143,24.814624025162914,320
1,112.89005533857477,24.814624025162914,336
1,112.89838867190811,24.814624025162914,343
1,112.90672200524145,24.814624025162914,359
1,112.91505533857479,24.814624025162914,366
1,112.92338867190813,24.814624025162914,382
1,112.93172200524147,24.814624025162914,374
1,112.94005533857481,24.814624025162914,381
1,112.94838867190815,24.814624025162914,389
1,112.95672200524149,24.814624025162914,388
1,112.96505533857483,24.814624025162914,372
1,112.97338867190817,24.814624025162914,371
1,112.87338867190809,24.80629069182958,321
1,112.88172200524143,24.80629069182958,320
1,112.89005533857477,24.80629069182958,320
1,112.89838867190811,24.80629069182958,336
1,112.90672200524145,24.80629069182958,343
1,112.91505533857479,24.80629069182958,351
1,112.92338867190813,24.80629069182958,359
1,112.93172200524147,24.80629069182958,366
1,112.94005533857481,24.80629069182958,374
1,112.94838867190815,24.80629069182958,381
1,112.95672200524149,24.80629069182958,397
1,112.96505533857483,24.80629069182958,388
1,112.97338867190817,24.80629069182958,380
1,112.98172200524151,24.80629069182958,372
1,112.84838867190807,24.797957358496248,330
1,112.85672200524141,24.797957358496248,338
1,112.86505533857475,24.797957358496248,330
1,112.87338867190809,24.797957358496248,337
1,112.88172200524143,24.797957358496248,345
1,112.89005533857477,24.797957358496248,345
1,112.89838867190811,24.797957358496248,360
1,112.90672200524145,24.797957358496248,368
1,112.91505533857479,24.797957358496248,375
1,112.92338867190813,24.797957358496248,375
1,112.93172200524147,24.797957358496248,383
1,112.94005533857481,24.797957358496248,382
1,112.94838867190815,24.797957358496248,390
1,112.95672200524149,24.797957358496248,389
1,112.96505533857483,24.797957358496248,381
1,112.97338867190817,24.797957358496248,365
1,112.98172200524151,24.797957358496248,372
1,112.84005533857473,24.789624025162915,331
1,112.84838867190807,24.789624025162915,331
1,112.85672200524141,24.789624025162915,346
1,112.86505533857475,24.789624025162915,346
1,112.87338867190809,24.789624025162915,354
1,112.88172200524143,24.789624025162915,369
1,112.89005533857477,24.789624025162915,369
1,112.89838867190811,24.789624025162915,369
1,112.90672200524145,24.789624025162915,360
1,112.91505533857479,24.789624025162915,368
1,112.92338867190813,24.789624025162915,383
1,112.93172200524147,24.789624025162915,391
1,112.94005533857481,24.789624025162915,383
1,112.94838867190815,24.789624025162915,382
1,112.95672200524149,24.789624025162915,382
1,112.96505533857483,24.789624025162915,381
1,112.97338867190817,24.789624025162915,365
1,112.98172200524151,24.789624025162915,357
1,112.84005533857473,24.781290691829582,331
1,112.84838867190807,24.781290691829582,331
1,112.85672200524141,24.781290691829582,331
1,112.86505533857475,24.781290691829582,347
1,112.87338867190809,24.781290691829582,362
1,112.88172200524143,24.781290691829582,370
1,112.89005533857477,24.781290691829582,353
1,112.89838867190811,24.781290691829582,353
1,112.90672200524145,24.781290691829582,361
1,112.91505533857479,24.781290691829582,368
1,112.92338867190813,24.781290691829582,368
1,112.93172200524147,24.781290691829582,368
1,112.94005533857481,24.781290691829582,375
1,112.94838867190815,24.781290691829582,383
1,112.95672200524149,24.781290691829582,390
1,112.96505533857483,24.781290691829582,374
1,112.97338867190817,24.781290691829582,366
1,112.98172200524151,24.781290691829582,349
1,112.84005533857473,24.77295735849625,332
1,112.84838867190807,24.77295735849625,331
1,112.85672200524141,24.77295735849625,339
1,112.86505533857475,24.77295735849625,339
1,112.87338867190809,24.77295735849625,347
1,112.88172200524143,24.77295735849625,346
1,112.89005533857477,24.77295735849625,338
1,112.89838867190811,24.77295735849625,345
1,112.90672200524145,24.77295735849625,353
1,112.91505533857479,24.77295735849625,353
1,112.92338867190813,24.77295735849625,360
1,112.93172200524147,24.77295735849625,376
1,112.94005533857481,24.77295735849625,384
1,112.94838867190815,24.77295735849625,391
1,112.95672200524149,24.77295735849625,383
1,112.96505533857483,24.77295735849625,374
1,112.97338867190817,24.77295735849625,358
1,112.98172200524151,24.77295735849625,358
1,112.84838867190807,24.764624025162917,332
1,112.85672200524141,24.764624025162917,332
1,112.86505533857475,24.764624025162917,331
1,112.87338867190809,24.764624025162917,331
1,112.88172200524143,24.764624025162917,339
1,112.89005533857477,24.764624025162917,346
1,112.89838867190811,24.764624025162917,354
1,112.90672200524145,24.764624025162917,362
1,112.91505533857479,24.764624025162917,369
1,112.92338867190813,24.764624025162917,377
1,112.93172200524147,24.764624025162917,385
1,112.94005533857481,24.764624025162917,392
1,112.94838867190815,24.764624025162917,392
1,112.95672200524149,24.764624025162917,391
1,112.96505533857483,24.764624025162917,375
1,112.97338867190817,24.764624025162917,367
1,112.98172200524151,24.764624025162917,358
1,112.84838867190807,24.756290691829584,332
1,112.85672200524141,24.756290691829584,340
1,112.86505533857475,24.756290691829584,332
1,112.87338867190809,24.756290691829584,339
1,112.88172200524143,24.756290691829584,347
1,112.89005533857477,24.756290691829584,363
1,112.89838867190811,24.756290691829584,362
1,112.90672200524145,24.756290691829584,370
1,112.91505533857479,24.756290691829584,378
1,112.92338867190813,24.756290691829584,377
1,112.93172200524147,24.756290691829584,385
1,112.94005533857481,24.756290691829584,377
1,112.94838867190815,24.756290691829584,376
1,112.95672200524149,24.756290691829584,376
1,112.96505533857483,24.756290691829584,368
1,112.97338867190817,24.756290691829584,359
1,112.98172200524151,24.756290691829584,351
1,112.84838867190807,24.74795735849625,341
1,112.85672200524141,24.74795735849625,357
1,112.86505533857475,24.74795735849625,356
1,112.87338867190809,24.74795735849625,356
1,112.88172200524143,24.74795735849625,348
1,112.89005533857477,24.74795735849625,355
1,112.89838867190811,24.74795735849625,363
1,112.90672200524145,24.74795735849625,363
1,112.91505533857479,24.74795735849625,370
1,112.92338867190813,24.74795735849625,370
1,112.93172200524147,24.74795735849625,378
1,112.94005533857481,24.74795735849625,377
1,112.94838867190815,24.74795735849625,369
1,112.95672200524149,24.74795735849625,369
1,112.96505533857483,24.74795735849625,360
1,112.97338867190817,24.74795735849625,352
1,112.98172200524151,24.74795735849625,351
1,112.85672200524141,24.739624025162918,366
1,112.86505533857475,24.739624025162918,382
1,112.87338867190809,24.739624025162918,381
1,112.88172200524143,24.739624025162918,373
1,112.89005533857477,24.739624025162918,372
1,112.89838867190811,24.739624025162918,364
1,112.90672200524145,24.739624025162918,372
1,112.91505533857479,24.739624025162918,371
1,112.92338867190813,24.739624025162918,371
1,112.93172200524147,24.739624025162918,379
1,112.94005533857481,24.739624025162918,386
1,112.94838867190815,24.739624025162918,386
1,112.95672200524149,24.739624025162918,370
1,112.96505533857483,24.739624025162918,361
1,112.97338867190817,24.739624025162918,353
1,112.98172200524151,24.739624025162918,345
1,112.99005533857485,24.739624025162918,344
1,112.99838867190819,24.739624025162918,344
1,112.85672200524141,24.731290691829585,375
1,112.86505533857475,24.731290691829585,383
1,112.87338867190809,24.731290691829585,382
1,112.88172200524143,24.731290691829585,390
1,112.89005533857477,24.731290691829585,390
1,112.89838867190811,24.731290691829585,381
1,112.90672200524145,24.731290691829585,373
1,112.91505533857479,24.731290691829585,372
