869.00,877.00,879.00,870.00,858.00,850.00,838.00,816.00,815.00,768.00,756.00,757.00,756.00.1,753.00,747.00,741.00,738.00,746.00,750.00,769.00,785.00,794.00,813.00,823.00,870.00.1,884.00,893.00,915.00,919.00,924.00,945.00,956.00,970.00,965.00,961.00,960.00,962.00,968.00,972.00,977.00,979.00,986.00,983.00
851.0,860.0,869.0,867.0,858.0,851.0,841.0,823.0,800.0,763.0,751.0,747.0,743.0,735.0,726.0,720.0,724.0,730.0,742.0,751.0,768.0,785.0,802.0,843.0,868.0,884.0,893.0,897.0,901.0,905.0,913.0,925.0,933.0,940.0,954.0,957.0,952.0,968.0,958.0,953.0,957.0,967.0,961.0
843.0,850.0,862.0,863.0,853.0,843.0,831.0,816.0,773.0,764.0,751.0,739.0,735.0,718.0,712.0,711.0,713.0,720.0,737.0,757.0,775.0,788.0,806.0,843.0,868.0,875.0,881.0,880.0,885.0,894.0,905.0,910.0,916.0,929.0,946.0,949.0,940.0,943.0,944.0,945.0,957.0,961.0,951.0
825.0,837.0,849.0,853.0,836.0,835.0,819.0,799.0,766.0,752.0,743.0,736.0,716.0,709.0,705.0,710.0,707.0,715.0,738.0,767.0,779.0,788.0,806.0,843.0,865.0,866.0,869.0,868.0,875.0,882.0,893.0,900.0,904.0,915.0,918.0,920.0,922.0,922.0,915.0,913.0,907.0,913.0,919.0
815.0,824.0,831.0,829.0,830.0,825.0,806.0,793.0,755.0,739.0,734.0,728.0,708.0,693.0,697.0,695.0,701.0,710.0,732.0,767.0,779.0,787.0,798.0,830.0,838.0,858.0,856.0,858.0,862.0,866.0,876.0,885.0,894.0,892.0,894.0,897.0,900.0,900.0,899.0,896.0,899.0,902.0,909.0
808.0,814.0,818.0,825.0,822.0,802.0,792.0,777.0,743.0,729.0,722.0,709.0,695.0,697.0,700.0,691.0,696.0,710.0,732.0,764.0,774.0,783.0,792.0,807.0,831.0,841.0,840.0,844.0,849.0,854.0,862.0,871.0,874.0,869.0,876.0,878.0,880.0,872.0,871.0,870.0,874.0,897.0,899.0
792.0,792.0,796.0,796.0,786.0,774.0,759.0,748.0,725.0,713.0,711.0,705.0,678.0,657.0,659.0,673.0,696.0,705.0,725.0,753.0,765.0,776.0,793.0,798.0,802.0,809.0,813.0,813.0,831.0,839.0,847.0,849.0,853.0,852.0,854.0,856.0,857.0,851.0,856.0,860.0,873.0,880.0,888.0
767.0,766.0,766.0,764.0,757.0,746.0,737.0,724.0,712.0,711.0,699.0,673.0,654.0,632.0,659.0,673.0,693.0,702.0,715.0,734.0,753.0,765.0,786.0,785.0,778.0,777.0,795.0,797.0,811.0,818.0,827.0,821.0,820.0,821.0,825.0,832.0,838.0,826.0,833.0,850.0,859.0,872.0,879.0
742.0,740.0,734.0,736.0,732.0,726.0,728.0,724.0,712.0,701.0,690.0,678.0,654.0,632.0,634.0,651.0,673.0,692.0,698.0,719.0,735.0,755.0,779.0,784.0,772.0,763.0,764.0,774.0,778.0,784.0,794.0,798.0,796.0,797.0,799.0,802.0,806.0,807.0,819.0,827.0,854.0,862.0,870.0
716.0,718.0,705.0,710.0,708.0,712.0,716.0,715.0,703.0,694.0,690.0,678.0,643.0,630.0,625.0,632.0,650.0,669.0,676.0,696.0,710.0,729.0,765.0,762.0,764.0,757.0,757.0,757.0,774.0,771.0,779.0,784.0,785.0,777.0,771.0,774.0,794.0,803.0,806.0,824.0,841.0,859.0,869.0
699.0,698.0,696.0,689.0,686.0,691.0,699.0,701.0,703.0,694.0,673.0,673.0,634.0,625.0,621.0,623.0,630.0,639.0,657.0,668.0,688.0,710.0,737.0,751.0,748.0,746.0,745.0,747.0,748.0,754.0,758.0,760.0,760.0,755.0,748.0,748.0,772.0,790.0,807.0,821.0,843.0,858.0,871.0
687.0,687.0,684.0,689.0,656.0,657.0,704.0,701.0,698.0,683.0,674.0,657.0,635.0,616.0,614.0,604.0,608.0,614.0,634.0,645.0,660.0,691.0,705.0,727.0,730.0,727.0,726.0,724.0,715.0,722.0,725.0,723.0,727.0,727.0,727.0,740.0,763.0,793.0,807.0,831.0,843.0,862.0,874.0
682.0,679.0,671.0,654.0,656.0,657.0,681.0,690.0,685.0,678.0,656.0,635.0,633.0,609.0,597.0,593.0,588.0,587.0,599.0,615.0,635.0,666.0,687.0,701.0,712.0,712.0,708.0,695.0,696.0,698.0,698.0,700.0,702.0,702.0,712.0,721.0,768.0,792.0,820.0,830.0,843.0,861.0,871.0
671.0,668.0,671.0,654.0,635.0,635.0,655.0,667.0,669.0,656.0,641.0,631.0,618.0,601.0,589.0,580.0,576.0,576.0,586.0,597.0,617.0,641.0,665.0,676.0,679.0,689.0,692.0,681.0,678.0,684.0,685.0,690.0,691.0,696.0,708.0,717.0,770.0,796.0,814.0,828.0,837.0,849.0,867.0
671.0,668.0,656.0,638.0,627.0,615.0,624.0,631.0,638.0,639.0,637.0,624.0,614.0,592.0,578.0,568.0,558.0,555.0,566.0,572.0,579.0,613.0,628.0,639.0,648.0,655.0,656.0,657.0,661.0,666.0,670.0,675.0,678.0,690.0,702.0,746.0,776.0,780.0,801.0,811.0,821.0,838.0,838.0
653.0,649.0,636.0,627.0,620.0,606.0,604.0,613.0,620.0,620.0,617.0,611.0,590.0,572.0,560.0,548.0,546.0,544.0,542.0,549.0,574.0,591.0,606.0,618.0,622.0,618.0,616.0,635.0,638.0,643.0,646.0,654.0,659.0,673.0,698.0,740.0,751.0,773.0,777.0,792.0,799.0,808.0,812.0
627.0,625.0,615.0,611.0,596.0,581.0,579.0,587.0,588.0,589.0,589.0,580.0,569.0,555.0,542.0,530.0,518.0,520.0,521.0,519.0,546.0,565.0,584.0,600.0,597.0,605.0,598.0,599.0,607.0,615.0,621.0,631.0,650.0,653.0,684.0,732.0,735.0,751.0,764.0,777.0,784.0,786.0,790.0
609.0,602.0,591.0,583.0,574.0,568.0,562.0,562.0,567.0,576.0,575.0,567.0,556.0,543.0,529.0,517.0,501.0,483.0,480.0,490.0,517.0,542.0,560.0,580.0,580.0,582.0,588.0,591.0,593.0,602.0,609.0,620.0,633.0,647.0,678.0,705.0,714.0,723.0,737.0,746.0,760.0,766.0,777.0
591.0,580.0,566.0,556.0,554.0,546.0,546.0,547.0,551.0,557.0,555.0,551.0,544.0,535.0,529.0,498.0,484.0,481.0,475.0,486.0,495.0,518.0,548.0,563.0,568.0,570.0,569.0,584.0,589.0,597.0,613.0,626.0,637.0,645.0,694.0,698.0,706.0,712.0,723.0,739.0,753.0,757.0,767.0
560.0,541.0,536.0,538.0,536.0,536.0,541.0,534.0,535.0,537.0,535.0,536.0,533.0,534.0,511.0,503.0,478.0,463.0,460.0,477.0,491.0,503.0,522.0,547.0,560.0,562.0,564.0,572.0,593.0,604.0,616.0,632.0,644.0,650.0,696.0,706.0,704.0,711.0,717.0,732.0,743.0,753.0,762.0
538.0,518.0,513.0,513.0,511.0,525.0,528.0,521.0,516.0,514.0,508.0,511.0,504.0,503.0,502.0,483.0,465.0,450.0,444.0,473.0,484.0,492.0,504.0,520.0,541.0,543.0,557.0,571.0,591.0,611.0,620.0,637.0,650.0,669.0,707.0,715.0,717.0,717.0,725.0,729.0,744.0,751.0,759.0
512.0,498.0,493.0,503.0,505.0,510.0,515.0,518.0,505.0,499.0,496.0,485.0,484.0,485.0,482.0,468.0,445.0,436.0,440.0,457.0,472.0,481.0,488.0,510.0,521.0,535.0,550.0,568.0,585.0,609.0,623.0,638.0,657.0,686.0,718.0,728.0,723.0,729.0,728.0,728.0,737.0,745.0,755.0
