longitude,latitude,region_id,tmp,ndvi,年份
112.952246,24.688057,1,6.4750000000000005,0.6926,201001
112.965083,24.688057,2,6.9,0.60179996,201001
112.97792,24.688057,3,7.325,0.63729995,201001
112.862387,24.696527,4,7.5,0.59569997,201001
112.888061,24.696527,5,5.175,0.7894,201001
112.939409,24.696527,6,5.775,0.8566,201001
112.952246,24.696527,7,6.2250000000000005,0.6554,201001
112.965083,24.696527,8,6.875,0.6595,201001
112.97792,24.696527,9,7.325,0.65279996,201001
112.990757,24.696527,10,7.375,0.615,201001
113.003594,24.696527,11,7.35,0.5244,201001
113.016431,24.696527,12,7.325,0.5635,201001
112.84955,24.704997,13,7.775,0.6101,201001
112.862387,24.704997,14,7.575,0.6101,201001
112.875224,24.704997,15,6.425,0.677,201001
112.888061,24.704997,16,5.525,0.67969996,201001
112.900898,24.704997,17,4.1,0.8002,201001
112.913735,24.704997,18,4.625,0.8836,201001
112.926572,24.704997,19,5.299999999999999,0.86689997,201001
112.939409,24.704997,20,5.65,0.6723,201001
112.952246,24.704997,21,6.15,0.6457,201001
112.965083,24.704997,22,6.675,0.6457,201001
112.97792,24.704997,23,7.125,0.6448,201001
112.990757,24.704997,24,7.25,0.6416,201001
113.003594,24.704997,25,7.35,0.5865,201001
113.016431,24.704997,26,7.324999999999999,0.60289997,201001
112.84955,24.713467,27,7.475,0.6415,201001
112.862387,24.713467,28,6.85,0.6537,201001
112.875224,24.713467,29,5.325000000000001,0.667,201001
112.888061,24.713467,30,4.775,0.68479997,201001
112.900898,24.713467,31,4.15,0.84499997,201001
112.913735,24.713467,32,4.675,0.8461,201001
112.926572,24.713467,33,5.199999999999999,0.84559995,201001
112.939409,24.713467,34,5.574999999999999,0.8354,201001
112.952246,24.713467,35,6.075,0.5751,201001
112.965083,24.713467,36,6.65,0.6462,201001
112.97792,24.713467,37,6.95,0.6469,201001
112.990757,24.713467,38,7.05,0.6446,201001
113.003594,24.713467,39,7.175,0.6051,201001
112.84955,24.721937,40,6.95,0.641,201001
112.862387,24.721937,41,6.325,0.6685,201001
112.875224,24.721937,42,4.975,0.66639996,201001
112.888061,24.721937,43,4.35,0.8164,201001
112.900898,24.721937,44,4.275,0.77639997,201001
112.913735,24.721937,45,4.75,0.82049996,201001
112.926572,24.721937,46,5.0,0.81909996,201001
112.939409,24.721937,47,5.25,0.8731,201001
112.952246,24.721937,48,5.9,0.5772,201001
112.965083,24.721937,49,6.35,0.6513,201001
112.97792,24.721937,50,6.800000000000001,0.6513,201001
112.990757,24.721937,51,6.875000000000001,0.6513,201001
113.003594,24.721937,52,7.050000000000001,0.62229997,201001
112.862387,24.730407,53,6.35,0.6289,201001
112.875224,24.730407,54,5.175,0.66459996,201001
112.888061,24.730407,55,4.825,0.8192,201001
112.900898,24.730407,56,4.675,0.8135,201001
112.913735,24.730407,57,5.125,0.8135,201001
112.926572,24.730407,58,4.875,0.8294,201001
112.939409,24.730407,59,5.325,0.8222,201001
112.952246,24.730407,60,5.824999999999999,0.5814,201001
112.965083,24.730407,61,6.375,0.5701,201001
112.97792,24.730407,62,6.65,0.64239997,201001
112.990757,24.730407,63,6.874999999999999,0.6135,201001
113.003594,24.730407,64,7.074999999999999,0.5922,201001
112.84955,24.738877,65,7.25,0.60249996,201001
112.862387,24.738877,66,6.699999999999999,0.6393,201001
112.875224,24.738877,67,5.875,0.6369,201001
112.888061,24.738877,68,5.674999999999999,0.6716,201001
112.900898,24.738877,69,5.775,0.7461,201001
112.913735,24.738877,70,5.6,0.7345,201001
112.926572,24.738877,71,5.1,0.7662,201001
112.939409,24.738877,72,5.15,0.7973,201001
112.952246,24.738877,73,5.75,0.73829997,201001
112.965083,24.738877,74,6.3500000000000005,0.6823,201001
112.97792,24.738877,75,6.775,0.6382,201001
112.990757,24.738877,76,6.975,0.6382,201001
113.003594,24.738877,77,7.074999999999999,0.5693,201001
112.84955,24.747347,78,7.675000000000001,0.5901,201001
112.862387,24.747347,79,7.199999999999999,0.6259,201001
112.875224,24.747347,80,6.825,0.6218,201001
112.888061,24.747347,81,6.425000000000001,0.7626,201001
112.900898,24.747347,82,6.175,0.7195,201001
112.913735,24.747347,83,5.675000000000001,0.7202,201001
112.926572,24.747347,84,5.25,0.7321,201001
112.939409,24.747347,85,5.074999999999999,0.7064,201001
112.952246,24.747347,86,5.625,0.74189997,201001
112.965083,24.747347,87,6.300000000000001,0.72069997,201001
112.97792,24.747347,88,6.8500000000000005,0.7754,201001
112.84955,24.755817,89,8.274999999999999,0.7657,201001
112.862387,24.755817,90,7.9,0.7797,201001
112.875224,24.755817,91,7.475,0.7686,201001
112.888061,24.755817,92,6.825000000000001,0.7909,201001
112.900898,24.755817,93,6.175000000000001,0.70739996,201001
112.913735,24.755817,94,5.575,0.6739,201001
112.926572,24.755817,95,5.025,0.7923,201001
112.939409,24.755817,96,4.824999999999999,0.7269,201001
112.952246,24.755817,97,5.574999999999999,0.7748,201001
112.965083,24.755817,98,6.074999999999999,0.7748,201001
112.97792,24.755817,99,6.7,0.756,201001
112.84955,24.764287,100,8.575,0.5949,201001
112.862387,24.764287,101,8.15,0.7776,201001
112.875224,24.764287,102,7.625,0.7827,201001
112.888061,24.764287,103,7.125,0.7827,201001
112.900898,24.764287,104,6.5,0.74719995,201001
112.913735,24.764287,105,5.9,0.7,201001
112.926572,24.764287,106,5.175,0.81079996,201001
112.939409,24.764287,107,4.7,0.7923,201001
112.952246,24.764287,108,5.15,0.80179995,201001
112.965083,24.764287,109,5.625,0.82119995,201001
112.97792,24.764287,110,6.4,0.802,201001
112.836713,24.772757,111,8.8,0.60499996,201001
112.84955,24.772757,112,8.475,0.7169,201001
112.862387,24.772757,113,7.9,0.7522,201001
112.875224,24.772757,114,7.324999999999999,0.77889997,201001
112.888061,24.772757,115,7.175,0.7719,201001
112.900898,24.772757,116,6.749999999999999,0.71239996,201001
112.913735,24.772757,117,6.15,0.6978,201001
112.926572,24.772757,118,5.574999999999999,0.77199996,201001
112.939409,24.772757,119,4.95,0.8086,201001
112.952246,24.772757,120,4.95,0.7635,201001
112.965083,24.772757,121,5.775,0.7994,201001
112.97792,24.772757,122,6.275,0.7715,201001
112.836713,24.781227,123,8.775,0.5399,201001
112.84955,24.781227,124,8.3,0.68909997,201001
112.862387,24.781227,125,7.550000000000001,0.6925,201001
112.875224,24.781227,126,6.699999999999999,0.66999996,201001
112.888061,24.781227,127,6.55,0.66999996,201001
112.900898,24.781227,128,6.45,0.6728,201001
112.913735,24.781227,129,5.949999999999999,0.6728,201001
112.926572,24.781227,130,5.5,0.77709997,201001
112.939409,24.781227,131,4.9750000000000005,0.76809996,201001
112.952246,24.781227,132,4.65,0.7711,201001
112.965083,24.781227,133,5.425000000000001,0.796,201001
112.97792,24.781227,134,6.25,0.76159996,201001
112.84955,24.789697,135,8.025,0.704,201001
112.862387,24.789697,136,7.375,0.7258,201001
112.875224,24.789697,137,6.75,0.64809996,201001
112.888061,24.789697,138,6.4,0.6757,201001
112.900898,24.789697,139,6.2,0.69119996,201001
112.913735,24.789697,140,5.574999999999999,0.75299996,201001
112.926572,24.789697,141,5.0,0.7894,201001
112.939409,24.789697,142,4.6,0.7682,201001
112.952246,24.789697,143,4.525,0.6931,201001
112.965083,24.789697,144,5.2,0.8189,201001
112.97792,24.789697,145,6.075,0.7726,201001
112.84955,24.798167,146,7.85,0.7068,201001
112.862387,24.798167,147,7.45,0.72139996,201001
112.875224,24.798167,148,7.375,0.6148,201001
112.888061,24.798167,149,6.825,0.59139997,201001
112.900898,24.798167,150,6.25,0.6735,201001
112.913735,24.798167,151,5.675,0.68799996,201001
112.926572,24.798167,152,5.1,0.8032,201001
112.939409,24.798167,153,4.575,0.81579995,201001
112.952246,24.798167,154,4.325,0.7743,201001
112.965083,24.798167,155,4.825,0.82839996,201001
112.97792,24.798167,156,5.35,0.8035,201001
112.875224,24.806637,157,7.925000000000001,0.61149997,201001
