longitude,latitude,region_id,tmp,ndvi,年份
112.952246,24.688057,1,7.775,0.80009997,201701
112.965083,24.688057,2,8.2,0.71199995,201701
112.97792,24.688057,3,8.625,0.7683,201701
112.862387,24.696527,4,8.8,0.77089995,201701
112.888061,24.696527,5,6.475,0.82809997,201701
112.939409,24.696527,6,7.075000000000001,0.84709996,201701
112.952246,24.696527,7,7.525,0.83949995,201701
112.965083,24.696527,8,8.174999999999999,0.80359995,201701
112.97792,24.696527,9,8.625,0.77269995,201701
112.990757,24.696527,10,8.675,0.7793,201701
113.003594,24.696527,11,8.65,0.73829997,201701
113.016431,24.696527,12,8.625,0.69009995,201701
112.84955,24.704997,13,9.075,0.7971,201701
112.862387,24.704997,14,8.875,0.7971,201701
112.875224,24.704997,15,7.725,0.7906,201701
112.888061,24.704997,16,6.825000000000001,0.81,201701
112.900898,24.704997,17,5.4,0.8325,201701
112.913735,24.704997,18,5.925,0.85719997,201701
112.926572,24.704997,19,6.6,0.84209996,201701
112.939409,24.704997,20,6.950000000000001,0.84599996,201701
112.952246,24.704997,21,7.45,0.8473,201701
112.965083,24.704997,22,7.975,0.8067,201701
112.97792,24.704997,23,8.425,0.78139997,201701
112.990757,24.704997,24,8.55,0.7797,201701
113.003594,24.704997,25,8.65,0.7213,201701
113.016431,24.704997,26,8.625,0.71169996,201701
112.84955,24.713467,27,8.775,0.79499996,201701
112.862387,24.713467,28,8.15,0.7423,201701
112.875224,24.713467,29,6.625,0.7391,201701
112.888061,24.713467,30,6.074999999999999,0.72319996,201701
112.900898,24.713467,31,5.45,0.8343,201701
112.913735,24.713467,32,5.975,0.82699996,201701
112.926572,24.713467,33,6.5,0.8499,201701
112.939409,24.713467,34,6.874999999999999,0.8368,201701
112.952246,24.713467,35,7.375,0.7863,201701
112.965083,24.713467,36,7.949999999999999,0.7532,201701
112.97792,24.713467,37,8.25,0.768,201701
112.990757,24.713467,38,8.350000000000001,0.775,201701
113.003594,24.713467,39,8.475,0.70129997,201701
112.84955,24.721937,40,8.25,0.78499997,201701
112.862387,24.721937,41,7.625,0.7657,201701
112.875224,24.721937,42,6.275,0.7017,201701
112.888061,24.721937,43,5.65,0.7542,201701
112.900898,24.721937,44,5.574999999999999,0.81399995,201701
112.913735,24.721937,45,6.05,0.8231,201701
112.926572,24.721937,46,6.300000000000001,0.78929996,201701
112.939409,24.721937,47,6.55,0.7992,201701
112.952246,24.721937,48,7.199999999999999,0.81769997,201701
112.965083,24.721937,49,7.649999999999999,0.81229997,201701
112.97792,24.721937,50,8.1,0.7974,201701
112.990757,24.721937,51,8.174999999999999,0.7974,201701
113.003594,24.721937,52,8.35,0.72529995,201701
112.862387,24.730407,53,7.65,0.7708,201701
112.875224,24.730407,54,6.475,0.75619996,201701
112.888061,24.730407,55,6.125,0.81149995,201701
112.900898,24.730407,56,5.975,0.78349996,201701
112.913735,24.730407,57,6.425,0.78349996,201701
112.926572,24.730407,58,6.175,0.7923,201701
112.939409,24.730407,59,6.625,0.7926,201701
112.952246,24.730407,60,7.125,0.82989997,201701
112.965083,24.730407,61,7.674999999999999,0.82809997,201701
112.97792,24.730407,62,7.95,0.7779,201701
112.990757,24.730407,63,8.174999999999999,0.7776,201701
113.003594,24.730407,64,8.375,0.70449996,201701
112.84955,24.738877,65,8.55,0.77269995,201701
112.862387,24.738877,66,8.0,0.79179996,201701
112.875224,24.738877,67,7.175,0.8556,201701
112.888061,24.738877,68,6.975,0.83349997,201701
112.900898,24.738877,69,7.074999999999999,0.7474,201701
112.913735,24.738877,70,6.9,0.7531,201701
112.926572,24.738877,71,6.4,0.8397,201701
112.939409,24.738877,72,6.449999999999999,0.7592,201701
112.952246,24.738877,73,7.049999999999999,0.80439997,201701
112.965083,24.738877,74,7.65,0.8254,201701
112.97792,24.738877,75,8.075,0.7283,201701
112.990757,24.738877,76,8.275,0.7344,201701
113.003594,24.738877,77,8.375,0.6385,201701
112.84955,24.747347,78,8.975,0.7836,201701
112.862387,24.747347,79,8.5,0.8099,201701
112.875224,24.747347,80,8.125,0.80439997,201701
112.888061,24.747347,81,7.725,0.8052,201701
112.900898,24.747347,82,7.475,0.75729996,201701
112.913735,24.747347,83,6.975,0.7481,201701
112.926572,24.747347,84,6.550000000000001,0.81439996,201701
112.939409,24.747347,85,6.375,0.7211,201701
112.952246,24.747347,86,6.925000000000001,0.77809995,201701
112.965083,24.747347,87,7.6,0.79649997,201701
112.97792,24.747347,88,8.15,0.7801,201701
112.84955,24.755817,89,9.575,0.77379996,201701
112.862387,24.755817,90,9.2,0.77489996,201701
112.875224,24.755817,91,8.775,0.7852,201701
112.888061,24.755817,92,8.125,0.78889996,201701
112.900898,24.755817,93,7.475,0.74399996,201701
112.913735,24.755817,94,6.875,0.7369,201701
112.926572,24.755817,95,6.324999999999999,0.69729996,201701
112.939409,24.755817,96,6.124999999999999,0.72569996,201701
112.952246,24.755817,97,6.875,0.78749996,201701
112.965083,24.755817,98,7.375,0.78749996,201701
112.97792,24.755817,99,8.0,0.791,201701
112.84955,24.764287,100,9.875,0.70269996,201701
112.862387,24.764287,101,9.45,0.7349,201701
112.875224,24.764287,102,8.925,0.7901,201701
112.888061,24.764287,103,8.425,0.7901,201701
112.900898,24.764287,104,7.8,0.8078,201701
112.913735,24.764287,105,7.199999999999999,0.752,201701
112.926572,24.764287,106,6.4750000000000005,0.715,201701
112.939409,24.764287,107,6.0,0.7046,201701
112.952246,24.764287,108,6.449999999999999,0.7948,201701
112.965083,24.764287,109,6.925000000000001,0.83349997,201701
112.97792,24.764287,110,7.7,0.8014,201701
112.836713,24.772757,111,10.1,0.69369996,201701
112.84955,24.772757,112,9.775,0.7601,201701
112.862387,24.772757,113,9.2,0.7953,201701
112.875224,24.772757,114,8.625,0.79209995,201701
112.888061,24.772757,115,8.475,0.8088,201701
112.900898,24.772757,116,8.05,0.81509995,201701
112.913735,24.772757,117,7.449999999999999,0.81049997,201701
112.926572,24.772757,118,6.875,0.8243,201701
112.939409,24.772757,119,6.25,0.7515,201701
112.952246,24.772757,120,6.25,0.8124,201701
112.965083,24.772757,121,7.075,0.8312,201701
112.97792,24.772757,122,7.575,0.77599996,201701
112.836713,24.781227,123,10.075,0.6045,201701
112.84955,24.781227,124,9.6,0.77989995,201701
112.862387,24.781227,125,8.85,0.7861,201701
112.875224,24.781227,126,8.0,0.8005,201701
112.888061,24.781227,127,7.85,0.82269996,201701
112.900898,24.781227,128,7.750000000000001,0.8228,201701
112.913735,24.781227,129,7.250000000000001,0.8228,201701
112.926572,24.781227,130,6.800000000000001,0.89419997,201701
112.939409,24.781227,131,6.275,0.89519995,201701
112.952246,24.781227,132,5.95,0.8587,201701
112.965083,24.781227,133,6.725,0.812,201701
112.97792,24.781227,134,7.550000000000001,0.78499997,201701
112.84955,24.789697,135,9.325,0.7352,201701
112.862387,24.789697,136,8.675,0.7475,201701
112.875224,24.789697,137,8.05,0.6888,201701
112.888061,24.789697,138,7.699999999999999,0.6997,201701
112.900898,24.789697,139,7.5,0.8121,201701
112.913735,24.789697,140,6.875,0.8822,201701
112.926572,24.789697,141,6.299999999999999,0.7944,201701
112.939409,24.789697,142,5.9,0.76659995,201701
112.952246,24.789697,143,5.824999999999999,0.8434,201701
112.965083,24.789697,144,6.5,0.84099996,201701
112.97792,24.789697,145,7.375,0.7711,201701
112.84955,24.798167,146,9.15,0.74829996,201701
112.862387,24.798167,147,8.75,0.74979997,201701
112.875224,24.798167,148,8.675,0.78349996,201701
112.888061,24.798167,149,8.125,0.7607,201701
112.900898,24.798167,150,7.55,0.8125,201701
112.913735,24.798167,151,6.9750000000000005,0.8763,201701
112.926572,24.798167,152,6.4,0.8167,201701
112.939409,24.798167,153,5.875,0.8736,201701
112.952246,24.798167,154,5.625,0.821,201701
112.965083,24.798167,155,6.125,0.8368,201701
112.97792,24.798167,156,6.65,0.8125,201701
112.875224,24.806637,157,9.225,0.75259995,201701
112.888061,24.806637,158,8.725000000000001,0.7722,201701
112.900898,24.806637,159,8.0,0.80609995,201701
112.913735,24.806637,160,7.199999999999999,0.84599996,201701
112.926572,24.806637,161,6.65,0.86859995,201701
112.939409,24.806637,162,6.15,0.8746,201701
112.952246,24.806637,163,5.775,0.85859996,201701
112.965083,24.806637,164,5.975,0.85859996,201701
