年份,月份聚类标签
200304,0
200404,0
200504,0
200604,0
200704,1
200804,2
200904,1
201004,2
201104,1
201204,0
201304,1
201404,0
201504,0
201604,0
201704,0
201804,0
201904,0
202004,1
