year_month,region_id,longitude,latitude,ndvi
2014_08,1,112.954156,24.688673,0.9094
2014_08,2,112.965106,24.687923,0.80969995
2014_08,3,112.978756,24.687773,0.77449995
2014_08,4,112.861906,24.697823,0.8059
2014_08,5,112.888156,24.697973,0.73829997
2014_08,6,112.938256,24.697073,0.83739996
2014_08,7,112.952206,24.696623,0.8398
2014_08,8,112.965106,24.696623,0.81299996
2014_08,9,112.978006,24.696623,0.774
2014_08,10,112.990756,24.695123,0.83849996
2014_08,11,113.003506,24.695873,0.7725
2014_08,12,113.015806,24.695573,0.69409996
2014_08,13,112.850656,24.702473,0.8832
2014_08,14,112.862356,24.705023,0.8832
2014_08,15,112.875106,24.702923,0.8551
2014_08,16,112.888006,24.705023,0.7464
2014_08,17,112.900906,24.703073,0.83349997
2014_08,18,112.913806,24.702773,0.6369
2014_08,19,112.926556,24.702923,0.82299995
2014_08,20,112.939306,24.705023,0.95669997
2014_08,21,112.952206,24.705023,0.7517
2014_08,22,112.965106,24.705023,0.8673
2014_08,23,112.978006,24.705023,0.8089
2014_08,24,112.990756,24.705023,0.7924
2014_08,25,113.003506,24.705023,0.76839995
2014_08,26,113.014606,24.707873,0.80979997
2014_08,27,112.851406,24.713423,0.8975
2014_08,28,112.862356,24.713423,0.7527
2014_08,29,112.875106,24.713423,0.8271
2014_08,30,112.888006,24.713423,0.6947
2014_08,31,112.900906,24.713423,0.47579998
2014_08,32,112.913806,24.713423,0.7661
2014_08,33,112.926556,24.713423,0.7538
2014_08,34,112.939306,24.713423,0.7477
2014_08,35,112.952206,24.713423,0.8233
2014_08,36,112.965106,24.713423,0.7642
2014_08,37,112.978006,24.713423,0.8822
2014_08,38,112.990756,24.713423,0.764
2014_08,39,113.005306,24.713423,0.7549
2014_08,40,112.852156,24.724073,0.83309996
2014_08,41,112.862356,24.721823,0.78599995
2014_08,42,112.875106,24.721823,0.4847
2014_08,43,112.888006,24.721823,0.6947
2014_08,44,112.900906,24.721823,0.8232
2014_08,45,112.913806,24.721823,0.7292
2014_08,46,112.926556,24.721823,0.7553
2014_08,47,112.939306,24.721823,0.6563
2014_08,48,112.952206,24.721823,0.88159996
2014_08,49,112.965106,24.721823,0.8293
2014_08,50,112.978006,24.721823,0.79429996
2014_08,51,112.990756,24.721823,0.79429996
2014_08,52,113.004856,24.721823,0.754
2014_08,53,112.860856,24.730373,0.90999997
2014_08,54,112.875106,24.730373,0.81479996
2014_08,55,112.888006,24.730373,0.84929997
2014_08,56,112.900906,24.730373,0.7606
2014_08,57,112.913806,24.730373,0.7606
2014_08,58,112.926556,24.730373,0.77309996
2014_08,59,112.939306,24.730373,0.7522
2014_08,60,112.952206,24.730373,0.8774
2014_08,61,112.965106,24.730373,0.7643
2014_08,62,112.978006,24.730373,0.80539995
2014_08,63,112.990756,24.730373,0.78569996
2014_08,64,113.004256,24.730373,0.79609996
2014_08,65,112.852006,24.736823,0.8655
2014_08,66,112.862356,24.738923,0.84819996
2014_08,67,112.875106,24.738923,0.95519996
2014_08,68,112.888006,24.738923,0.95519996
2014_08,69,112.900906,24.738923,0.84929997
2014_08,70,112.913806,24.738923,0.7563
2014_08,71,112.926556,24.738923,0.685
2014_08,72,112.939306,24.738923,0.7075
2014_08,73,112.952206,24.738923,0.7676
2014_08,74,112.965106,24.738923,0.8592
2014_08,75,112.978006,24.738923,0.768
2014_08,76,112.990756,24.740873,0.79429996
2014_08,77,113.001856,24.737423,0.73609996
2014_08,78,112.852006,24.747323,0.8323
2014_08,79,112.862356,24.747323,0.8921
2014_08,80,112.875106,24.747323,0.7768
2014_08,81,112.888006,24.747323,0.82409996
2014_08,82,112.900906,24.747323,0.7123
2014_08,83,112.913806,24.747323,0.7461
2014_08,84,112.926556,24.747323,0.76919997
2014_08,85,112.939306,24.747323,0.7492
2014_08,86,112.952206,24.747323,0.7407
2014_08,87,112.965106,24.747323,0.81759995
2014_08,88,112.979356,24.747323,0.81979996
2014_08,89,112.850356,24.755723,0.8576
2014_08,90,112.862356,24.755723,0.7987
2014_08,91,112.875106,24.755723,0.88269997
2014_08,92,112.888006,24.755723,0.8596
2014_08,93,112.900906,24.755723,0.821
2014_08,94,112.913806,24.755723,0.70949996
2014_08,95,112.926556,24.755723,0.65059996
2014_08,96,112.939306,24.755723,0.7312
2014_08,97,112.952206,24.755723,0.8211
2014_08,98,112.965106,24.755723,0.8211
2014_08,99,112.979206,24.755723,0.82629997
2014_08,100,112.848406,24.764273,0.78459996
2014_08,101,112.862356,24.764273,0.7678
2014_08,102,112.875106,24.764273,0.9007
2014_08,103,112.888006,24.764273,0.9007
2014_08,104,112.900906,24.764273,0.99249995
2014_08,105,112.913806,24.764273,0.8365
2014_08,106,112.926556,24.764273,0.8448
2014_08,107,112.939306,24.764273,0.8462
2014_08,108,112.952206,24.764273,0.88159996
2014_08,109,112.965106,24.764273,0.83989996
2014_08,110,112.979056,24.764273,0.7894
2014_08,111,112.838506,24.771023,0.8024
2014_08,112,112.849606,24.772823,0.8113
2014_08,113,112.862356,24.772823,0.78749996
2014_08,114,112.875106,24.772823,0.8616
2014_08,115,112.888006,24.772823,0.8559
2014_08,116,112.900906,24.772823,0.8329
2014_08,117,112.913806,24.772823,0.849
2014_08,118,112.926556,24.772823,0.9149
2014_08,119,112.939306,24.772823,0.8523
2014_08,120,112.952206,24.772823,0.8637
2014_08,121,112.965106,24.772823,0.83309996
2014_08,122,112.978756,24.772823,0.82589996
2014_08,123,112.838056,24.784523,0.778
2014_08,124,112.849606,24.781223,0.84139997
2014_08,125,112.862356,24.781223,0.82299995
2014_08,126,112.875106,24.781223,0.8358
2014_08,127,112.888006,24.781223,0.93189996
2014_08,128,112.900906,24.781223,0.84419996
2014_08,129,112.913806,24.781223,0.84419996
2014_08,130,112.926556,24.781223,0.85469997
2014_08,131,112.939306,24.781223,0.9094
2014_08,132,112.952206,24.781223,0.8807
2014_08,133,112.965106,24.781223,0.8488
2014_08,134,112.978606,24.781223,0.8081
2014_08,135,112.847356,24.789623,0.8021
2014_08,136,112.862356,24.789623,0.8486
2014_08,137,112.875106,24.789623,0.77889997
2014_08,138,112.888006,24.789623,0.5963
2014_08,139,112.900906,24.789623,0.8088
2014_08,140,112.913806,24.789623,0.87229997
2014_08,141,112.926556,24.789623,0.8587
2014_08,142,112.939306,24.789623,0.7874
2014_08,143,112.952206,24.789623,0.8278
2014_08,144,112.965106,24.789623,0.854
2014_08,145,112.978306,24.789623,0.76559997
2014_08,146,112.847806,24.799523,0.8648
2014_08,147,112.862356,24.799223,0.82979995
2014_08,148,112.875106,24.798173,0.82739997
2014_08,149,112.888006,24.798173,0.8664
2014_08,150,112.900906,24.798173,0.91539997
2014_08,151,112.913806,24.798173,0.8732
2014_08,152,112.926556,24.798173,0.8566
2014_08,153,112.939306,24.798173,0.8481
2014_08,154,112.952206,24.798173,0.7021
2014_08,155,112.965106,24.798173,0.8562
2014_08,156,112.977856,24.798173,0.815
2014_08,157,112.874356,24.806723,0.8185
2014_08,158,112.888006,24.806723,0.8588
2014_08,159,112.900906,24.806723,0.8982
2014_08,160,112.913806,24.806723,0.91539997
2014_08,161,112.926556,24.806723,0.85999995
2014_08,162,112.939306,24.806723,0.51879996
2014_08,163,112.952206,24.806723,0.80509996
2014_08,164,112.965106,24.806723,0.80509996
2014_08,165,112.977556,24.809423,0.8321
2014_08,166,112.875256,24.815123,0.8479
2014_08,167,112.888006,24.815123,0.8479
2014_08,168,112.900906,24.815123,0.7765
2014_08,169,112.913806,24.815123,0.88949996
2014_08,170,112.926556,24.815123,0.85859996
2014_08,171,112.939306,24.815123,0.88189995
2014_08,172,112.952206,24.815123,0.8127
2014_08,173,112.966756,24.815123,0.8321
2014_08,174,112.878106,24.826223,0.86759996
2014_08,175,112.888006,24.823523,0.8501
2014_08,176,112.900906,24.823523,0.8215
2014_08,177,112.913806,24.823523,0.8294
2014_08,178,112.926556,24.824273,0.8623
2014_08,179,112.939306,24.823373,0.71739995
2014_08,180,112.952206,24.823523,0.75509995
2014_08,181,112.965706,24.823523,0.8262
2014_08,182,112.886356,24.832073,0.8673
2014_08,183,112.900906,24.834173,0.90559995
2014_08,184,112.915156,24.833723,0.85639995
2014_08,185,112.888306,24.840623,0.87299997
2014_08,186,112.887856,24.850823,0.8171
