year_month,region_id,longitude,latitude,ndvi
2012_06,1,112.954156,24.688673,0.9097
2012_06,2,112.965106,24.687923,0.8436
2012_06,3,112.978756,24.687773,0.79499996
2012_06,4,112.861906,24.697823,0.7251
2012_06,5,112.888156,24.697973,0.4436
2012_06,6,112.938256,24.697073,0.5226
2012_06,7,112.952206,24.696623,0.90379995
2012_06,8,112.965106,24.696623,0.91239995
2012_06,9,112.978006,24.696623,0.8483
2012_06,10,112.990756,24.695123,0.8075
2012_06,11,113.003506,24.695873,0.75189996
2012_06,12,113.015806,24.695573,0.877
2012_06,13,112.850656,24.702473,0.74869996
2012_06,14,112.862356,24.705023,0.74869996
2012_06,15,112.875106,24.702923,0.62009996
2012_06,16,112.888006,24.705023,0.32619998
2012_06,17,112.900906,24.703073,0.7241
2012_06,18,112.913806,24.702773,0.6468
2012_06,19,112.926556,24.702923,0.1629
2012_06,20,112.939306,24.705023,0.39299998
2012_06,21,112.952206,24.705023,0.75979996
2012_06,22,112.965106,24.705023,0.8372
2012_06,23,112.978006,24.705023,0.8761
2012_06,24,112.990756,24.705023,0.77669996
2012_06,25,113.003506,24.705023,0.7782
2012_06,26,113.014606,24.707873,0.7558
2012_06,27,112.851406,24.713423,0.8368
2012_06,28,112.862356,24.713423,0.8858
2012_06,29,112.875106,24.713423,0.5654
2012_06,30,112.888006,24.713423,0.6135
2012_06,31,112.900906,24.713423,0.64199996
2012_06,32,112.913806,24.713423,0.7154
2012_06,33,112.926556,24.713423,0.78639996
2012_06,34,112.939306,24.713423,0.5665
2012_06,35,112.952206,24.713423,0.8603
2012_06,36,112.965106,24.713423,0.88379997
2012_06,37,112.978006,24.713423,0.8638
2012_06,38,112.990756,24.713423,0.8196
2012_06,39,113.005306,24.713423,0.68939996
2012_06,40,112.852156,24.724073,0.8185
2012_06,41,112.862356,24.721823,0.7927
2012_06,42,112.875106,24.721823,0.8724
2012_06,43,112.888006,24.721823,0.8732
2012_06,44,112.900906,24.721823,0.69589996
2012_06,45,112.913806,24.721823,0.68189996
2012_06,46,112.926556,24.721823,0.752
2012_06,47,112.939306,24.721823,0.3554
2012_06,48,112.952206,24.721823,0.7902
2012_06,49,112.965106,24.721823,0.88189995
2012_06,50,112.978006,24.721823,0.6902
2012_06,51,112.990756,24.721823,0.6902
2012_06,52,113.004856,24.721823,0.8261
2012_06,53,112.860856,24.730373,0.8594
2012_06,54,112.875106,24.730373,0.5462
2012_06,55,112.888006,24.730373,0.88729995
2012_06,56,112.900906,24.730373,0.84639996
2012_06,57,112.913806,24.730373,0.84639996
2012_06,58,112.926556,24.730373,0.46179998
2012_06,59,112.939306,24.730373,0.6016
2012_06,60,112.952206,24.730373,0.8341
2012_06,61,112.965106,24.730373,0.8418
2012_06,62,112.978006,24.730373,0.7187
2012_06,63,112.990756,24.730373,0.75699997
2012_06,64,113.004256,24.730373,0.7898
2012_06,65,112.852006,24.736823,0.78389996
2012_06,66,112.862356,24.738923,0.83709997
2012_06,67,112.875106,24.738923,0.8677
