col,row,longitude,latitude,elevation,region_id
548,390,112.997206,24.739973,832.000000,77
548,391,112.997206,24.739673,832.000000,77
548,392,112.997206,24.739373,832.000000,77
548,393,112.997206,24.739073,832.000000,77
548,394,112.997206,24.738773,832.000000,77
548,395,112.997206,24.738473,832.000000,77
548,396,112.997206,24.738173,962.000000,77
548,397,112.997206,24.737873,976.000000,77
548,398,112.997206,24.737573,983.000000,77
548,399,112.997206,24.737273,997.000000,77
548,400,112.997206,24.736973,997.000000,77
548,401,112.997206,24.736673,997.000000,77
548,402,112.997206,24.736373,997.000000,77
548,403,112.997206,24.736073,997.000000,77
548,404,112.997206,24.735773,997.000000,77
548,405,112.997206,24.735473,997.000000,77
548,406,112.997206,24.735173,997.000000,77
548,407,112.997206,24.734873,997.000000,77
549,390,112.997506,24.739973,832.000000,77
549,391,112.997506,24.739673,832.000000,77
549,392,112.997506,24.739373,832.000000,77
549,393,112.997506,24.739073,832.000000,77
549,394,112.997506,24.738773,832.000000,77
549,395,112.997506,24.738473,832.000000,77
549,396,112.997506,24.738173,962.000000,77
549,397,112.997506,24.737873,976.000000,77
549,398,112.997506,24.737573,983.000000,77
549,399,112.997506,24.737273,997.000000,77
549,400,112.997506,24.736973,997.000000,77
549,401,112.997506,24.736673,997.000000,77
549,402,112.997506,24.736373,997.000000,77
549,403,112.997506,24.736073,997.000000,77
549,404,112.997506,24.735773,997.000000,77
549,405,112.997506,24.735473,997.000000,77
549,406,112.997506,24.735173,997.000000,77
549,407,112.997506,24.734873,997.000000,77
550,390,112.997806,24.739973,832.000000,77
550,391,112.997806,24.739673,832.000000,77
550,392,112.997806,24.739373,832.000000,77
550,393,112.997806,24.739073,832.000000,77
550,394,112.997806,24.738773,832.000000,77
550,395,112.997806,24.738473,832.000000,77
550,396,112.997806,24.738173,962.000000,77
550,397,112.997806,24.737873,976.000000,77
550,398,112.997806,24.737573,983.000000,77
550,399,112.997806,24.737273,997.000000,77
550,400,112.997806,24.736973,997.000000,77
550,401,112.997806,24.736673,997.000000,77
550,402,112.997806,24.736373,997.000000,77
550,403,112.997806,24.736073,997.000000,77
550,404,112.997806,24.735773,997.000000,77
550,405,112.997806,24.735473,997.000000,77
550,406,112.997806,24.735173,997.000000,77
550,407,112.997806,24.734873,997.000000,77
551,390,112.998106,24.739973,832.000000,77
551,391,112.998106,24.739673,832.000000,77
551,392,112.998106,24.739373,832.000000,77
551,393,112.998106,24.739073,832.000000,77
551,394,112.998106,24.738773,832.000000,77
