col,row,longitude,latitude,elevation,region_id
377,126,112.945906,24.819173,1123.000000,172
377,127,112.945906,24.818873,1112.000000,172
377,128,112.945906,24.818573,1091.000000,172
377,129,112.945906,24.818273,1097.000000,172
377,130,112.945906,24.817973,1092.000000,172
377,131,112.945906,24.817673,1106.000000,172
377,132,112.945906,24.817373,1121.000000,172
377,133,112.945906,24.817073,1144.000000,172
377,134,112.945906,24.816773,1160.000000,172
377,135,112.945906,24.816473,1160.000000,172
377,136,112.945906,24.816173,1165.000000,172
377,137,112.945906,24.815873,1164.000000,172
377,138,112.945906,24.815573,1159.000000,172
377,139,112.945906,24.815273,1153.000000,172
377,140,112.945906,24.814973,1152.000000,172
377,141,112.945906,24.814673,1154.000000,172
377,142,112.945906,24.814373,1163.000000,172
377,143,112.945906,24.814073,1171.000000,172
377,144,112.945906,24.813773,1176.000000,172
377,145,112.945906,24.813473,1180.000000,172
377,146,112.945906,24.813173,1188.000000,172
377,147,112.945906,24.812873,1185.000000,172
377,148,112.945906,24.812573,1186.000000,172
377,149,112.945906,24.812273,1172.000000,172
377,150,112.945906,24.811973,1164.000000,172
377,151,112.945906,24.811673,1159.000000,172
377,152,112.945906,24.811373,1148.000000,172
377,153,112.945906,24.811073,1140.000000,172
378,126,112.946206,24.819173,1113.000000,172
378,127,112.946206,24.818873,1101.000000,172
378,128,112.946206,24.818573,1096.000000,172
378,129,112.946206,24.818273,1097.000000,172
378,130,112.946206,24.817973,1099.000000,172
378,131,112.946206,24.817673,1108.000000,172
378,132,112.946206,24.817373,1128.000000,172
378,133,112.946206,24.817073,1144.000000,172
378,134,112.946206,24.816773,1158.000000,172
378,135,112.946206,24.816473,1156.000000,172
378,136,112.946206,24.816173,1164.000000,172
378,137,112.946206,24.815873,1162.000000,172
378,138,112.946206,24.815573,1154.000000,172
378,139,112.946206,24.815273,1146.000000,172
378,140,112.946206,24.814973,1152.000000,172
378,141,112.946206,24.814673,1152.000000,172
378,142,112.946206,24.814373,1167.000000,172
378,143,112.946206,24.814073,1171.000000,172
378,144,112.946206,24.813773,1178.000000,172
378,145,112.946206,24.813473,1167.000000,172
378,146,112.946206,24.813173,1174.000000,172
378,147,112.946206,24.812873,1172.000000,172
378,148,112.946206,24.812573,1171.000000,172
378,149,112.946206,24.812273,1169.000000,172
378,150,112.946206,24.811973,1169.000000,172
378,151,112.946206,24.811673,1162.000000,172
378,152,112.946206,24.811373,1159.000000,172
378,153,112.946206,24.811073,1154.000000,172
379,126,112.946506,24.819173,1098.000000,172
379,127,112.946506,24.818873,1097.000000,172
379,128,112.946506,24.818573,1094.000000,172
379,129,112.946506,24.818273,1099.000000,172
379,130,112.946506,24.817973,1104.000000,172
379,131,112.946506,24.817673,1125.000000,172
379,132,112.946506,24.817373,1140.000000,172
379,133,112.946506,24.817073,1149.000000,172
379,134,112.946506,24.816773,1149.000000,172
379,135,112.946506,24.816473,1152.000000,172
379,136,112.946506,24.816173,1161.000000,172
379,137,112.946506,24.815873,1153.000000,172
379,138,112.946506,24.815573,1152.000000,172
379,139,112.946506,24.815273,1152.000000,172
379,140,112.946506,24.814973,1149.000000,172
379,141,112.946506,24.814673,1174.000000,172
379,142,112.946506,24.814373,1178.000000,172
379,143,112.946506,24.814073,1174.000000,172
379,144,112.946506,24.813773,1169.000000,172
379,145,112.946506,24.813473,1166.000000,172
379,146,112.946506,24.813173,1163.000000,172
379,147,112.946506,24.812873,1162.000000,172
379,148,112.946506,24.812573,1160.000000,172
379,149,112.946506,24.812273,1160.000000,172
379,150,112.946506,24.811973,1162.000000,172
379,151,112.946506,24.811673,1160.000000,172
379,152,112.946506,24.811373,1159.000000,172
379,153,112.946506,24.811073,1154.000000,172
380,126,112.946806,24.819173,1092.000000,172
380,127,112.946806,24.818873,1089.000000,172
380,128,112.946806,24.818573,1091.000000,172
380,129,112.946806,24.818273,1105.000000,172
380,130,112.946806,24.817973,1113.000000,172
380,131,112.946806,24.817673,1123.000000,172
380,132,112.946806,24.817373,1144.000000,172
380,133,112.946806,24.817073,1143.000000,172
380,134,112.946806,24.816773,1143.000000,172
380,135,112.946806,24.816473,1146.000000,172
380,136,112.946806,24.816173,1152.000000,172
380,137,112.946806,24.815873,1151.000000,172
380,138,112.946806,24.815573,1148.000000,172
380,139,112.946806,24.815273,1158.000000,172
380,140,112.946806,24.814973,1168.000000,172
380,141,112.946806,24.814673,1173.000000,172
380,142,112.946806,24.814373,1174.000000,172
380,143,112.946806,24.814073,1172.000000,172
380,144,112.946806,24.813773,1165.000000,172
380,145,112.946806,24.813473,1161.000000,172
380,146,112.946806,24.813173,1149.000000,172
380,147,112.946806,24.812873,1144.000000,172
380,148,112.946806,24.812573,1148.000000,172
380,149,112.946806,24.812273,1148.000000,172
380,150,112.946806,24.811973,1157.000000,172
380,151,112.946806,24.811673,1154.000000,172
380,152,112.946806,24.811373,1152.000000,172
380,153,112.946806,24.811073,1149.000000,172
381,126,112.947106,24.819173,1063.000000,172
381,127,112.947106,24.818873,1081.000000,172
381,128,112.947106,24.818573,1088.000000,172
381,129,112.947106,24.818273,1105.000000,172
381,130,112.947106,24.817973,1109.000000,172
381,131,112.947106,24.817673,1123.000000,172
381,132,112.947106,24.817373,1124.000000,172
381,133,112.947106,24.817073,1136.000000,172
381,134,112.947106,24.816773,1138.000000,172
381,135,112.947106,24.816473,1144.000000,172
381,136,112.947106,24.816173,1146.000000,172
381,137,112.947106,24.815873,1143.000000,172
381,138,112.947106,24.815573,1155.000000,172
381,139,112.947106,24.815273,1170.000000,172
381,140,112.947106,24.814973,1177.000000,172
381,141,112.947106,24.814673,1176.000000,172
381,142,112.947106,24.814373,1170.000000,172
381,143,112.947106,24.814073,1168.000000,172
381,144,112.947106,24.813773,1162.000000,172
381,145,112.947106,24.813473,1156.000000,172
381,146,112.947106,24.813173,1146.000000,172
381,147,112.947106,24.812873,1137.000000,172
