341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,218.00,218.00,218.00,218.00,219.00,219.00,239.00
367.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,218.00,218.00,218.00,218.00,219.00,219.00
-999.00,367.00,367.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,218.00,218.00,218.00,218.00,219.00
-999.00,-999.00,367.00,367.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,218.00,218.00,218.00,218.00
-999.00,-999.00,367.00,367.00,367.00,341.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,218.00,218.00,218.00
-999.00,-999.00,-999.00,367.00,367.00,367.00,367.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,218.00,218.00
-999.00,-999.00,-999.00,367.00,367.00,367.00,367.00,367.00,341.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,228.00,228.00,228.00,228.00,228.00,228.00,228.00,218.00
-999.00,-999.00,-999.00,-999.00,367.00,367.00,367.00,367.00,367.00,367.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,252.00,228.00,228.00,228.00,228.00,228.00,228.00
-999.00,-999.00,-999.00,-999.00,-999.00,367.00,367.00,367.00,367.00,367.00,367.00,341.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,252.00,228.00,228.00,228.00,228.00,228.00
-999.00,-999.00,-999.00,-999.00,-999.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,341.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,252.00,252.00,228.00,228.00,228.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,341.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,252.00,252.00,236.00,228.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,341.00,341.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,252.00,252.00,252.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,341.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00,273.00,252.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,305.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,341.00,341.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00,273.00,273.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,305.00,305.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,374.00,341.00,341.00,341.00,341.00,341.00,341.00,341.00,273.00,273.00,273.00,273.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,305.00,305.00,305.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,374.00,341.00,341.00,341.00,341.00,341.00,341.00,341.00,302.00,273.00,273.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,305.00,305.00,305.00,305.00,305.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,374.00,374.00,341.00,341.00,341.00,341.00,341.00,341.00,302.00,302.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,305.00,305.00,305.00,305.00,305.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,374.00,374.00,341.00,341.00,341.00,341.00,341.00,302.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,305.00,305.00,305.00,305.00,305.00,305.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,374.00,374.00,374.00,341.00,341.00,341.00,341.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,276.00,305.00,305.00,305.00,305.00,305.00,305.00,367.00,367.00,367.00,367.00,367.00,367.00,367.00,374.00,374.00,374.00,374.00,358.00,358.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,276.00,305.00,305.00,305.00,305.00,305.00,305.00,305.00,367.00,367.00,367.00,367.00,367.00,367.00,374.00,374.00,374.00,374.00,363.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,276.00,276.00,276.00,305.00,305.00,305.00,305.00,305.00,305.00,305.00,367.00,367.00,367.00,367.00,367.00,374.00,374.00,376.00,375.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,276.00,276.00,276.00,305.00,305.00,305.00,305.00,305.00,305.00,305.00,321.00,367.00,367.00,367.00,367.00,374.00,380.00,378.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,276.00,276.00,276.00,276.00,276.00,305.00,305.00,305.00,305.00,305.00,305.00,321.00,321.00,361.00,361.00,376.00,373.00,387.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,276.00,276.00,276.00,276.00,276.00,276.00,305.00,305.00,305.00,305.00,305.00,321.00,321.00,339.00,357.00,371.00,394.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,276.00,276.00,276.00,276.00,276.00,276.00,276.00,279.00,305.00,305.00,305.00,305.00,313.00,325.00,346.00,377.00,393.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,290.00,276.00,276.00,276.00,276.00,276.00,276.00,279.00,279.00,290.00,290.00,307.00,324.00,345.00,364.00,393.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,290.00,290.00,276.00,276.00,276.00,276.00,276.00,279.00,279.00,291.00,311.00,325.00,345.00,364.00,396.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,307.00,290.00,290.00,295.00,276.00,276.00,276.00,276.00,285.00,290.00,311.00,325.00,347.00,364.00,396.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,307.00,290.00,290.00,295.00,295.00,283.00,283.00,285.00,290.00,305.00,333.00,351.00,386.00,-999.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,307.00,307.00,290.00,290.00,295.00,295.00,283.00,293.00,297.00,309.00,333.00,351.00,-999.00,-999.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,307.00,307.00,290.00,290.00,295.00,298.00,305.00,308.00,319.00,333.00,346.00,-999.00,-999.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,307.00,307.00,307.00,290.00,310.00,313.00,315.00,320.00,326.00,338.00,-999.00,-999.00,-999.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,307.00,307.00,316.00,320.00,321.00,322.00,325.00,328.00,339.00,-999.00,-999.00,-999.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,305.00,311.00,317.00,321.00,325.00,325.00,327.00,326.00,-999.00,-999.00,-999.00,-999.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,312.00,319.00,317.00,316.00,325.00,321.00,-999.00,-999.00,-999.00,-999.00,-999.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,319.00,315.00,309.00,313.00,320.00,-999.00,-999.00,-999.00,-999.00,-999.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,312.00,309.00,304.00,305.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,299.00,294.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,275.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
