col,row,longitude,latitude,elevation,region_id
334,465,112.933006,24.717473,1225.000000,34
334,466,112.933006,24.717173,1234.000000,34
334,467,112.933006,24.716873,1249.000000,34
334,468,112.933006,24.716573,1253.000000,34
334,469,112.933006,24.716273,1260.000000,34
334,470,112.933006,24.715973,1276.000000,34
334,471,112.933006,24.715673,1280.000000,34
334,472,112.933006,24.715373,1296.000000,34
334,473,112.933006,24.715073,1303.000000,34
334,474,112.933006,24.714773,1307.000000,34
334,475,112.933006,24.714473,1323.000000,34
334,476,112.933006,24.714173,1334.000000,34
334,477,112.933006,24.713873,1336.000000,34
334,478,112.933006,24.713573,1349.000000,34
334,479,112.933006,24.713273,1353.000000,34
334,480,112.933006,24.712973,1358.000000,34
334,481,112.933006,24.712673,1363.000000,34
334,482,112.933006,24.712373,1375.000000,34
334,483,112.933006,24.712073,1391.000000,34
334,484,112.933006,24.711773,1395.000000,34
334,485,112.933006,24.711473,1387.000000,34
334,486,112.933006,24.711173,1379.000000,34
334,487,112.933006,24.710873,1371.000000,34
334,488,112.933006,24.710573,1371.000000,34
334,489,112.933006,24.710273,1369.000000,34
334,490,112.933006,24.709973,1365.000000,34
334,491,112.933006,24.709673,1355.000000,34
334,492,112.933006,24.709373,1339.000000,34
335,465,112.933306,24.717473,1211.000000,34
335,466,112.933306,24.717173,1234.000000,34
335,467,112.933306,24.716873,1245.000000,34
335,468,112.933306,24.716573,1242.000000,34
335,469,112.933306,24.716273,1249.000000,34
335,470,112.933306,24.715973,1263.000000,34
335,471,112.933306,24.715673,1281.000000,34
335,472,112.933306,24.715373,1289.000000,34
335,473,112.933306,24.715073,1292.000000,34
335,474,112.933306,24.714773,1303.000000,34
335,475,112.933306,24.714473,1318.000000,34
335,476,112.933306,24.714173,1335.000000,34
335,477,112.933306,24.713873,1337.000000,34
335,478,112.933306,24.713573,1335.000000,34
335,479,112.933306,24.713273,1352.000000,34
335,480,112.933306,24.712973,1354.000000,34
335,481,112.933306,24.712673,1368.000000,34
335,482,112.933306,24.712373,1378.000000,34
335,483,112.933306,24.712073,1391.000000,34
335,484,112.933306,24.711773,1396.000000,34
335,485,112.933306,24.711473,1393.000000,34
335,486,112.933306,24.711173,1382.000000,34
335,487,112.933306,24.710873,1372.000000,34
