col,row,longitude,latitude,elevation,region_id
78,182,112.856206,24.802373,685.000000,147
78,183,112.856206,24.802073,694.000000,147
78,184,112.856206,24.801773,704.000000,147
78,185,112.856206,24.801473,715.000000,147
78,186,112.856206,24.801173,733.000000,147
78,187,112.856206,24.800873,744.000000,147
78,188,112.856206,24.800573,756.000000,147
78,189,112.856206,24.800273,772.000000,147
78,190,112.856206,24.799973,812.000000,147
78,191,112.856206,24.799673,812.000000,147
78,192,112.856206,24.799373,846.000000,147
78,193,112.856206,24.799073,871.000000,147
78,194,112.856206,24.798773,880.000000,147
78,195,112.856206,24.798473,899.000000,147
78,196,112.856206,24.798173,910.000000,147
78,197,112.856206,24.797873,941.000000,147
78,198,112.856206,24.797573,949.000000,147
78,199,112.856206,24.797273,950.000000,147
78,200,112.856206,24.796973,940.000000,147
78,201,112.856206,24.796673,922.000000,147
78,202,112.856206,24.796373,897.000000,147
78,203,112.856206,24.796073,870.000000,147
78,204,112.856206,24.795773,848.000000,147
78,205,112.856206,24.795473,840.000000,147
78,206,112.856206,24.795173,830.000000,147
78,207,112.856206,24.794873,811.000000,147
78,208,112.856206,24.794573,811.000000,147
78,209,112.856206,24.794273,814.000000,147
78,210,112.856206,24.793973,835.000000,147
79,182,112.856506,24.802373,692.000000,147
79,183,112.856506,24.802073,698.000000,147
79,184,112.856506,24.801773,704.000000,147
79,185,112.856506,24.801473,725.000000,147
79,186,112.856506,24.801173,734.000000,147
79,187,112.856506,24.800873,737.000000,147
79,188,112.856506,24.800573,750.000000,147
79,189,112.856506,24.800273,770.000000,147
79,190,112.856506,24.799973,794.000000,147
79,191,112.856506,24.799673,794.000000,147
79,192,112.856506,24.799373,814.000000,147
79,193,112.856506,24.799073,842.000000,147
79,194,112.856506,24.798773,875.000000,147
79,195,112.856506,24.798473,881.000000,147
79,196,112.856506,24.798173,912.000000,147
79,197,112.856506,24.797873,941.000000,147
79,198,112.856506,24.797573,963.000000,147
79,199,112.856506,24.797273,960.000000,147
79,200,112.856506,24.796973,957.000000,147
79,201,112.856506,24.796673,928.000000,147
79,202,112.856506,24.796373,901.000000,147
79,203,112.856506,24.796073,873.000000,147
79,204,112.856506,24.795773,853.000000,147
79,205,112.856506,24.795473,844.000000,147
79,206,112.856506,24.795173,837.000000,147
79,207,112.856506,24.794873,830.000000,147
79,208,112.856506,24.794573,829.000000,147
79,209,112.856506,24.794273,841.000000,147
79,210,112.856506,24.793973,859.000000,147
80,182,112.856806,24.802373,702.000000,147
80,183,112.856806,24.802073,703.000000,147
80,184,112.856806,24.801773,711.000000,147
80,185,112.856806,24.801473,723.000000,147
80,186,112.856806,24.801173,728.000000,147
80,187,112.856806,24.800873,733.000000,147
80,188,112.856806,24.800573,745.000000,147
80,189,112.856806,24.800273,767.000000,147
80,190,112.856806,24.799973,767.000000,147
80,191,112.856806,24.799673,785.000000,147
80,192,112.856806,24.799373,802.000000,147
80,193,112.856806,24.799073,824.000000,147
80,194,112.856806,24.798773,859.000000,147
80,195,112.856806,24.798473,870.000000,147
80,196,112.856806,24.798173,902.000000,147
80,197,112.856806,24.797873,926.000000,147
80,198,112.856806,24.797573,958.000000,147
80,199,112.856806,24.797273,966.000000,147
80,200,112.856806,24.796973,965.000000,147
80,201,112.856806,24.796673,950.000000,147
80,202,112.856806,24.796373,927.000000,147
80,203,112.856806,24.796073,893.000000,147
80,204,112.856806,24.795773,864.000000,147
80,205,112.856806,24.795473,856.000000,147
80,206,112.856806,24.795173,852.000000,147
80,207,112.856806,24.794873,854.000000,147
80,208,112.856806,24.794573,855.000000,147
80,209,112.856806,24.794273,865.000000,147
80,210,112.856806,24.793973,885.000000,147
81,182,112.857106,24.802373,710.000000,147
81,183,112.857106,24.802073,711.000000,147
81,184,112.857106,24.801773,716.000000,147
81,185,112.857106,24.801473,721.000000,147
81,186,112.857106,24.801173,727.000000,147
81,187,112.857106,24.800873,733.000000,147
81,188,112.857106,24.800573,742.000000,147
81,189,112.857106,24.800273,759.000000,147
81,190,112.857106,24.799973,759.000000,147
81,191,112.857106,24.799673,779.000000,147
81,192,112.857106,24.799373,795.000000,147
81,193,112.857106,24.799073,809.000000,147
81,194,112.857106,24.798773,829.000000,147
81,195,112.857106,24.798473,859.000000,147
81,196,112.857106,24.798173,874.000000,147
81,197,112.857106,24.797873,911.000000,147
81,198,112.857106,24.797573,947.000000,147
81,199,112.857106,24.797273,970.000000,147
81,200,112.857106,24.796973,974.000000,147
81,201,112.857106,24.796673,968.000000,147
81,202,112.857106,24.796373,941.000000,147
81,203,112.857106,24.796073,903.000000,147
81,204,112.857106,24.795773,888.000000,147
81,205,112.857106,24.795473,871.000000,147
81,206,112.857106,24.795173,874.000000,147
81,207,112.857106,24.794873,871.000000,147
81,208,112.857106,24.794573,879.000000,147
81,209,112.857106,24.794273,883.000000,147
81,210,112.857106,24.793973,892.000000,147
82,182,112.857406,24.802373,725.000000,147
82,183,112.857406,24.802073,727.000000,147
82,184,112.857406,24.801773,727.000000,147
