col,row,longitude,latitude,elevation,region_id
120,239,112.868806,24.785273,560.000000,126
120,240,112.868806,24.784973,547.000000,126
120,241,112.868806,24.784673,530.000000,126
120,242,112.868806,24.784373,503.000000,126
120,243,112.868806,24.784073,488.000000,126
120,244,112.868806,24.783773,484.000000,126
120,245,112.868806,24.783473,493.000000,126
120,246,112.868806,24.783173,494.000000,126
120,247,112.868806,24.782873,487.000000,126
120,248,112.868806,24.782573,487.000000,126
120,249,112.868806,24.782273,471.000000,126
120,250,112.868806,24.781973,462.000000,126
120,251,112.868806,24.781673,461.000000,126
120,252,112.868806,24.781373,463.000000,126
120,253,112.868806,24.781073,452.000000,126
120,254,112.868806,24.780773,426.000000,126
120,255,112.868806,24.780473,416.000000,126
120,256,112.868806,24.780173,410.000000,126
120,257,112.868806,24.779873,406.000000,126
120,258,112.868806,24.779573,421.000000,126
120,259,112.868806,24.779273,448.000000,126
120,260,112.868806,24.778973,481.000000,126
120,261,112.868806,24.778673,511.000000,126
120,262,112.868806,24.778373,514.000000,126
120,263,112.868806,24.778073,516.000000,126
120,264,112.868806,24.777773,511.000000,126
120,265,112.868806,24.777473,506.000000,126
120,266,112.868806,24.777173,502.000000,126
121,239,112.869106,24.785273,566.000000,126
121,240,112.869106,24.784973,552.000000,126
121,241,112.869106,24.784673,541.000000,126
121,242,112.869106,24.784373,515.000000,126
121,243,112.869106,24.784073,495.000000,126
121,244,112.869106,24.783773,489.000000,126
121,245,112.869106,24.783473,500.000000,126
121,246,112.869106,24.783173,505.000000,126
121,247,112.869106,24.782873,497.000000,126
121,248,112.869106,24.782573,497.000000,126
121,249,112.869106,24.782273,487.000000,126
121,250,112.869106,24.781973,467.000000,126
121,251,112.869106,24.781673,465.000000,126
121,252,112.869106,24.781373,468.000000,126
121,253,112.869106,24.781073,461.000000,126
121,254,112.869106,24.780773,438.000000,126
121,255,112.869106,24.780473,425.000000,126
121,256,112.869106,24.780173,425.000000,126
121,257,112.869106,24.779873,421.000000,126
121,258,112.869106,24.779573,436.000000,126
121,259,112.869106,24.779273,458.000000,126
121,260,112.869106,24.778973,487.000000,126
121,261,112.869106,24.778673,508.000000,126
121,262,112.869106,24.778373,513.000000,126
121,263,112.869106,24.778073,516.000000,126
121,264,112.869106,24.777773,516.000000,126
121,265,112.869106,24.777473,513.000000,126
121,266,112.869106,24.777173,503.000000,126
122,239,112.869406,24.785273,575.000000,126
122,240,112.869406,24.784973,566.000000,126
122,241,112.869406,24.784673,547.000000,126
122,242,112.869406,24.784373,527.000000,126
122,243,112.869406,24.784073,504.000000,126
122,244,112.869406,24.783773,498.000000,126
122,245,112.869406,24.783473,504.000000,126
122,246,112.869406,24.783173,507.000000,126
122,247,112.869406,24.782873,507.000000,126
122,248,112.869406,24.782573,504.000000,126
122,249,112.869406,24.782273,497.000000,126
122,250,112.869406,24.781973,487.000000,126
122,251,112.869406,24.781673,481.000000,126
122,252,112.869406,24.781373,477.000000,126
122,253,112.869406,24.781073,473.000000,126
122,254,112.869406,24.780773,453.000000,126
122,255,112.869406,24.780473,435.000000,126
122,256,112.869406,24.780173,427.000000,126
122,257,112.869406,24.779873,434.000000,126
122,258,112.869406,24.779573,443.000000,126
122,259,112.869406,24.779273,463.000000,126
122,260,112.869406,24.778973,489.000000,126
122,261,112.869406,24.778673,505.000000,126
122,262,112.869406,24.778373,515.000000,126
122,263,112.869406,24.778073,520.000000,126
122,264,112.869406,24.777773,521.000000,126
122,265,112.869406,24.777473,518.000000,126
122,266,112.869406,24.777173,512.000000,126
123,239,112.869706,24.785273,581.000000,126
123,240,112.869706,24.784973,560.000000,126
123,241,112.869706,24.784673,550.000000,126
123,242,112.869706,24.784373,531.000000,126
123,243,112.869706,24.784073,507.000000,126
123,244,112.869706,24.783773,501.000000,126
123,245,112.869706,24.783473,504.000000,126
123,246,112.869706,24.783173,511.000000,126
123,247,112.869706,24.782873,511.000000,126
123,248,112.869706,24.782573,509.000000,126
123,249,112.869706,24.782273,503.000000,126
123,250,112.869706,24.781973,493.000000,126
123,251,112.869706,24.781673,492.000000,126
123,252,112.869706,24.781373,490.000000,126
123,253,112.869706,24.781073,481.000000,126
123,254,112.869706,24.780773,453.000000,126
123,255,112.869706,24.780473,433.000000,126
