0,1,2,时间步长,年份
112.952246,24.688057,466.75,0,200401
112.965083,24.688057,454.5,0,200401
112.97792,24.688057,441.5,0,200401
112.862387,24.696527,460.75,0,200401
112.888061,24.696527,488.5,0,200401
112.939409,24.696527,473.25,0,200401
112.952246,24.696527,471.25,0,200401
112.965083,24.696527,453.75,0,200401
112.97792,24.696527,441.5,0,200401
112.990757,24.696527,430.75,0,200401
113.003594,24.696527,428.0,0,200401
113.016431,24.696527,428.0,0,200401
112.84955,24.704997,452.25,0,200401
112.862387,24.704997,458.0,0,200401
112.875224,24.704997,475.5,0,200401
112.888061,24.704997,483.0,0,200401
112.900898,24.704997,503.5,0,200401
112.913735,24.704997,487.5,0,200401
112.926572,24.704997,478.0,0,200401
112.939409,24.704997,472.75,0,200401
112.952246,24.704997,468.0,0,200401
112.965083,24.704997,447.75,0,200401
112.97792,24.704997,440.5,0,200401
112.990757,24.704997,432.75,0,200401
113.003594,24.704997,428.0,0,200401
113.016431,24.704997,428.0,0,200401
112.84955,24.713467,454.25,0,200401
112.862387,24.713467,462.0,0,200401
112.875224,24.713467,478.75,0,200401
112.888061,24.713467,489.5,0,200401
112.900898,24.713467,494.5,0,200401
112.913735,24.713467,479.0,0,200401
112.926572,24.713467,474.5,0,200401
112.939409,24.713467,471.75,0,200401
112.952246,24.713467,462.0,0,200401
112.965083,24.713467,446.75,0,200401
112.97792,24.713467,442.0,0,200401
112.990757,24.713467,439.25,0,200401
113.003594,24.713467,432.0,0,200401
112.84955,24.721937,460.0,0,200401
112.862387,24.721937,465.5,0,200401
112.875224,24.721937,474.75,0,200401
112.888061,24.721937,484.75,0,200401
112.900898,24.721937,483.5,0,200401
112.913735,24.721937,475.25,0,200401
112.926572,24.721937,478.5,0,200401
112.939409,24.721937,478.25,0,200401
112.952246,24.721937,463.5,0,200401
112.965083,24.721937,453.25,0,200401
112.97792,24.721937,446.0,0,200401
112.990757,24.721937,443.25,0,200401
113.003594,24.721937,436.0,0,200401
112.862387,24.730407,466.5,0,200401
112.875224,24.730407,473.5,0,200401
112.888061,24.730407,476.0,0,200401
112.900898,24.730407,474.5,0,200401
112.913735,24.730407,466.25,0,200401
112.926572,24.730407,477.0,0,200401
112.939409,24.730407,471.5,0,200401
112.952246,24.730407,462.0,0,200401
112.965083,24.730407,446.5,0,200401
112.97792,24.730407,444.5,0,200401
112.990757,24.730407,439.0,0,200401
113.003594,24.730407,432.0,0,200401
112.84955,24.738877,442.25,0,200401
112.862387,24.738877,457.5,0,200401
112.875224,24.738877,460.0,0,200401
112.888061,24.738877,460.0,0,200401
112.900898,24.738877,457.5,0,200401
112.913735,24.738877,460.0,0,200401
112.926572,24.738877,468.0,0,200401
112.939409,24.738877,475.25,0,200401
112.952246,24.738877,463.0,0,200401
112.965083,24.738877,447.75,0,200401
112.97792,24.738877,438.0,0,200401
112.990757,24.738877,432.75,0,200401
113.003594,24.738877,428.0,0,200401
112.84955,24.747347,429.0,0,200401
112.862387,24.747347,439.0,0,200401
112.875224,24.747347,439.0,0,200401
112.888061,24.747347,444.0,0,200401
112.900898,24.747347,449.0,0,200401
112.913735,24.747347,459.0,0,200401
112.926572,24.747347,464.5,0,200401
112.939409,24.747347,471.5,0,200401
112.952246,24.747347,464.5,0,200401
112.965083,24.747347,449.25,0,200401
112.97792,24.747347,437.0,0,200401
112.84955,24.755817,413.0,0,200401
112.862387,24.755817,418.0,0,200401
112.875224,24.755817,423.0,0,200401
112.888061,24.755817,435.5,0,200401
112.900898,24.755817,448.0,0,200401
112.913735,24.755817,460.5,0,200401
112.926572,24.755817,468.0,0,200401
112.939409,24.755817,475.5,0,200401
112.952246,24.755817,463.5,0,200401
112.965083,24.755817,455.75,0,200401
112.97792,24.755817,441.0,0,200401
112.84955,24.764287,407.0,0,200401
112.862387,24.764287,409.5,0,200401
112.875224,24.764287,417.0,0,200401
112.888061,24.764287,427.0,0,200401
112.900898,24.764287,439.5,0,200401
112.913735,24.764287,452.0,0,200401
112.926572,24.764287,464.5,0,200401
112.939409,24.764287,477.0,0,200401
112.952246,24.764287,477.5,0,200401
112.965083,24.764287,467.25,0,200401
112.97792,24.764287,447.5,0,200401
112.836713,24.772757,405.5,0,200401
112.84955,24.772757,408.5,0,200401
112.862387,24.772757,415.75,0,200401
112.875224,24.772757,425.75,0,200401
112.888061,24.772757,426.0,0,200401
112.900898,24.772757,433.5,0,200401
112.913735,24.772757,446.0,0,200401
112.926572,24.772757,458.5,0,200401
112.939409,24.772757,473.5,0,200401
112.952246,24.772757,484.0,0,200401
112.965083,24.772757,463.75,0,200401
112.97792,24.772757,449.0,0,200401
112.836713,24.781227,404.25,0,200401
112.84955,24.781227,405.0,0,200401
112.862387,24.781227,417.0,0,200401
112.875224,24.781227,439.25,0,200401
112.888061,24.781227,439.5,0,200401
112.900898,24.781227,439.75,0,200401
112.913735,24.781227,447.5,0,200401
112.926572,24.781227,457.25,0,200401
112.939409,24.781227,467.5,0,200401
112.952246,24.781227,480.0,0,200401
112.965083,24.781227,467.75,0,200401
112.97792,24.781227,445.5,0,200401
112.84955,24.789697,408.75,0,200401
112.862387,24.789697,418.25,0,200401
112.875224,24.789697,435.75,0,200401
112.888061,24.789697,441.0,0,200401
112.900898,24.789697,443.75,0,200401
112.913735,24.789697,453.75,0,200401
112.926572,24.789697,468.5,0,200401
112.939409,24.789697,473.75,0,200401
112.952246,24.789697,476.5,0,200401
112.965083,24.789697,468.75,0,200401
112.97792,24.789697,449.5,0,200401
112.84955,24.798167,410.5,0,200401
112.862387,24.798167,415.25,0,200401
112.875224,24.798167,415.25,0,200401
112.888061,24.798167,422.75,0,200401
112.900898,24.798167,440.0,0,200401
112.913735,24.798167,450.0,0,200401
112.926572,24.798167,462.75,0,200401
112.939409,24.798167,470.5,0,200401
112.952246,24.798167,482.5,0,200401
112.965083,24.798167,472.75,0,200401
112.97792,24.798167,462.5,0,200401
112.875224,24.806637,397.0,0,200401
112.888061,24.806637,404.5,0,200401
112.900898,24.806637,424.5,0,200401
112.913735,24.806637,441.75,0,200401
112.926572,24.806637,456.75,0,200401
112.939409,24.806637,464.5,0,200401
112.952246,24.806637,481.5,0,200401
112.965083,24.806637,476.75,0,200401
112.97792,24.806637,464.5,0,200401
112.875224,24.815107,391.25,0,200401
112.888061,24.815107,398.5,0,200401
112.900898,24.815107,423.5,0,200401
112.913735,24.815107,445.75,0,200401
112.926572,24.815107,458.0,0,200401
112.939409,24.815107,466.0,0,200401
112.952246,24.815107,482.75,0,200401
112.965083,24.815107,465.75,0,200401
112.875224,24.823577,392.5,0,200401
112.888061,24.823577,400.0,0,200401
112.900898,24.823577,427.25,0,200401
112.913735,24.823577,447.0,0,200401
112.926572,24.823577,464.75,0,200401
112.939409,24.823577,474.75,0,200401
112.952246,24.823577,482.75,0,200401
112.965083,24.823577,465.5,0,200401
112.888061,24.832047,396.5,0,200401
112.900898,24.832047,429.25,0,200401
112.913735,24.832047,441.5,0,200401
112.888061,24.840517,391.25,0,200401
112.888061,24.848987,391.25,0,200401
112.952246,24.688057,609.75,1,200402
112.965083,24.688057,604.0,1,200402
112.97792,24.688057,598.0,1,200402
112.862387,24.696527,594.75,1,200402
112.888061,24.696527,623.0,1,200402
112.939409,24.696527,614.25,1,200402
112.952246,24.696527,611.25,1,200402
112.965083,24.696527,604.0,1,200402
112.97792,24.696527,598.0,1,200402
112.990757,24.696527,593.5,1,200402
113.003594,24.696527,592.0,1,200402
113.016431,24.696527,591.5,1,200402
112.84955,24.704997,586.0,1,200402
112.862387,24.704997,592.75,1,200402
112.875224,24.704997,606.75,1,200402
112.888061,24.704997,618.25,1,200402
112.900898,24.704997,630.5,1,200402
112.913735,24.704997,623.75,1,200402
112.926572,24.704997,617.0,1,200402
112.939409,24.704997,614.0,1,200402
112.952246,24.704997,609.75,1,200402
112.965083,24.704997,601.0,1,200402
112.97792,24.704997,598.0,1,200402
112.990757,24.704997,593.5,1,200402
113.003594,24.704997,592.0,1,200402
113.016431,24.704997,591.5,1,200402
112.84955,24.713467,589.25,1,200402
112.862387,24.713467,599.25,1,200402
112.875224,24.713467,614.75,1,200402
112.888061,24.713467,621.5,1,200402
112.900898,24.713467,626.0,1,200402
112.913735,24.713467,619.25,1,200402
112.926572,24.713467,614.0,1,200402
112.939409,24.713467,611.0,1,200402
112.952246,24.713467,605.0,1,200402
112.965083,24.713467,596.5,1,200402
112.97792,24.713467,593.5,1,200402
112.990757,24.713467,589.0,1,200402
113.003594,24.713467,587.5,1,200402
112.84955,24.721937,593.25,1,200402
112.862387,24.721937,602.5,1,200402
112.875224,24.721937,615.0,1,200402
112.888061,24.721937,618.5,1,200402
112.900898,24.721937,620.25,1,200402
112.913735,24.721937,613.5,1,200402
112.926572,24.721937,614.0,1,200402
112.939409,24.721937,612.5,1,200402
112.952246,24.721937,603.5,1,200402
112.965083,24.721937,594.75,1,200402
112.97792,24.721937,588.75,1,200402
112.990757,24.721937,588.5,1,200402
113.003594,24.721937,584.25,1,200402
