0,1,2,时间步长,年份
112.952246,24.688057,800.25,0,201201
112.965083,24.688057,777.75,0,201201
112.97792,24.688057,756.25,0,201201
112.862387,24.696527,795.0,0,201201
112.888061,24.696527,842.0,0,201201
112.939409,24.696527,815.0,0,201201
112.952246,24.696527,809.75,0,201201
112.965083,24.696527,778.75,0,201201
112.97792,24.696527,756.25,0,201201
112.990757,24.696527,739.75,0,201201
113.003594,24.696527,735.25,0,201201
113.016431,24.696527,735.25,0,201201
112.84955,24.704997,783.25,0,201201
112.862387,24.704997,791.25,0,201201
112.875224,24.704997,821.0,0,201201
112.888061,24.704997,833.75,0,201201
112.900898,24.704997,868.75,0,201201
112.913735,24.704997,843.25,0,201201
112.926572,24.704997,824.5,0,201201
112.939409,24.704997,815.75,0,201201
112.952246,24.704997,806.25,0,201201
112.965083,24.704997,771.5,0,201201
112.97792,24.704997,757.75,0,201201
112.990757,24.704997,745.0,0,201201
113.003594,24.704997,735.25,0,201201
113.016431,24.704997,735.25,0,201201
112.84955,24.713467,788.5,0,201201
112.862387,24.713467,801.5,0,201201
112.875224,24.713467,832.5,0,201201
112.888061,24.713467,848.75,0,201201
112.900898,24.713467,857.25,0,201201
112.913735,24.713467,831.75,0,201201
112.926572,24.713467,821.75,0,201201
112.939409,24.713467,817.5,0,201201
112.952246,24.713467,799.25,0,201201
112.965083,24.713467,773.25,0,201201
112.97792,24.713467,763.75,0,201201
112.990757,24.713467,759.75,0,201201
113.003594,24.713467,745.75,0,201201
112.84955,24.721937,803.5,0,201201
112.862387,24.721937,811.75,0,201201
112.875224,24.721937,829.75,0,201201
112.888061,24.721937,847.0,0,201201
112.900898,24.721937,841.25,0,201201
112.913735,24.721937,829.0,0,201201
112.926572,24.721937,832.25,0,201201
112.939409,24.721937,832.25,0,201201
112.952246,24.721937,805.5,0,201201
112.965083,24.721937,787.75,0,201201
112.97792,24.721937,774.0,0,201201
112.990757,24.721937,769.75,0,201201
113.003594,24.721937,756.0,0,201201
112.862387,24.730407,817.75,0,201201
112.875224,24.730407,831.5,0,201201
112.888061,24.730407,835.75,0,201201
112.900898,24.730407,830.0,0,201201
112.913735,24.730407,817.5,0,201201
112.926572,24.730407,834.0,0,201201
112.939409,24.730407,825.25,0,201201
112.952246,24.730407,807.0,0,201201
112.965083,24.730407,780.5,0,201201
112.97792,24.730407,775.5,0,201201
112.990757,24.730407,767.0,0,201201
113.003594,24.730407,753.0,0,201201
112.84955,24.738877,781.25,0,201201
112.862387,24.738877,807.0,0,201201
112.875224,24.738877,811.0,0,201201
112.888061,24.738877,810.75,0,201201
112.900898,24.738877,806.25,0,201201
112.913735,24.738877,810.25,0,201201
112.926572,24.738877,822.25,0,201201
112.939409,24.738877,835.75,0,201201
112.952246,24.738877,813.0,0,201201
112.965083,24.738877,786.75,0,201201
112.97792,24.738877,768.5,0,201201
112.990757,24.738877,760.0,0,201201
113.003594,24.738877,750.5,0,201201
112.84955,24.747347,760.25,0,201201
112.862387,24.747347,777.5,0,201201
112.875224,24.747347,777.25,0,201201
112.888061,24.747347,785.75,0,201201
112.900898,24.747347,794.25,0,201201
112.913735,24.747347,811.5,0,201201
112.926572,24.747347,819.5,0,201201
112.939409,24.747347,833.25,0,201201
112.952246,24.747347,819.0,0,201201
112.965083,24.747347,792.75,0,201201
112.97792,24.747347,770.0,0,201201
112.84955,24.755817,734.5,0,201201
112.862387,24.755817,743.0,0,201201
112.875224,24.755817,751.25,0,201201
112.888061,24.755817,773.0,0,201201
112.900898,24.755817,795.25,0,201201
112.913735,24.755817,817.0,0,201201
112.926572,24.755817,829.75,0,201201
112.939409,24.755817,842.75,0,201201
112.952246,24.755817,820.0,0,201201
112.965083,24.755817,806.75,0,201201
112.97792,24.755817,780.0,0,201201
112.84955,24.764287,726.0,0,201201
112.862387,24.764287,730.25,0,201201
112.875224,24.764287,743.0,0,201201
112.888061,24.764287,760.25,0,201201
112.900898,24.764287,782.25,0,201201
112.913735,24.764287,804.0,0,201201
112.926572,24.764287,825.75,0,201201
112.939409,24.764287,847.75,0,201201
112.952246,24.764287,847.0,0,201201
112.965083,24.764287,829.0,0,201201
112.97792,24.764287,793.75,0,201201
112.836713,24.772757,726.5,0,201201
112.84955,24.772757,730.75,0,201201
112.862387,24.772757,744.0,0,201201
112.875224,24.772757,761.0,0,201201
112.888061,24.772757,760.75,0,201201
112.900898,24.772757,774.0,0,201201
112.913735,24.772757,795.75,0,201201
112.926572,24.772757,817.25,0,201201
112.939409,24.772757,843.75,0,201201
112.952246,24.772757,860.75,0,201201
112.965083,24.772757,825.25,0,201201
112.97792,24.772757,798.25,0,201201
112.836713,24.781227,727.0,0,201201
112.84955,24.781227,726.75,0,201201
112.862387,24.781227,748.75,0,201201
112.875224,24.781227,788.25,0,201201
112.888061,24.781227,788.0,0,201201
112.900898,24.781227,787.5,0,201201
112.913735,24.781227,800.5,0,201201
112.926572,24.781227,817.5,0,201201
112.939409,24.781227,835.25,0,201201
112.952246,24.781227,856.5,0,201201
112.965083,24.781227,834.25,0,201201
112.97792,24.781227,794.25,0,201201
112.84955,24.789697,736.0,0,201201
112.862387,24.789697,753.25,0,201201
112.875224,24.789697,784.25,0,201201
112.888061,24.789697,792.75,0,201201
112.900898,24.789697,796.75,0,201201
112.913735,24.789697,814.25,0,201201
112.926572,24.789697,840.25,0,201201
112.939409,24.789697,849.0,0,201201
112.952246,24.789697,852.5,0,201201
112.965083,24.789697,839.0,0,201201
112.97792,24.789697,803.25,0,201201
112.84955,24.798167,740.5,0,201201
112.862387,24.798167,749.0,0,201201
112.875224,24.798167,749.25,0,201201
112.888061,24.798167,762.0,0,201201
112.900898,24.798167,792.5,0,201201
112.913735,24.798167,810.0,0,201201
112.926572,24.798167,831.75,0,201201
112.939409,24.798167,844.75,0,201201
112.952246,24.798167,866.25,0,201201
112.965083,24.798167,848.25,0,201201
112.97792,24.798167,830.25,0,201201
112.875224,24.806637,718.5,0,201201
112.888061,24.806637,731.25,0,201201
112.900898,24.806637,766.25,0,201201
112.913735,24.806637,797.0,0,201201
112.926572,24.806637,823.25,0,201201
112.939409,24.806637,836.25,0,201201
112.952246,24.806637,866.75,0,201201
112.965083,24.806637,857.25,0,201201
112.97792,24.806637,834.75,0,201201
112.875224,24.815107,709.75,0,201201
112.888061,24.815107,723.0,0,201201
112.900898,24.815107,766.75,0,201201
112.913735,24.815107,806.25,0,201201
112.926572,24.815107,828.0,0,201201
112.939409,24.815107,841.0,0,201201
112.952246,24.815107,871.5,0,201201
112.965083,24.815107,840.0,0,201201
112.875224,24.823577,714.5,0,201201
112.888061,24.823577,727.75,0,201201
112.900898,24.823577,776.0,0,201201
112.913735,24.823577,811.0,0,201201
112.926572,24.823577,841.25,0,201201
112.939409,24.823577,858.75,0,201201
112.952246,24.823577,871.5,0,201201
112.965083,24.823577,840.0,0,201201
112.888061,24.832047,723.5,0,201201
112.900898,24.832047,780.75,0,201201
112.913735,24.832047,802.5,0,201201
112.888061,24.840517,714.75,0,201201
112.888061,24.848987,714.75,0,201201
112.952246,24.688057,911.5,1,201202
112.965083,24.688057,905.0,1,201202
112.97792,24.688057,903.25,1,201202
112.862387,24.696527,855.25,1,201202
112.888061,24.696527,907.25,1,201202
112.939409,24.696527,916.0,1,201202
112.952246,24.696527,915.75,1,201202
112.965083,24.696527,908.25,1,201202
112.97792,24.696527,903.25,1,201202
112.990757,24.696527,907.0,1,201202
113.003594,24.696527,912.0,1,201202
113.016431,24.696527,915.0,1,201202
112.84955,24.704997,841.25,1,201202
112.862387,24.704997,852.0,1,201202
112.875224,24.704997,879.5,1,201202
112.888061,24.704997,899.75,1,201202
112.900898,24.704997,925.5,1,201202
112.913735,24.704997,923.75,1,201202
112.926572,24.704997,916.5,1,201202
112.939409,24.704997,919.5,1,201202
112.952246,24.704997,917.0,1,201202
112.965083,24.704997,911.0,1,201202
112.97792,24.704997,910.25,1,201202
112.990757,24.704997,910.5,1,201202
113.003594,24.704997,912.0,1,201202
113.016431,24.704997,915.0,1,201202
112.84955,24.713467,848.75,1,201202
112.862387,24.713467,867.0,1,201202
112.875224,24.713467,898.75,1,201202
112.888061,24.713467,910.5,1,201202
112.900898,24.713467,925.25,1,201202
112.913735,24.713467,923.75,1,201202
112.926572,24.713467,919.0,1,201202
112.939409,24.713467,922.0,1,201202
112.952246,24.713467,917.25,1,201202
112.965083,24.713467,911.0,1,201202
112.97792,24.713467,910.5,1,201202
112.990757,24.713467,910.75,1,201202
113.003594,24.713467,912.25,1,201202
112.84955,24.721937,862.75,1,201202
112.862387,24.721937,877.5,1,201202
112.875224,24.721937,905.25,1,201202
112.888061,24.721937,916.5,1,201202
112.900898,24.721937,923.25,1,201202
112.913735,24.721937,921.75,1,201202
112.926572,24.721937,926.0,1,201202
112.939409,24.721937,931.0,1,201202
112.952246,24.721937,921.5,1,201202
112.965083,24.721937,915.75,1,201202
112.97792,24.721937,910.75,1,201202
112.990757,24.721937,918.25,1,201202
113.003594,24.721937,915.0,1,201202
112.862387,24.730407,877.25,1,201202
112.875224,24.730407,901.0,1,201202
112.888061,24.730407,905.75,1,201202
112.900898,24.730407,914.5,1,201202
112.913735,24.730407,912.75,1,201202
112.926572,24.730407,928.25,1,201202
112.939409,24.730407,927.0,1,201202
112.952246,24.730407,924.0,1,201202
112.965083,24.730407,918.25,1,201202
112.97792,24.730407,915.5,1,201202
112.990757,24.730407,916.0,1,201202
113.003594,24.730407,917.5,1,201202
112.84955,24.738877,850.25,1,201202
112.862387,24.738877,865.5,1,201202
112.875224,24.738877,885.5,1,201202
112.888061,24.738877,890.25,1,201202
112.900898,24.738877,892.75,1,201202
112.913735,24.738877,901.75,1,201202
112.926572,24.738877,924.0,1,201202
112.939409,24.738877,929.25,1,201202
112.952246,24.738877,926.5,1,201202
112.965083,24.738877,922.75,1,201202
112.97792,24.738877,915.75,1,201202
112.990757,24.738877,914.25,1,201202
113.003594,24.738877,916.5,1,201202
112.84955,24.747347,830.75,1,201202
112.862387,24.747347,843.0,1,201202
112.875224,24.747347,858.5,1,201202
112.888061,24.747347,874.0,1,201202
112.900898,24.747347,887.5,1,201202
112.913735,24.747347,903.25,1,201202
112.926572,24.747347,924.0,1,201202
112.939409,24.747347,932.75,1,201202
112.952246,24.747347,933.5,1,201202
112.965083,24.747347,925.25,1,201202
112.97792,24.747347,916.0,1,201202
112.84955,24.755817,801.75,1,201202
112.862387,24.755817,812.75,1,201202
112.875224,24.755817,836.75,1,201202
112.888061,24.755817,865.25,1,201202
112.900898,24.755817,887.5,1,201202
112.913735,24.755817,907.5,1,201202
112.926572,24.755817,926.0,1,201202
112.939409,24.755817,937.5,1,201202
112.952246,24.755817,937.0,1,201202
112.965083,24.755817,932.75,1,201202
112.97792,24.755817,921.5,1,201202
112.84955,24.764287,783.5,1,201202
112.862387,24.764287,803.25,1,201202
112.875224,24.764287,831.25,1,201202
112.888061,24.764287,853.25,1,201202
112.900898,24.764287,880.0,1,201202
112.913735,24.764287,900.0,1,201202
112.926572,24.764287,918.25,1,201202
112.939409,24.764287,934.5,1,201202
112.952246,24.764287,940.5,1,201202
112.965083,24.764287,936.0,1,201202
112.97792,24.764287,930.0,1,201202
112.836713,24.772757,771.75,1,201202
112.84955,24.772757,793.25,1,201202
112.862387,24.772757,821.5,1,201202
112.875224,24.772757,843.25,1,201202
112.888061,24.772757,852.25,1,201202
112.900898,24.772757,870.0,1,201202
112.913735,24.772757,890.0,1,201202
112.926572,24.772757,907.75,1,201202
112.939409,24.772757,926.25,1,201202
112.952246,24.772757,937.0,1,201202
112.965083,24.772757,932.25,1,201202
112.97792,24.772757,930.75,1,201202
112.836713,24.781227,772.25,1,201202
112.84955,24.781227,803.0,1,201202
112.862387,24.781227,837.5,1,201202
112.875224,24.781227,864.0,1,201202
112.888061,24.781227,866.25,1,201202
112.900898,24.781227,877.75,1,201202
112.913735,24.781227,893.5,1,201202
112.926572,24.781227,909.0,1,201202
112.939409,24.781227,925.0,1,201202
112.952246,24.781227,936.5,1,201202
112.965083,24.781227,935.75,1,201202
112.97792,24.781227,925.0,1,201202
112.84955,24.789697,810.5,1,201202
112.862387,24.789697,838.5,1,201202
112.875224,24.789697,856.5,1,201202
112.888061,24.789697,869.5,1,201202
112.900898,24.789697,881.0,1,201202
