经度,纬度,降水量_avg,相对湿度 (%)_avg,温度_avg,降水量_avg_normalized,相对湿度 (%)_avg_normalized,温度_avg_normalized,加权均值
112.952246,24.688057,3117.369318181818,44.268863636363626,20.220454545454547,0.48832274026361844,0.0,0.4813764070650688,0.3280361651250383
112.965083,24.688057,3069.7102272727275,41.91113636363637,20.79943181818182,0.5777737490935456,0.2945652791186302,0.5746316463805259,0.48507785821319316
112.97792,24.688057,3024.7329545454545,42.09295454545456,21.38125,0.6621912724480656,0.2718496223522032,0.6683444678319767,0.5375542300414118
112.862387,24.696527,2997.2102272727275,36.85568181818182,21.50568181818182,0.7138484835558585,0.9261741155091134,0.6883865653884881,0.7750543366948368
112.888061,24.696527,3262.090909090909,36.26477272727272,18.49375,0.21669581538199045,1.0,0.20325798480827276,0.4664818976872577
112.939409,24.696527,3203.75,43.018181818181816,19.32045454545454,0.3261954528004094,0.15625532398205377,0.3364143863823551,0.274180093270682
112.952246,24.696527,3148.4488636363635,40.77227272727273,19.880113636363635,0.42998976240242304,0.43685047418933376,0.4265580671730576,0.4311899878430312
112.965083,24.696527,3068.880681818182,39.35068181818181,20.794318181818184,0.5793307170583966,0.6144585155318301,0.5738079985357379,0.5890663536440368
112.97792,24.696527,3024.7329545454545,41.15886363636363,21.38125,0.6621912724480656,0.38855130898972123,0.6683444678319767,0.5753655765119676
112.990757,24.696527,3021.840909090909,39.67818181818182,21.55,0.6676193319967583,0.5735419387813039,0.6955248467099852,0.6454540999794927
113.003594,24.696527,3028.375,40.352954545454544,21.550568181818186,0.6553555432325214,0.48923845760690465,0.6956163631371843,0.6135313318214112
113.016431,24.696527,3028.6875,39.779772727272736,21.571590909090915,0.6547690142046666,0.5608495655630623,0.6990024709435358,0.6375206829529698
112.84955,24.704997,2969.6363636363635,36.40772727272726,21.90397727272728,0.7656016721409378,0.9821398148673985,0.752539580854765,0.8318675271810315
112.862387,24.704997,2991.653409090909,36.64318181818182,21.61647727272727,0.7242780360875316,0.9527230393548739,0.7062322686922303,0.7929165784623506
112.875224,24.704997,3117.068181818182,36.54454545454544,20.078977272727272,0.488887940963187,0.9650462831506623,0.45858881669259643,0.634134104799293
112.888061,24.704997,3225.693181818182,36.5625,18.9125,0.28501045088085963,0.9628031120449762,0.27070559165370206,0.5003524250483404
112.900898,24.704997,3377.5454545454545,37.10227272727272,17.231818181818184,0.0,0.8953660060196492,0.0,0.29009858595036636
112.913735,24.704997,3325.2613636363635,37.85522727272728,17.84431818181818,0.09813163844217909,0.8012947924356849,0.09865470852017905,0.32611237521931896
112.926572,24.704997,3253.9602272727275,38.47590909090911,18.736363636363635,0.2319562342703574,0.723749219149295,0.24233549922211003,0.3943901823267555
112.939409,24.704997,3216.9602272727275,41.79886363636364,19.15568181818182,0.30140127116836535,0.308592197171899,0.30987462249473796,0.3062561898887693
112.952246,24.704997,3154.880681818182,40.57704545454545,19.82840909090909,0.41791792859275656,0.46124141064228497,0.41823007229797765,0.4320477556009597
112.965083,24.704997,3094.079545454545,39.9025,20.588068181818183,0.5320351490850155,0.5455164972457252,0.5405875354626162,0.5389517170296104
112.97792,24.704997,3046.619318181818,40.414545454545454,21.171590909090916,0.6211129121699444,0.4815435288772777,0.6345749061956638,0.5799041062027848
112.990757,24.704997,3037.0227272727275,37.8590909090909,21.388068181818184,0.6391246854071574,0.8008120847293997,0.6694426649583609,0.7005461606938226
113.003594,24.704997,3028.375,40.22136363636364,21.550568181818186,0.6553555432325214,0.5056789141916049,0.6956163631371843,0.618858039754854
113.016431,24.704997,3028.6875,40.914545454545454,21.57159090909091,0.6547690142046666,0.41907547276960544,0.6990024709435353,0.5915858768878897
112.84955,24.713467,3004.244318181818,37.70704545454546,21.51534090909091,0.7006462483470548,0.8198080527003224,0.6899423446508655,0.7360649096560491
112.862387,24.713467,3075.642045454545,36.99090909090909,20.70738636363636,0.5666403617284484,0.9092793457890842,0.5598059851743385,0.6756187483509697
112.875224,24.713467,3248.244318181818,36.884772727272725,18.741477272727263,0.24268438339802956,0.9225396104264858,0.24315914706689684,0.4630989565285718
112.888061,24.713467,3308.846590909091,37.58522727272727,18.02329545454546,0.12894040865076972,0.8350275427338283,0.12748238308776463,0.35727814847590517
112.900898,24.713467,3370.244318181818,37.934090909090905,17.30227272727273,0.01370345092351688,0.7914418763132485,0.011348036972636583,0.2649887873924276
112.913735,24.713467,3314.630681818182,37.74045454545455,17.95284090909091,0.11808428955338446,0.8156340507694918,0.11613434611512749,0.3435093290428026
112.926572,24.713467,3260.954545454545,40.72340909090909,18.635227272727278,0.21882864821055392,0.4429553069453115,0.22604557518074567,0.29359632987773254
112.939409,24.713467,3222.715909090909,40.7065909090909,19.09886363636364,0.2905984728916948,0.44505650519620676,0.30072297977487,0.34365997840954293
112.952246,24.713467,3164.7329545454545,41.37022727272727,19.75227272727273,0.3994262679691166,0.3621443579987499,0.4059668710533545,0.38929602885782066
112.965083,24.713467,3104.0738636363635,40.70545454545455,20.516477272727272,0.5132768843578042,0.445198478050995,0.5290564656355818,0.4959217959351757
112.97792,24.713467,3067.9886363636365,39.76772727272727,20.984659090909087,0.5810049908288186,0.5623544778238394,0.6044660016472955,0.5819536058391115
112.990757,24.713467,3060.465909090909,40.15454545454544,21.16875,0.5951243441539054,0.5140269180532688,0.6341173240596691,0.5804686861092168
113.003594,24.713467,3052.2954545454545,40.16931818181817,21.338068181818183,0.6104594121912725,0.5121812709409965,0.6613892193648768,0.5937943769639171
112.84955,24.721937,3055.0,40.165,20.85170454545454,0.6053832700592927,0.5127207677891978,0.5830511576828039,0.5687056498355882
112.862387,24.721937,3135.7329545454545,39.82818181818183,20.05227272727273,0.45385616175404175,0.5548015219490006,0.45428754461425885,0.4866910105495531
112.875224,24.721937,3286.215909090909,40.2,18.33125,0.17141577443160017,0.5083480038616603,0.17708428662944997,0.2822710334018989
112.888061,24.721937,3348.0625,40.13931818181818,17.564204545454547,0.055336347737064306,0.5159293543074552,0.053537109911229085,0.20403230899377206
112.900898,24.721937,3351.971590909091,38.73636363636362,17.49204545454546,0.04799940280680781,0.6912090408313941,0.04191452365699671,0.2545860315401301
112.913735,24.721937,3302.5227272727275,37.36863636363636,18.07784090909091,0.14080962334172198,0.8620875688568339,0.1362679600988376,0.3731502620422387
112.926572,24.721937,3284.153409090909,39.91409090909092,18.378977272727276,0.17528686601544186,0.5440683741268642,0.18477166651413973,0.2975985451921547
112.939409,24.721937,3258.8977272727275,40.246590909090905,18.723863636363635,0.22268907563025164,0.5025271168152644,0.24032213782373912,0.3186112535078551
112.952246,24.721937,3188.3238636363635,39.845454545454544,19.539772727272723,0.355148658448151,0.552643534556192,0.37173972728104643,0.42408113681935916
112.965083,24.721937,3141.9261363636365,40.56704545454545,20.17897727272728,0.4422322228383736,0.4624907717644381,0.4746957078795659,0.45847011123269377
112.97792,24.721937,3087.6761363636365,40.72886363636363,20.840340909090905,0.5440536620739664,0.4422738372423194,0.5812208291388302,0.5221528146138422
112.990757,24.721937,3090.4829545454545,41.35522727272727,20.95852272727272,0.5387855649874163,0.36401839968198013,0.6002562459961553,0.5004792663690592
113.003594,24.721937,3066.221590909091,40.43431818181818,21.23806818181818,0.584321545877234,0.47907320120392927,0.6452823281779079,0.568387395328684
112.862387,24.730407,3119.079545454545,41.15159090909091,20.102840909090908,0.4851128268566317,0.3894599352603766,0.46243250663494107,0.44736255455338125
112.875224,24.730407,3256.6079545454545,40.62977272727273,18.612500000000004,0.22698673377980638,0.45465387018002024,0.22238491809279828,0.2993795448987473
112.888061,24.730407,3287.346590909091,40.45772727272728,18.192613636363635,0.16929360576717978,0.4761485603952501,0.1547542783929712,0.2643818915091604
112.900898,24.730407,3300.306818181818,40.07931818181819,18.02840909090909,0.14496864735742032,0.5234255210403753,0.12830603093255205,0.262623214736087
112.913735,24.730407,3257.3863636363635,40.58886363636364,18.580681818181823,0.22552574329224095,0.4597648929524659,0.21725999816967215,0.29895603573562834
112.926572,24.730407,3297.6136363636365,39.6975,18.23295454545455,0.15002346116111387,0.5711284002498715,0.1612519447240786,0.2898075495276348
112.939409,24.730407,3251.6647727272725,40.8740909090909,18.83011363636364,0.23626455658405532,0.42412970640013603,0.25743570970989377,0.3034418687559653
112.952246,24.730407,3200.903409090909,40.55772727272728,19.481250000000003,0.3315381990359597,0.4636549491737164,0.36231353527958327,0.38351507628119275
112.965083,24.730407,3134.0625,40.92840909090909,20.255681818181813,0.45699142601202913,0.4173434039411652,0.48705042555138595,0.45310304872379753
112.97792,24.730407,3104.3863636363635,41.91090909090909,20.68125000000001,0.5126903553299494,0.29459367368959,0.5555962295232013,0.45481298098806205
112.990757,24.730407,3089.517045454545,42.10340909090909,20.984090909090902,0.5405984728916955,0.2705434720881358,0.6043744852200964,0.4721059043052056
113.003594,24.730407,3061.9204545454545,41.41090909090909,21.30227272727273,0.5923943181333448,0.35706172979726225,0.6556236844513599,0.5349889106752225
112.84955,24.738877,3008.6704545454545,41.17204545454546,21.33068181818182,0.6923388644798021,0.38690442387415336,0.6601995058112938,0.5838005768403565
112.862387,24.738877,3070.7897727272725,42.017045454545446,20.581818181818186,0.5757475579064116,0.2813334090521892,0.539580854763431,0.4695796961410353
112.875224,24.738877,3165.0,41.58431818181819,19.524431818181814,0.3989250522544042,0.33539667215628155,0.36926878374668193,0.36950428908731126
112.888061,24.738877,3180.215909090909,41.98431818181817,19.283522727272725,0.3703664206799472,0.28542222727014654,0.330465818614441,0.33095412259965096
112.900898,24.738877,3166.75,41.42954545454545,19.411363636363635,0.39564048969841736,0.35473337497870383,0.3510570147341447,0.3691007089898769
112.913735,24.738877,3203.318181818182,41.915681818181824,19.159659090909088,0.32700592927526306,0.29399738769947004,0.3105152374851281,0.31139693565124593
112.926572,24.738877,3274.181818181818,40.824090909090906,18.548295454545453,0.1940024740860814,0.4303765120109029,0.21204356181934628,0.2759639065182365
112.939409,24.738877,3275.642045454545,40.15318181818183,18.61875,0.1912617839013785,0.5141972854790142,0.22339159879198286,0.30546757124993257
112.952246,24.738877,3212.3636363636365,41.80500000000001,19.40909090909091,0.3100285799599024,0.3078255437560319,0.3506909490253503,0.32143218221135184
112.965083,24.738877,3140.784090909091,41.70386363636363,20.20568181818182,0.4443757198310795,0.32046112783235836,0.4789969799579029,0.41454452754128723
112.97792,24.738877,3088.0738636363635,41.79181818181818,20.832954545454548,0.5433071705839698,0.309472428871599,0.5800311155852484,0.47848844987954275
112.990757,24.738877,3070.119318181818,41.50181818181819,21.170454545454557,0.5770059292752636,0.34570390141404783,0.6343918733412671,0.5191650835798988
113.003594,24.738877,3058.4261363636365,41.86477272727273,21.31590909090909,0.5989527790811753,0.30035777159406984,0.657820078704128,0.519750451942993
112.84955,24.747347,2964.505681818182,42.31159090909091,21.915909090909096,0.7752314123618987,0.2445340450905774,0.7544614258259373,0.5970960093782741
112.862387,24.747347,3005.2272727272725,42.41681818181817,21.29147727272728,0.6988013479503481,0.23138735873700955,0.6538848723345859,0.5339741057117292
112.875224,24.747347,3040.767045454545,42.261818181818185,20.78863636363636,0.6320970012370437,0.2507524561303863,0.5728928342637503,0.4908985268644453
112.888061,24.747347,3084.653409090909,41.7775,20.253977272727276,0.5497269973979441,0.3112612868419543,0.4867758762697913,0.4537046730816139
112.900898,24.747347,3123.75,42.49727272727273,19.91079545454545,0.4763468839312375,0.22133568061786435,0.43149995424178594,0.38035886901024807
112.913735,24.747347,3200.7272727272725,41.87886363636363,19.23636363636364,0.33186878812438714,0.29859730819467245,0.3228699551569516,0.31840717640286376
112.926572,24.747347,3260.119318181818,40.74772727272727,18.753409090909088,0.22039628033954728,0.43991708785280215,0.2450809920380703,0.2988770660600017
112.939409,24.747347,3287.1647727272725,40.61772727272728,18.518181818181816,0.1696348590197504,0.45615878244079544,0.20719319117781596,0.2736609931912725
112.952246,24.747347,3227.193181818182,41.75113636363638,19.247159090909093,0.2821951115471566,0.31455505707308484,0.3246087672737261,0.305319003304075
112.965083,24.747347,3147.715909090909,40.89613636363636,20.14147727272727,0.43136543957684603,0.4213754330172067,0.4686556236844509,0.43924115231558913
112.97792,24.747347,3081.784090909091,41.21840909090909,20.89488636363636,0.5551124002900651,0.38111193139871546,0.5900064061499037,0.5091346621154997
112.84955,24.755817,2899.846590909091,40.15863636363635,22.71647727272727,0.8965896003071278,0.5135158157760247,0.8834080717488795,0.7685455986086924
112.862387,24.755817,2920.4886363636365,40.46022727272728,22.241477272727263,0.8578466919762826,0.47583622011471205,0.8069003386107797,0.7188932857902138
112.875224,24.755817,2959.3636363636365,43.17386363636364,21.63465909090909,0.7848824809111459,0.1368050428758003,0.7091607943625884,0.5523403283962237
112.888061,24.755817,3033.7954545454545,41.66636363636362,20.75625,0.6451819306402764,0.3251462320404348,0.5676763979134261,0.5183937155413263
112.900898,24.755817,3122.096590909091,42.42772727272727,19.920454545454543,0.4794501556967963,0.23002441933102347,0.4330557335041639,0.3848106793008815
112.913735,24.755817,3212.7613636363635,41.443636363636365,19.120454545454542,0.3092820884699059,0.35297291157930477,0.3042006040084191,0.3219236327878281
112.926572,24.755817,3284.8011363636365,40.66090909090909,18.450000000000003,0.17407115130316053,0.4507638139587705,0.19621121991397492,0.27031731444960083
112.939409,24.755817,3315.5738636363635,40.61659090909091,18.188636363636363,0.11631403830567777,0.45630075529558634,0.15411366340258043,0.23773402288928516
112.952246,24.755817,3234.6363636363635,41.52272727272727,19.161931818181817,0.2682250565200701,0.3430916008859094,0.3108813031939231,0.3051933784034102
112.965083,24.755817,3175.6875,40.80431818181818,19.87159090909091,0.37886575950177015,0.4328468396842513,0.4251853207650775,0.41015885873735963
112.97792,24.755817,3105.4261363636365,40.34636363636365,20.67386363636364,0.5107388132918139,0.490061900164686,0.5544065159696178,0.51705246883661
112.84955,24.764287,2870.619318181818,39.0775,23.121590909090912,0.9514460606577659,0.6485887898233847,0.9486592843415407,0.8524898455651914
112.862387,24.764287,2894.0454545454545,40.23340909090908,22.578409090909084,0.9074777118969416,0.5041740019308314,0.8611695799395988,0.7630074865446338
112.875224,24.764287,2939.505681818182,42.89386363636365,21.869318181818173,0.8221537345902825,0.17178715429609603,0.746957078795643,0.5890263591481635
112.888061,24.764287,2992.8238636363635,41.71590909090908,21.196590909090915,0.7220812182741119,0.31895621557158305,0.6386016289924056,0.566591799792544
112.900898,24.764287,3077.4147727272725,40.92136363636362,20.334659090909096,0.5633131425158899,0.4182236356408662,0.4997712089320044,0.49736864608038434
112.913735,24.764287,3167.642045454545,41.95113636363636,19.52329545454545,0.3939662159279963,0.28956783463001823,0.36908575089228474,0.35272676180680934
112.926572,24.764287,3258.0738636363635,41.46977272727272,18.63522727272727,0.2242353794309604,0.3497075359191322,0.22604557518074453,0.2654277964665637
112.939409,24.764287,3321.2386363636365,40.25431818181819,18.02102272727273,0.10568186665529122,0.5015617014026895,0.12711631737896967,0.24033439942910445
112.952246,24.764287,3291.590909090909,39.05204545454546,18.58409090909091,0.16132747515249768,0.6517689817706842,0.21780909673286375,0.3370620465277392
112.965083,24.764287,3230.755681818182,39.51113636363636,19.27102272727273,0.27550868062961187,0.5944119484354585,0.3284524572160707,0.39461058482147093
112.97792,24.764287,3138.840909090909,40.83749999999999,20.301136363636367,0.44802286396792235,0.4287012323243796,0.4943717397272819,0.4555746202917036
112.836713,24.772757,2851.0113636363635,41.7484090909091,23.440340909090903,0.9882480911146186,0.31489579192458184,1.0,0.7735840150248904
112.84955,24.772757,2877.278409090909,40.25909090909092,22.940340909090907,0.9389476602823872,0.5009654154125704,0.9194655440651601,0.7912357423118328
112.862387,24.772757,2925.0738636363635,41.016818181818174,22.188068181818185,0.8492407115130318,0.4062979158384916,0.7982977944541058,0.6905462564309208
112.875224,24.772757,2983.267045454545,42.4840909090909,21.42102272727273,0.7400183423623263,0.22298256573343145,0.6747506177358849,0.5530489687958848
112.888061,24.772757,2990.0397727272725,40.88431818181819,21.23409090909091,0.7273066587040911,0.4228519507070231,0.6446417131875177,0.6040291795491022
112.900898,24.772757,3032.346590909091,40.24454545454546,20.721590909090907,0.6479012924966939,0.5027826679538856,0.5620938958543058,0.5753122539453923
112.913735,24.772757,3120.068181818182,41.64522727272728,19.911931818181813,0.4832572622957809,0.3277869271395286,0.43168298709618314,0.417515739695675
