longitude,latitude,region_id,tmp,ndvi,年份,year,month,聚类标签
112.952246,24.688057,1,25.0,0.8534,200307,2003,7,1
112.965083,24.688057,2,25.6,0.82769996,200307,2003,7,2
112.97792,24.688057,3,26.200000000000003,0.793,200307,2003,7,2
112.862387,24.696527,4,26.275,0.7934,200307,2003,7,2
112.888061,24.696527,5,23.2,0.83779997,200307,2003,7,1
112.939409,24.696527,6,24.025,0.8807,200307,2003,7,1
112.952246,24.696527,7,24.65,0.8314,200307,2003,7,1
112.965083,24.696527,8,25.6,0.8384,200307,2003,7,2
112.97792,24.696527,9,26.200000000000003,0.8588,200307,2003,7,2
112.990757,24.696527,10,26.35,0.8034,200307,2003,7,2
113.003594,24.696527,11,26.325000000000003,0.72389996,200307,2003,7,2
113.016431,24.696527,12,26.375,0.7542,200307,2003,7,2
112.84955,24.704997,13,26.7,0.8695,200307,2003,7,2
112.862387,24.704997,14,26.375,0.8695,200307,2003,7,2
112.875224,24.704997,15,24.825,0.9087,200307,2003,7,1
112.888061,24.704997,16,23.625,0.8014,200307,2003,7,1
112.900898,24.704997,17,21.9,0.88769996,200307,2003,7,3
112.913735,24.704997,18,22.5,0.8206,200307,2003,7,3
112.926572,24.704997,19,23.425,0.8131,200307,2003,7,1
112.939409,24.704997,20,23.85,0.8178,200307,2003,7,1
112.952246,24.704997,21,24.575000000000003,0.85459995,200307,2003,7,1
112.965083,24.704997,22,25.325,0.8901,200307,2003,7,2
112.97792,24.704997,23,25.950000000000003,0.8165,200307,2003,7,2
112.990757,24.704997,24,26.175,0.8376,200307,2003,7,2
113.003594,24.704997,25,26.325000000000003,0.7597,200307,2003,7,2
113.016431,24.704997,26,26.375,0.7392,200307,2003,7,2
112.84955,24.713467,27,26.3,0.7242,200307,2003,7,2
112.862387,24.713467,28,25.425,0.87659997,200307,2003,7,2
112.875224,24.713467,29,23.45,0.80359995,200307,2003,7,1
112.888061,24.713467,30,22.725,0.74079996,200307,2003,7,3
112.900898,24.713467,31,21.95,0.8745,200307,2003,7,3
112.913735,24.713467,32,22.6,0.8648,200307,2003,7,3
112.926572,24.713467,33,23.3,0.88269997,200307,2003,7,1
112.939409,24.713467,34,23.8,0.831,200307,2003,7,1
112.952246,24.713467,35,24.5,0.8287,200307,2003,7,1
112.965083,24.713467,36,25.275,0.8197,200307,2003,7,2
112.97792,24.713467,37,25.75,0.825,200307,2003,7,2
112.990757,24.713467,38,25.950000000000003,0.8283,200307,2003,7,2
113.003594,24.713467,39,26.125,0.7377,200307,2003,7,2
112.84955,24.721937,40,25.6,0.78,200307,2003,7,2
112.862387,24.721937,41,24.75,0.8009,200307,2003,7,1
112.875224,24.721937,42,23.025,0.77449995,200307,2003,7,3
112.888061,24.721937,43,22.225,0.8096,200307,2003,7,3
112.900898,24.721937,44,22.125,0.7958,200307,2003,7,3
112.913735,24.721937,45,22.725,0.8251,200307,2003,7,3
112.926572,24.721937,46,23.025,0.8411,200307,2003,7,3
112.939409,24.721937,47,23.4,0.8484,200307,2003,7,1
112.952246,24.721937,48,24.3,0.831,200307,2003,7,1
112.965083,24.721937,49,24.925,0.81839997,200307,2003,7,2
112.97792,24.721937,50,25.6,0.8293,200307,2003,7,2
112.990757,24.721937,51,25.700000000000003,0.8293,200307,2003,7,2
113.003594,24.721937,52,25.975,0.79469997,200307,2003,7,2
112.862387,24.730407,53,24.8,0.83599997,200307,2003,7,1
112.875224,24.730407,54,23.3,0.75879997,200307,2003,7,3
112.888061,24.730407,55,22.875,0.8323,200307,2003,7,3
112.900898,24.730407,56,22.7,0.8411,200307,2003,7,3
112.913735,24.730407,57,23.250000000000004,0.8411,200307,2003,7,1
112.926572,24.730407,58,22.875,0.8233,200307,2003,7,3
112.939409,24.730407,59,23.5,0.8336,200307,2003,7,1
112.952246,24.730407,60,24.2,0.8244,200307,2003,7,1
112.965083,24.730407,61,25.025,0.7995,200307,2003,7,2
112.97792,24.730407,62,25.425,0.8035,200307,2003,7,2
112.990757,24.730407,63,25.75,0.8113,200307,2003,7,2
113.003594,24.730407,64,26.05,0.7546,200307,2003,7,2
112.84955,24.738877,65,26.05,0.78,200307,2003,7,2
112.862387,24.738877,66,25.3,0.8106,200307,2003,7,2
112.875224,24.738877,67,24.25,0.8229,200307,2003,7,1
112.888061,24.738877,68,24.025,0.76489997,200307,2003,7,1
112.900898,24.738877,69,24.15,0.7583,200307,2003,7,1
112.913735,24.738877,70,23.875,0.7984,200307,2003,7,1
112.926572,24.738877,71,23.2,0.7941,200307,2003,7,3
112.939409,24.738877,72,23.3,0.7958,200307,2003,7,1
112.952246,24.738877,73,24.1,0.8127,200307,2003,7,1
112.965083,24.738877,74,24.975,0.85789996,200307,2003,7,1
112.97792,24.738877,75,25.625,0.76879996,200307,2003,7,2
112.990757,24.738877,76,25.975,0.8074,200307,2003,7,2
113.003594,24.738877,77,26.125,0.7485,200307,2003,7,2
112.84955,24.747347,78,26.675,0.7739,200307,2003,7,2
112.862387,24.747347,79,26.05,0.80609995,200307,2003,7,2
112.875224,24.747347,80,25.575,0.78599995,200307,2003,7,2
112.888061,24.747347,81,25.05,0.7818,200307,2003,7,2
112.900898,24.747347,82,24.65,0.77199996,200307,2003,7,2
112.913735,24.747347,83,23.950000000000003,0.7755,200307,2003,7,1
112.926572,24.747347,84,23.425000000000004,0.8086,200307,2003,7,1
112.939409,24.747347,85,23.200000000000003,0.81009996,200307,2003,7,1
112.952246,24.747347,86,23.95,0.79179996,200307,2003,7,1
112.965083,24.747347,87,24.925,0.80649996,200307,2003,7,2
112.97792,24.747347,88,25.700000000000003,0.791,200307,2003,7,2
