longitude,latitude,region_id,tmp,ndvi,年份,year,month,聚类标签
112.952246,24.688057,1,23.9,0.8605,200308,2003,8,1
112.965083,24.688057,2,24.5,0.8024,200308,2003,8,1
112.97792,24.688057,3,25.1,0.797,200308,2003,8,1
112.862387,24.696527,4,25.15,0.7909,200308,2003,8,1
112.888061,24.696527,5,22.05,0.77779996,200308,2003,8,0
112.939409,24.696527,6,22.95,0.95239997,200308,2003,8,2
112.952246,24.696527,7,23.55,0.6012,200308,2003,8,0
112.965083,24.696527,8,24.5,0.8294,200308,2003,8,1
112.97792,24.696527,9,25.1,0.90279996,200308,2003,8,1
112.990757,24.696527,10,25.275,0.871,200308,2003,8,1
113.003594,24.696527,11,25.275,0.77809995,200308,2003,8,1
113.016431,24.696527,12,25.3,0.7915,200308,2003,8,1
112.84955,24.704997,13,25.525,0.83529997,200308,2003,8,1
112.862387,24.704997,14,25.25,0.83529997,200308,2003,8,1
112.875224,24.704997,15,23.7,0.6708,200308,2003,8,0
112.888061,24.704997,16,22.475,0.74149996,200308,2003,8,0
112.900898,24.704997,17,20.8,0.82119995,200308,2003,8,2
112.913735,24.704997,18,21.4,0.77739996,200308,2003,8,0
112.926572,24.704997,19,22.325000000000003,0.8257,200308,2003,8,2
112.939409,24.704997,20,22.775,0.8127,200308,2003,8,2
112.952246,24.704997,21,23.475,0.84169996,200308,2003,8,1
112.965083,24.704997,22,24.225,0.8386,200308,2003,8,1
112.97792,24.704997,23,24.85,0.8649,200308,2003,8,1
112.990757,24.704997,24,25.075000000000003,0.87439996,200308,2003,8,1
113.003594,24.704997,25,25.275,0.8016,200308,2003,8,1
113.016431,24.704997,26,25.3,0.801,200308,2003,8,1
112.84955,24.713467,27,25.125,0.8021,200308,2003,8,1
112.862387,24.713467,28,24.3,0.7511,200308,2003,8,1
112.875224,24.713467,29,22.3,0.69,200308,2003,8,0
112.888061,24.713467,30,21.6,0.7227,200308,2003,8,0
112.900898,24.713467,31,20.85,0.77059996,200308,2003,8,0
112.913735,24.713467,32,21.5,0.7933,200308,2003,8,0
112.926572,24.713467,33,22.2,0.88269997,200308,2003,8,2
112.939409,24.713467,34,22.7,0.8517,200308,2003,8,2
112.952246,24.713467,35,23.4,0.85459995,200308,2003,8,1
112.965083,24.713467,36,24.15,0.812,200308,2003,8,1
112.97792,24.713467,37,24.625,0.82369995,200308,2003,8,1
112.990757,24.713467,38,24.85,0.81049997,200308,2003,8,1
113.003594,24.713467,39,25.025,0.7704,200308,2003,8,1
112.84955,24.721937,40,24.45,0.6879,200308,2003,8,1
112.862387,24.721937,41,23.625,0.81259996,200308,2003,8,1
112.875224,24.721937,42,21.875000000000004,0.7683,200308,2003,8,0
112.888061,24.721937,43,21.125,0.7317,200308,2003,8,0
112.900898,24.721937,44,21.025,0.7515,200308,2003,8,0
112.913735,24.721937,45,21.6,0.8522,200308,2003,8,2
112.926572,24.721937,46,21.925,0.6981,200308,2003,8,0
112.939409,24.721937,47,22.3,0.8522,200308,2003,8,2
112.952246,24.721937,48,23.2,0.84889996,200308,2003,8,2
112.965083,24.721937,49,23.825,0.83599997,200308,2003,8,1
112.97792,24.721937,50,24.475,0.84559995,200308,2003,8,1
112.990757,24.721937,51,24.625,0.84559995,200308,2003,8,1
113.003594,24.721937,52,24.925,0.8118,200308,2003,8,1
112.862387,24.730407,53,23.7,0.8483,200308,2003,8,1
112.875224,24.730407,54,22.15,0.76,200308,2003,8,0
112.888061,24.730407,55,21.725,0.7783,200308,2003,8,0
112.900898,24.730407,56,21.55,0.79679996,200308,2003,8,0
112.913735,24.730407,57,22.1,0.79679996,200308,2003,8,2
112.926572,24.730407,58,21.775,0.8113,200308,2003,8,2
112.939409,24.730407,59,22.375,0.81479996,200308,2003,8,2
112.952246,24.730407,60,23.1,0.82479995,200308,2003,8,2
112.965083,24.730407,61,23.925,0.7633,200308,2003,8,1
112.97792,24.730407,62,24.325000000000003,0.84349996,200308,2003,8,1
112.990757,24.730407,63,24.65,0.8268,200308,2003,8,1
113.003594,24.730407,64,25.000000000000004,0.8034,200308,2003,8,1
112.84955,24.738877,65,24.95,0.8315,200308,2003,8,1
112.862387,24.738877,66,24.175,0.5994,200308,2003,8,0
112.875224,24.738877,67,23.1,0.65059996,200308,2003,8,0
112.888061,24.738877,68,22.85,0.816,200308,2003,8,2
112.900898,24.738877,69,22.975,0.756,200308,2003,8,0
112.913735,24.738877,70,22.700000000000003,0.77169997,200308,2003,8,0
112.926572,24.738877,71,22.1,0.72209996,200308,2003,8,0
112.939409,24.738877,72,22.175,0.8016,200308,2003,8,2
112.952246,24.738877,73,23.0,0.6143,200308,2003,8,0
112.965083,24.738877,74,23.875,0.85789996,200308,2003,8,1
112.97792,24.738877,75,24.525,0.7665,200308,2003,8,1
112.990757,24.738877,76,24.875,0.8398,200308,2003,8,1
113.003594,24.738877,77,25.025,0.7183,200308,2003,8,1
112.84955,24.747347,78,25.575,0.75869995,200308,2003,8,1
112.862387,24.747347,79,24.925,0.7873,200308,2003,8,1
112.875224,24.747347,80,24.425,0.75339997,200308,2003,8,1
112.888061,24.747347,81,23.875,0.8639,200308,2003,8,1
112.900898,24.747347,82,23.5,0.7751,200308,2003,8,1
112.913735,24.747347,83,22.8,0.7837,200308,2003,8,0
112.926572,24.747347,84,22.3,0.7937,200308,2003,8,0
112.939409,24.747347,85,22.050000000000004,0.8117,200308,2003,8,2
112.952246,24.747347,86,22.85,0.8149,200308,2003,8,2
112.965083,24.747347,87,23.775,0.8486,200308,2003,8,1
112.97792,24.747347,88,24.575000000000003,0.9048,200308,2003,8,1
112.84955,24.755817,89,26.425,0.76269996,200308,2003,8,1
112.862387,24.755817,90,25.925,0.8059,200308,2003,8,1
112.875224,24.755817,91,25.325,0.84319997,200308,2003,8,1
112.888061,24.755817,92,24.425,0.8322,200308,2003,8,1
112.900898,24.755817,93,23.5,0.7696,200308,2003,8,1
112.913735,24.755817,94,22.675000000000004,0.76479995,200308,2003,8,0
112.926572,24.755817,95,22.0,0.6096,200308,2003,8,0
112.939409,24.755817,96,21.725,0.7493,200308,2003,8,0
112.952246,24.755817,97,22.75,0.84529996,200308,2003,8,2
112.965083,24.755817,98,23.475,0.84529996,200308,2003,8,1
112.97792,24.755817,99,24.325,0.81949997,200308,2003,8,1
112.84955,24.764287,100,26.875,0.72929996,200308,2003,8,1
112.862387,24.764287,101,26.3,0.79899997,200308,2003,8,1
112.875224,24.764287,102,25.575000000000003,0.7747,200308,2003,8,1
112.888061,24.764287,103,24.9,0.7747,200308,2003,8,1
112.900898,24.764287,104,23.95,0.7973,200308,2003,8,1
112.913735,24.764287,105,23.1,0.8134,200308,2003,8,2
112.926572,24.764287,106,22.2,0.655,200308,2003,8,0
112.939409,24.764287,107,21.575,0.6127,200308,2003,8,0
112.952246,24.764287,108,22.15,0.71379995,200308,2003,8,0
112.965083,24.764287,109,22.875,0.75299996,200308,2003,8,0
112.97792,24.764287,110,23.950000000000003,0.87119997,200308,2003,8,1
112.836713,24.772757,111,27.2,0.7655,200308,2003,8,1
112.84955,24.772757,112,26.65,0.82629997,200308,2003,8,1
112.862387,24.772757,113,25.85,0.7005,200308,2003,8,1
112.875224,24.772757,114,25.1,0.82269996,200308,2003,8,1
112.888061,24.772757,115,24.925,0.798,200308,2003,8,1
112.900898,24.772757,116,24.35,0.8027,200308,2003,8,1
112.913735,24.772757,117,23.5,0.7854,200308,2003,8,1
112.926572,24.772757,118,22.725,0.877,200308,2003,8,2
112.939409,24.772757,119,21.9,0.89309996,200308,2003,8,2
112.952246,24.772757,120,21.9,0.5444,200308,2003,8,3
112.965083,24.772757,121,23.025,0.6339,200308,2003,8,0
112.97792,24.772757,122,23.8,0.815,200308,2003,8,1
112.836713,24.781227,123,27.175,0.6978,200308,2003,8,1
112.84955,24.781227,124,26.425,0.7726,200308,2003,8,1
112.862387,24.781227,125,25.375,0.8693,200308,2003,8,1
112.875224,24.781227,126,24.25,0.79999995,200308,2003,8,1
112.888061,24.781227,127,24.1,0.83089995,200308,2003,8,1
112.900898,24.781227,128,23.925,0.8768,200308,2003,8,1
112.913735,24.781227,129,23.200000000000003,0.8768,200308,2003,8,2
112.926572,24.781227,130,22.625,0.8856,200308,2003,8,2
112.939409,24.781227,131,21.95,0.7402,200308,2003,8,0
112.952246,24.781227,132,21.575,0.8567,200308,2003,8,2
112.965083,24.781227,133,22.625,0.5309,200308,2003,8,3
112.97792,24.781227,134,23.85,0.88629997,200308,2003,8,1
112.84955,24.789697,135,26.05,0.79029995,200308,2003,8,1
112.862387,24.789697,136,25.175,0.8743,200308,2003,8,1
112.875224,24.789697,137,24.35,0.7145,200308,2003,8,1
112.888061,24.789697,138,23.875,0.848,200308,2003,8,1
112.900898,24.789697,139,23.625,0.7734,200308,2003,8,1
112.913735,24.789697,140,22.775,0.8682,200308,2003,8,2
112.926572,24.789697,141,22.025,0.8229,200308,2003,8,2
112.939409,24.789697,142,21.525,0.8017,200308,2003,8,2
112.952246,24.789697,143,21.45,0.83309996,200308,2003,8,2
112.965083,24.789697,144,22.35,0.86139995,200308,2003,8,2
112.97792,24.789697,145,23.55,0.84959996,200308,2003,8,1
112.84955,24.798167,146,25.85,0.85719997,200308,2003,8,1
112.862387,24.798167,147,25.325,0.86829996,200308,2003,8,1
112.875224,24.798167,148,25.275,0.83919996,200308,2003,8,1
112.888061,24.798167,149,24.5,0.8814,200308,2003,8,1
112.900898,24.798167,150,23.725,0.7998,200308,2003,8,1
112.913735,24.798167,151,22.950000000000003,0.884,200308,2003,8,2
112.926572,24.798167,152,22.175,0.87579995,200308,2003,8,2
112.939409,24.798167,153,21.525,0.8193,200308,2003,8,2
112.952246,24.798167,154,21.25,0.7449,200308,2003,8,0
112.965083,24.798167,155,21.85,0.7747,200308,2003,8,0
112.97792,24.798167,156,22.575000000000003,0.8308,200308,2003,8,2
112.875224,24.806637,157,26.125,0.7714,200308,2003,8,1
112.888061,24.806637,158,25.4,0.72709996,200308,2003,8,1
112.900898,24.806637,159,24.375,0.8858,200308,2003,8,1
112.913735,24.806637,160,23.3,0.8617,200308,2003,8,2
112.926572,24.806637,161,22.525,0.8813,200308,2003,8,2
112.939409,24.806637,162,21.875,0.82019997,200308,2003,8,2
112.952246,24.806637,163,21.4,0.4173,200308,2003,8,3
112.965083,24.806637,164,21.675,0.4173,200308,2003,8,3
112.97792,24.806637,165,22.55,0.8673,200308,2003,8,2
112.875224,24.815107,166,26.3,0.8039,200308,2003,8,1
112.888061,24.815107,167,25.575,0.8039,200308,2003,8,1
112.900898,24.815107,168,24.4,0.8757,200308,2003,8,1
112.913735,24.815107,169,23.250000000000004,0.866,200308,2003,8,2
112.926572,24.815107,170,22.35,0.8555,200308,2003,8,2
112.939409,24.815107,171,21.65,0.7879,200308,2003,8,0
112.952246,24.815107,172,21.4,0.72429997,200308,2003,8,0
112.965083,24.815107,173,22.175,0.8673,200308,2003,8,2
112.875224,24.823577,174,25.950000000000003,0.8106,200308,2003,8,1
112.888061,24.823577,175,25.525,0.8117,200308,2003,8,1
112.900898,24.823577,176,24.175,0.866,200308,2003,8,1
112.913735,24.823577,177,23.2,0.875,200308,2003,8,2
112.926572,24.823577,178,22.075,0.8296,200308,2003,8,2
112.939409,24.823577,179,21.5,0.6637,200308,2003,8,0
112.952246,24.823577,180,21.4,0.8584,200308,2003,8,2
112.965083,24.823577,181,22.175000000000004,0.87839997,200308,2003,8,2
112.888061,24.832047,182,25.6,0.8674,200308,2003,8,1
112.900898,24.832047,183,24.0,0.8448,200308,2003,8,1
112.913735,24.832047,184,23.5,0.82839996,200308,2003,8,1
112.888061,24.840517,185,25.75,0.7931,200308,2003,8,1
112.888061,24.848987,186,25.75,0.7998,200308,2003,8,1
112.952246,24.688057,1,23.5,0.87,200408,2004,8,1
112.965083,24.688057,2,24.1,0.8595,200408,2004,8,1
112.97792,24.688057,3,24.700000000000003,0.8232,200408,2004,8,1
