longitude,latitude,region_id,tmp,ndvi,年份,year,month,聚类标签
112.952246,24.688057,1,7.625,0.7427,200312,2003,12,1
112.965083,24.688057,2,8.049999999999999,0.7608,200312,2003,12,2
112.97792,24.688057,3,8.475,0.6789,200312,2003,12,1
112.862387,24.696527,4,8.65,0.7265,200312,2003,12,1
112.888061,24.696527,5,6.4,0.80899996,200312,2003,12,0
112.939409,24.696527,6,6.975,0.806,200312,2003,12,0
112.952246,24.696527,7,7.375,0.8086,200312,2003,12,0
112.965083,24.696527,8,8.025,0.7546,200312,2003,12,1
112.97792,24.696527,9,8.475,0.73179996,200312,2003,12,1
112.990757,24.696527,10,8.524999999999999,0.743,200312,2003,12,1
113.003594,24.696527,11,8.45,0.68439996,200312,2003,12,1
113.016431,24.696527,12,8.45,0.6448,200312,2003,12,1
112.84955,24.704997,13,8.899999999999999,0.7377,200312,2003,12,1
112.862387,24.704997,14,8.725,0.7377,200312,2003,12,1
112.875224,24.704997,15,7.575,0.75,200312,2003,12,0
112.888061,24.704997,16,6.7,0.7989,200312,2003,12,0
112.900898,24.704997,17,5.375,0.81979996,200312,2003,12,0
112.913735,24.704997,18,5.85,0.8681,200312,2003,12,0
112.926572,24.704997,19,6.500000000000001,0.8393,200312,2003,12,0
112.939409,24.704997,20,6.85,0.79569995,200312,2003,12,0
112.952246,24.704997,21,7.324999999999999,0.79829997,200312,2003,12,0
112.965083,24.704997,22,7.824999999999999,0.7624,200312,2003,12,0
112.97792,24.704997,23,8.275,0.75799996,200312,2003,12,2
112.990757,24.704997,24,8.4,0.768,200312,2003,12,2
113.003594,24.704997,25,8.450000000000001,0.6559,200312,2003,12,1
113.016431,24.704997,26,8.45,0.62409997,200312,2003,12,1
112.84955,24.713467,27,8.600000000000001,0.7229,200312,2003,12,1
112.862387,24.713467,28,8.024999999999999,0.6342,200312,2003,12,1
112.875224,24.713467,29,6.5,0.6371,200312,2003,12,1
112.888061,24.713467,30,5.95,0.6547,200312,2003,12,1
112.900898,24.713467,31,5.4,0.7685,200312,2003,12,0
112.913735,24.713467,32,5.9,0.765,200312,2003,12,0
112.926572,24.713467,33,6.4,0.81479996,200312,2003,12,0
112.939409,24.713467,34,6.775,0.7978,200312,2003,12,0
112.952246,24.713467,35,7.275,0.7941,200312,2003,12,0
112.965083,24.713467,36,7.775,0.7826,200312,2003,12,0
112.97792,24.713467,37,8.1,0.77129996,200312,2003,12,2
112.990757,24.713467,38,8.225,0.7633,200312,2003,12,2
113.003594,24.713467,39,8.3,0.6217,200312,2003,12,1
112.84955,24.721937,40,8.1,0.6949,200312,2003,12,1
112.862387,24.721937,41,7.525,0.71669996,200312,2003,12,1
112.875224,24.721937,42,6.199999999999999,0.62799996,200312,2003,12,1
112.888061,24.721937,43,5.574999999999999,0.728,200312,2003,12,0
112.900898,24.721937,44,5.525,0.726,200312,2003,12,0
112.913735,24.721937,45,6.025,0.7632,200312,2003,12,0
112.926572,24.721937,46,6.2,0.718,200312,2003,12,0
112.939409,24.721937,47,6.45,0.76809996,200312,2003,12,0
112.952246,24.721937,48,7.1,0.7989,200312,2003,12,0
112.965083,24.721937,49,7.525,0.7765,200312,2003,12,0
112.97792,24.721937,50,7.95,0.7589,200312,2003,12,2
112.990757,24.721937,51,8.0,0.7589,200312,2003,12,2
113.003594,24.721937,52,8.175,0.6583,200312,2003,12,1
112.862387,24.730407,53,7.6,0.73899996,200312,2003,12,1
112.875224,24.730407,54,6.45,0.7206,200312,2003,12,0
112.888061,24.730407,55,6.1,0.792,200312,2003,12,0
112.900898,24.730407,56,5.975,0.74719995,200312,2003,12,0
112.913735,24.730407,57,6.425,0.74719995,200312,2003,12,0
112.926572,24.730407,58,6.125,0.73179996,200312,2003,12,0
112.939409,24.730407,59,6.55,0.7614,200312,2003,12,0
112.952246,24.730407,60,7.025,0.7802,200312,2003,12,0
112.965083,24.730407,61,7.575,0.7362,200312,2003,12,1
112.97792,24.730407,62,7.825,0.7536,200312,2003,12,1
112.990757,24.730407,63,8.0,0.745,200312,2003,12,1
113.003594,24.730407,64,8.175,0.5567,200312,2003,12,1
112.84955,24.738877,65,8.45,0.7183,200312,2003,12,1
112.862387,24.738877,66,7.925000000000001,0.7474,200312,2003,12,1
112.875224,24.738877,67,7.15,0.76489997,200312,2003,12,0
112.888061,24.738877,68,6.95,0.76879996,200312,2003,12,0
112.900898,24.738877,69,7.05,0.68869996,200312,2003,12,1
112.913735,24.738877,70,6.9,0.6777,200312,2003,12,1
112.926572,24.738877,71,6.4,0.71029997,200312,2003,12,1
112.939409,24.738877,72,6.449999999999999,0.7125,200312,2003,12,0
112.952246,24.738877,73,7.0,0.7919,200312,2003,12,0
112.965083,24.738877,74,7.6,0.7866,200312,2003,12,0
112.97792,24.738877,75,7.975,0.6326,200312,2003,12,1
112.990757,24.738877,76,8.175,0.73649997,200312,2003,12,1
113.003594,24.738877,77,8.25,0.5396,200312,2003,12,1
112.84955,24.747347,78,8.850000000000001,0.7661,200312,2003,12,2
112.862387,24.747347,79,8.4,0.7802,200312,2003,12,2
112.875224,24.747347,80,8.049999999999999,0.7859,200312,2003,12,2
112.888061,24.747347,81,7.675,0.75369996,200312,2003,12,0
112.900898,24.747347,82,7.4,0.69629997,200312,2003,12,1
112.913735,24.747347,83,6.950000000000001,0.6642,200312,2003,12,1
112.926572,24.747347,84,6.575,0.6834,200312,2003,12,1
112.939409,24.747347,85,6.425,0.67429996,200312,2003,12,1
112.952246,24.747347,86,6.925000000000001,0.7934,200312,2003,12,0
112.965083,24.747347,87,7.575,0.7913,200312,2003,12,0
112.97792,24.747347,88,8.05,0.76129997,200312,2003,12,2
112.84955,24.755817,89,9.4,0.7348,200312,2003,12,1
112.862387,24.755817,90,9.075,0.76089996,200312,2003,12,2
112.875224,24.755817,91,8.625,0.76489997,200312,2003,12,2
112.888061,24.755817,92,8.025,0.77379996,200312,2003,12,2
112.900898,24.755817,93,7.4,0.7399,200312,2003,12,1
112.913735,24.755817,94,6.85,0.6563,200312,2003,12,1
112.926572,24.755817,95,6.3,0.681,200312,2003,12,1
112.939409,24.755817,96,6.124999999999999,0.6992,200312,2003,12,1
112.952246,24.755817,97,6.875,0.7626,200312,2003,12,0
112.965083,24.755817,98,7.35,0.7626,200312,2003,12,0
112.97792,24.755817,99,7.9,0.7371,200312,2003,12,1
112.84955,24.764287,100,9.6,0.65459996,200312,2003,12,1
112.862387,24.764287,101,9.25,0.71709996,200312,2003,12,1
112.875224,24.764287,102,8.725000000000001,0.7712,200312,2003,12,2
112.888061,24.764287,103,8.274999999999999,0.7712,200312,2003,12,2
112.900898,24.764287,104,7.65,0.7457,200312,2003,12,1
112.913735,24.764287,105,7.075,0.7532,200312,2003,12,0
112.926572,24.764287,106,6.4,0.69909996,200312,2003,12,1
112.939409,24.764287,107,5.95,0.6825,200312,2003,12,1
112.952246,24.764287,108,6.4,0.77059996,200312,2003,12,0
112.965083,24.764287,109,6.8500000000000005,0.8161,200312,2003,12,0
112.97792,24.764287,110,7.575,0.8078,200312,2003,12,0
112.836713,24.772757,111,9.825,0.64599997,200312,2003,12,1
112.84955,24.772757,112,9.475,0.74,200312,2003,12,1
112.862387,24.772757,113,8.95,0.75949997,200312,2003,12,2
112.875224,24.772757,114,8.375,0.7423,200312,2003,12,1
112.888061,24.772757,115,8.275,0.7014,200312,2003,12,1
112.900898,24.772757,116,7.925000000000001,0.7791,200312,2003,12,2
112.913735,24.772757,117,7.325,0.7902,200312,2003,12,0
112.926572,24.772757,118,6.8,0.7741,200312,2003,12,0
112.939409,24.772757,119,6.199999999999999,0.7581,200312,2003,12,0
112.952246,24.772757,120,6.175,0.7784,200312,2003,12,0
112.965083,24.772757,121,6.975,0.8014,200312,2003,12,0
112.97792,24.772757,122,7.450000000000001,0.7629,200312,2003,12,0
112.836713,24.781227,123,9.825,0.5414,200312,2003,12,1
112.84955,24.781227,124,9.3,0.7442,200312,2003,12,1
112.862387,24.781227,125,8.6,0.78,200312,2003,12,2
