longitude,latitude,region_id,tmp,ndvi,年份,year,month
112.952246,24.688057,1,4.175,0.72349995,200901,2009,1
112.965083,24.688057,2,4.6,0.7068,200901,2009,1
112.97792,24.688057,3,5.025,0.6816,200901,2009,1
112.862387,24.696527,4,5.199999999999999,0.6116,200901,2009,1
112.888061,24.696527,5,2.875,0.78669995,200901,2009,1
112.939409,24.696527,6,3.4750000000000005,0.82019997,200901,2009,1
112.952246,24.696527,7,3.925,0.7635,200901,2009,1
112.965083,24.696527,8,4.575,0.7072,200901,2009,1
112.97792,24.696527,9,5.025,0.69009995,200901,2009,1
112.990757,24.696527,10,5.075,0.7262,200901,2009,1
113.003594,24.696527,11,5.050000000000001,0.5898,200901,2009,1
113.016431,24.696527,12,5.025,0.5667,200901,2009,1
112.84955,24.704997,13,5.475,0.6543,200901,2009,1
112.862387,24.704997,14,5.275,0.6543,200901,2009,1
112.875224,24.704997,15,4.125,0.7553,200901,2009,1
112.888061,24.704997,16,3.225,0.791,200901,2009,1
112.900898,24.704997,17,1.7999999999999998,0.82229996,200901,2009,1
112.913735,24.704997,18,2.325,0.85099995,200901,2009,1
112.926572,24.704997,19,3.0,0.8147,200901,2009,1
112.939409,24.704997,20,3.35,0.7862,200901,2009,1
112.952246,24.704997,21,3.85,0.7644,200901,2009,1
112.965083,24.704997,22,4.375,0.7163,200901,2009,1
112.97792,24.704997,23,4.825,0.7486,200901,2009,1
112.990757,24.704997,24,4.95,0.7432,200901,2009,1
113.003594,24.704997,25,5.05,0.63089997,200901,2009,1
113.016431,24.704997,26,5.025,0.5948,200901,2009,1
112.84955,24.713467,27,5.175,0.6925,200901,2009,1
112.862387,24.713467,28,4.55,0.6459,200901,2009,1
112.875224,24.713467,29,3.0250000000000004,0.72389996,200901,2009,1
112.888061,24.713467,30,2.475,0.6918,200901,2009,1
112.900898,24.713467,31,1.85,0.81509995,200901,2009,1
112.913735,24.713467,32,2.375,0.8386,200901,2009,1
112.926572,24.713467,33,2.9,0.81549996,200901,2009,1
112.939409,24.713467,34,3.275,0.7985,200901,2009,1
112.952246,24.713467,35,3.775,0.68729997,200901,2009,1
112.965083,24.713467,36,4.35,0.68729997,200901,2009,1
112.97792,24.713467,37,4.65,0.7105,200901,2009,1
112.990757,24.713467,38,4.75,0.6985,200901,2009,1
113.003594,24.713467,39,4.875,0.5857,200901,2009,1
112.84955,24.721937,40,4.65,0.6954,200901,2009,1
112.862387,24.721937,41,4.025,0.72499996,200901,2009,1
112.875224,24.721937,42,2.6750000000000003,0.6515,200901,2009,1
112.888061,24.721937,43,2.0500000000000003,0.7351,200901,2009,1
112.900898,24.721937,44,1.975,0.7707,200901,2009,1
112.913735,24.721937,45,2.45,0.7956,200901,2009,1
112.926572,24.721937,46,2.7,0.78429997,200901,2009,1
112.939409,24.721937,47,2.95,0.78139997,200901,2009,1
112.952246,24.721937,48,3.6,0.7538,200901,2009,1
112.965083,24.721937,49,4.050000000000001,0.7144,200901,2009,1
112.97792,24.721937,50,4.5,0.6976,200901,2009,1
112.990757,24.721937,51,4.574999999999999,0.6976,200901,2009,1
