longitude,latitude,region_id,tmp,ndvi,年份,year,month
112.952246,24.688057,1,4.075,0.71889997,201201,2012,1
112.965083,24.688057,2,4.5,0.66279995,201201,2012,1
112.97792,24.688057,3,4.925,0.5851,201201,2012,1
112.862387,24.696527,4,5.1,0.0594,201201,2012,1
112.888061,24.696527,5,2.7750000000000004,0.49199998,201201,2012,1
112.939409,24.696527,6,3.375,0.8655,201201,2012,1
112.952246,24.696527,7,3.825,0.73499995,201201,2012,1
112.965083,24.696527,8,4.475,0.6318,201201,2012,1
112.97792,24.696527,9,4.925,0.67539996,201201,2012,1
112.990757,24.696527,10,4.975,0.6713,201201,2012,1
113.003594,24.696527,11,4.95,0.5633,201201,2012,1
113.016431,24.696527,12,4.925000000000001,0.3181,201201,2012,1
112.84955,24.704997,13,5.375,0.064399995,201201,2012,1
112.862387,24.704997,14,5.175,0.064399995,201201,2012,1
112.875224,24.704997,15,4.025,0.5226,201201,2012,1
112.888061,24.704997,16,3.125,0.8736,201201,2012,1
112.900898,24.704997,17,1.7,0.36319998,201201,2012,1
112.913735,24.704997,18,2.225,0.8601,201201,2012,1
112.926572,24.704997,19,2.8999999999999995,0.8517,201201,2012,1
112.939409,24.704997,20,3.25,0.82949996,201201,2012,1
112.952246,24.704997,21,3.75,0.6522,201201,2012,1
112.965083,24.704997,22,4.275,0.45909998,201201,2012,1
112.97792,24.704997,23,4.725,0.57739997,201201,2012,1
112.990757,24.704997,24,4.8500000000000005,0.57229996,201201,2012,1
113.003594,24.704997,25,4.949999999999999,0.6965,201201,2012,1
113.016431,24.704997,26,4.925000000000001,0.3105,201201,2012,1
112.84955,24.713467,27,5.075,0.045399997,201201,2012,1
112.862387,24.713467,28,4.45,0.0528,201201,2012,1
112.875224,24.713467,29,2.925,0.722,201201,2012,1
112.888061,24.713467,30,2.375,0.81799996,201201,2012,1
112.900898,24.713467,31,1.75,0.82699996,201201,2012,1
112.913735,24.713467,32,2.2750000000000004,0.8602,201201,2012,1
112.926572,24.713467,33,2.8000000000000003,0.8461,201201,2012,1
112.939409,24.713467,34,3.1750000000000003,0.812,201201,2012,1
112.952246,24.713467,35,3.675,0.7048,201201,2012,1
112.965083,24.713467,36,4.25,0.41869998,201201,2012,1
112.97792,24.713467,37,4.55,0.4308,201201,2012,1
112.990757,24.713467,38,4.65,0.51019996,201201,2012,1
113.003594,24.713467,39,4.775,0.2814,201201,2012,1
112.84955,24.721937,40,4.550000000000001,0.055,201201,2012,1
112.862387,24.721937,41,3.925,0.43719998,201201,2012,1
112.875224,24.721937,42,2.575,0.7191,201201,2012,1
112.888061,24.721937,43,1.95,0.9012,201201,2012,1
112.900898,24.721937,44,1.875,0.8294,201201,2012,1
112.913735,24.721937,45,2.35,0.82559997,201201,2012,1
112.926572,24.721937,46,2.6,0.5843,201201,2012,1
112.939409,24.721937,47,2.85,0.58309996,201201,2012,1
112.952246,24.721937,48,3.5,0.7836,201201,2012,1
