longitude,latitude,tmp_avg,ndvi_avg,region_id
112.952246,24.688057,8.978124999999999,0.81224997625,1
112.965083,24.688057,9.4,0.7903999875,2
112.97792,24.688057,9.825000000000001,0.75692499625,3
112.862387,24.696527,10.034374999999999,0.7694624875,4
112.888061,24.696527,7.7718750000000005,0.8203999999999999,5
112.939409,24.696527,8.3375,0.85898747875,6
112.952246,24.696527,8.73125,0.8243749837500001,7
112.965083,24.696527,9.375,0.7918499899999999,8
112.97792,24.696527,9.825000000000001,0.782199995,9
112.990757,24.696527,9.878125,0.78863747125,10
113.003594,24.696527,9.8,0.7447749925,11
113.016431,24.696527,9.8,0.70539999375,12
112.84955,24.704997,10.2875,0.78667498875,13
112.862387,24.704997,10.1125,0.78667498875,14
112.875224,24.704997,8.95625,0.7910874949999999,15
112.888061,24.704997,8.078125,0.8160124912500001,16
112.900898,24.704997,6.7406250000000005,0.8244499949999999,17
112.913735,24.704997,7.21875,0.8508374787499999,18
112.926572,24.704997,7.8625,0.8480749675,19
112.939409,24.704997,8.212500000000002,0.8309749799999999,20
112.952246,24.704997,8.684375,0.81473749375,21
112.965083,24.704997,9.184375000000001,0.8074624850000001,22
112.97792,24.704997,9.63125,0.79389999,23
112.990757,24.704997,9.75625,0.79423749,24
113.003594,24.704997,9.8,0.7225749900000001,25
113.016431,24.704997,9.8,0.7006124949999999,26
112.84955,24.713467,9.9875,0.7829624825,27
112.862387,24.713467,9.4125,0.74376249375,28
112.875224,24.713467,7.8875,0.72756248875,29
112.888061,24.713467,7.334374999999999,0.7567749775,30
112.900898,24.713467,6.778125000000001,0.83277498125,31
112.913735,24.713467,7.28125,0.825162465,32
112.926572,24.713467,7.7625,0.8306499937499998,33
112.939409,24.713467,8.1375,0.83116248125,34
112.952246,24.713467,8.6375,0.8027999862499999,35
112.965083,24.713467,9.1375,0.78278747375,36
112.97792,24.713467,9.4625,0.79287498375,37
112.990757,24.713467,9.5875,0.79926249375,38
113.003594,24.713467,9.65625,0.694124985,39
112.84955,24.721937,9.440625,0.77799999375,40
112.862387,24.721937,8.8625,0.7772000000000001,41
112.875224,24.721937,7.565625,0.706337485,42
112.888061,24.721937,6.940625,0.7891499800000001,43
112.900898,24.721937,6.9125000000000005,0.7923624850000001,44
112.913735,24.721937,7.3875,0.79727498375,45
112.926572,24.721937,7.575000000000001,0.81209999125,46
112.939409,24.721937,7.828124999999999,0.8258749837499999,47
112.952246,24.721937,8.468750000000002,0.80787499125,48
112.965083,24.721937,8.896875,0.7985375,49
112.97792,24.721937,9.318750000000001,0.7929124937500001,50
112.990757,24.721937,9.365625,0.7929124937500001,51
113.003594,24.721937,9.537500000000001,0.7295374825000001,52
112.862387,24.730407,8.89375,0.77961249,53
112.875224,24.730407,7.7718750000000005,0.753324995,54
112.888061,24.730407,7.421875000000001,0.8214749887500001,55
112.900898,24.730407,7.3125,0.79472499125,56
