region_id,longitude,latitude,boundary
112,112.862387,24.772757,"[(112.86880550000001, 24.751582), (112.86880550000001, 24.760052), (112.8816425, 24.760052), (112.8816425, 24.751582), (112.86880550000001, 24.751582)]"
110,112.836713,24.772757,"[(112.89447949999999, 24.760052), (112.89447949999999, 24.751582), (112.8816425, 24.751582), (112.8816425, 24.760052), (112.89447949999999, 24.760052)]"
113,112.875224,24.772757,"[(112.90731650000001, 24.751582000000003), (112.89447949999999, 24.751582), (112.89447949999999, 24.760052), (112.90731650000001, 24.760051999999998), (112.90731650000001, 24.751582000000003)]"
50,112.990757,24.721937,"[(112.9201535, 24.760052), (112.9201535, 24.751582), (112.90731650000001, 24.751582000000003), (112.90731650000001, 24.760051999999998), (112.9201535, 24.760052)]"
153,112.952246,24.798167,"[(112.9201535, 24.751582), (112.9201535, 24.760052), (112.93299049999999, 24.760052), (112.93299049999999, 24.751582000000003), (112.9201535, 24.751582)]"
148,112.888061,24.798167,"[(112.93299049999999, 24.760052), (112.94582750000001, 24.760051999999998), (112.94582750000001, 24.751582), (112.93299049999999, 24.751582000000003), (112.93299049999999, 24.760052)]"
151,112.926572,24.798167,"[(112.94582750000001, 24.760051999999998), (112.9586645, 24.760052), (112.9586645, 24.751582), (112.94582750000001, 24.751582), (112.94582750000001, 24.760051999999998)]"
143,112.965083,24.789697,"[(112.9715015, 24.760052), (112.9715015, 24.751582), (112.9586645, 24.751582), (112.9586645, 24.760052), (112.9715015, 24.760052)]"
144,112.97792,24.789697,"[(112.98693037742518, 24.751582), (112.9715015, 24.751582), (112.9715015, 24.760052), (112.98642347026858, 24.760052), (112.98693037742518, 24.751582)]"
9,112.990757,24.696527,"[(112.84421505509651, 24.760146834906713), (112.8408041551166, 24.764994712365034), (112.8431315, 24.768521999999997), (112.85596849999999, 24.768522), (112.85596849999999, 24.760052), (112.84430264452651, 24.760052), (112.84421505509651, 24.760146834906713)]"
10,113.003594,24.696527,"[(112.86880550000001, 24.768521999999997), (112.86880550000001, 24.760052), (112.85596849999999, 24.760052), (112.85596849999999, 24.768522), (112.86880550000001, 24.768521999999997)]"
62,112.990757,24.730407,"[(112.8816425, 24.760052), (112.86880550000001, 24.760052), (112.86880550000001, 24.768521999999997), (112.8816425, 24.768521999999997), (112.8816425, 24.760052)]"
95,112.939409,24.755817,"[(112.89447949999999, 24.760052), (112.8816425, 24.760052), (112.8816425, 24.768521999999997), (112.89447949999999, 24.768521999999997), (112.89447949999999, 24.760052)]"
93,112.913735,24.755817,"[(112.90731650000001, 24.760051999999998), (112.89447949999999, 24.760052), (112.89447949999999, 24.768521999999997), (112.90731650000001, 24.768522), (112.90731650000001, 24.760051999999998)]"
