region_id,longitude,latitude,boundary
5,112.939409,24.696527,"[(112.9715015, 24.793931999999998), (112.9715015, 24.785462000000003), (112.9586645, 24.785462), (112.9586645, 24.793932), (112.9715015, 24.793931999999998)]"
2,112.97792,24.688057,"[(112.98494145661633, 24.785462000000003), (112.9715015, 24.785462000000003), (112.9715015, 24.793931999999998), (112.98422376465916, 24.793931999999998), (112.98494145661633, 24.785462000000003)]"
90,112.875224,24.755817,"[(112.85714483217099, 24.803995664157554), (112.86018713318751, 24.80468607266416), (112.86551115861899, 24.801924414753714), (112.86843871524063, 24.802957893265198), (112.86880550000001, 24.802402), (112.86880550000001, 24.793931999999998), (112.85596849999999, 24.793931999999998), (112.85596849999999, 24.804470245421417), (112.85714483217099, 24.803995664157554)]"
154,112.965083,24.798167,"[(112.8816425, 24.793932), (112.86880550000001, 24.793931999999998), (112.86880550000001, 24.802402), (112.8816425, 24.802401999999997), (112.8816425, 24.793932)]"
184,112.888061,24.840517,"[(112.89447949999999, 24.793931999999998), (112.8816425, 24.793932), (112.8816425, 24.802401999999997), (112.89447949999999, 24.802402), (112.89447949999999, 24.793931999999998)]"
181,112.888061,24.832047,"[(112.90731650000001, 24.802402), (112.90731650000001, 24.793931999999998), (112.89447949999999, 24.793931999999998), (112.89447949999999, 24.802402), (112.90731650000001, 24.802402)]"
104,112.913735,24.764287,"[(112.9201535, 24.802402), (112.93299049999999, 24.802402), (112.93299049999999, 24.793931999999998), (112.9201535, 24.793931999999998), (112.9201535, 24.802402)]"
54,112.888061,24.730407,"[(112.94582750000001, 24.793931999999998), (112.93299049999999, 24.793931999999998), (112.93299049999999, 24.802402), (112.94582750000001, 24.802402), (112.94582750000001, 24.793931999999998)]"
56,112.913735,24.730407,"[(112.94582750000001, 24.802402), (112.9586645, 24.802401999999997), (112.9586645, 24.793932), (112.94582750000001, 24.793931999999998), (112.94582750000001, 24.802402)]"
4,112.888061,24.696527,"[(112.9586645, 24.793932), (112.9586645, 24.802401999999997), (112.9715015, 24.802402), (112.9715015, 24.793931999999998), (112.9586645, 24.793932)]"
1,112.965083,24.688057,"[(112.98422376465916, 24.793931999999998), (112.9715015, 24.793931999999998), (112.9715015, 24.802402), (112.983506072702, 24.802402), (112.98422376465916, 24.793931999999998)]"
177,112.926572,24.823577,"[(112.86893374703799, 24.80313264811752), (112.86912389073922, 24.80710247378918), (112.86703230912723, 24.809346231958305), (112.86862918630897, 24.810872), (112.8816425, 24.810872), (112.8816425, 24.802401999999997), (112.86880550000001, 24.802402), (112.86843871524063, 24.802957893265198), (112.86893374703799, 24.80313264811752)]"
179,112.952246,24.823577,"[(112.89447949999999, 24.810872), (112.89447949999999, 24.802402), (112.8816425, 24.802401999999997), (112.8816425, 24.810872), (112.89447949999999, 24.810872)]"
178,112.939409,24.823577,"[(112.89447949999999, 24.802402), (112.89447949999999, 24.810872), (112.90731650000001, 24.810872), (112.90731650000001, 24.802402), (112.89447949999999, 24.802402)]"
182,112.900898,24.832047,"[(112.90731650000001, 24.810872), (112.9201535, 24.810872), (112.9201535, 24.802402), (112.90731650000001, 24.802402), (112.90731650000001, 24.810872)]"
60,112.965083,24.730407,"[(112.9201535, 24.810872), (112.93299049999999, 24.810872), (112.93299049999999, 24.802402), (112.9201535, 24.802402), (112.9201535, 24.810872)]"
25,113.016431,24.704997,"[(112.94582750000001, 24.802402), (112.93299049999999, 24.802402), (112.93299049999999, 24.810872), (112.94582750000001, 24.810872), (112.94582750000001, 24.802402)]"
22,112.97792,24.704997,"[(112.9586645, 24.802401999999997), (112.94582750000001, 24.802402), (112.94582750000001, 24.810872), (112.9586645, 24.810872), (112.9586645, 24.802401999999997)]"
27,112.862387,24.713467,"[(112.9586645, 24.810872), (112.9715015, 24.810872), (112.9715015, 24.802402), (112.9586645, 24.802401999999997), (112.9586645, 24.810872)]"
174,112.888061,24.823577,"[(112.8706450412475, 24.812798088666717), (112.87425777336776, 24.813661037413787), (112.87368734136571, 24.81642243383699), (112.87254647915826, 24.817457942139878), (112.87311691026197, 24.818666024085935), (112.87749021718722, 24.819011187959653), (112.87758741167839, 24.819342000000002), (112.8816425, 24.819342000000002), (112.8816425, 24.810872), (112.86862918630897, 24.810872), (112.8706450412475, 24.812798088666717)]"
183,112.913735,24.832047,"[(112.8816425, 24.819342000000002), (112.89447949999999, 24.819342), (112.89447949999999, 24.810872), (112.8816425, 24.810872), (112.8816425, 24.819342000000002)]"
180,112.965083,24.823577,"[(112.90731650000001, 24.819342), (112.90731650000001, 24.810872), (112.89447949999999, 24.810872), (112.89447949999999, 24.819342), (112.90731650000001, 24.819342)]"
185,112.888061,24.848987,"[(112.9201535, 24.819342), (112.9201535, 24.810872), (112.90731650000001, 24.810872), (112.90731650000001, 24.819342), (112.9201535, 24.819342)]"
7,112.965083,24.696527,"[(112.9201535, 24.819342), (112.93299049999999, 24.819342000000002), (112.93299049999999, 24.810872), (112.9201535, 24.810872), (112.9201535, 24.819342)]"
21,112.965083,24.704997,"[(112.93299049999999, 24.810872), (112.93299049999999, 24.819342000000002), (112.94582750000001, 24.819342), (112.94582750000001, 24.810872), (112.93299049999999, 24.810872)]"
20,112.952246,24.704997,"[(112.9586645, 24.810872), (112.94582750000001, 24.810872), (112.94582750000001, 24.819342), (112.9586645, 24.819342), (112.9586645, 24.810872)]"
24,113.003594,24.704997,"[(112.97510222352332, 24.816329200456767), (112.9715015, 24.810872), (112.9586645, 24.810872), (112.9586645, 24.819342), (112.97276127753098, 24.819342), (112.97510222352332, 24.816329200456767)]"
176,112.913735,24.823577,"[(112.87825079199219, 24.82159988717518), (112.87520849187399, 24.822980505018354), (112.87463806077024, 24.82436110747359), (112.8761592103802, 24.825914265924393), (112.87825079199219, 24.828847958153666), (112.87691978608349, 24.8310913225339), (112.87768036088846, 24.832989522312896), (112.87812319100267, 24.833145809869972), (112.8816425, 24.827812), (112.8816425, 24.819342000000002), (112.87758741167839, 24.819342000000002), (112.87825079199219, 24.82159988717518)]"
173,112.875224,24.823577,"[(112.89447949999999, 24.827812), (112.89447949999999, 24.819342), (112.8816425, 24.819342000000002), (112.8816425, 24.827812), (112.89447949999999, 24.827812)]"
175,112.900898,24.823577,"[(112.89447949999999, 24.827812), (112.90731650000001, 24.827812), (112.90731650000001, 24.819342), (112.89447949999999, 24.819342), (112.89447949999999, 24.827812)]"
57,112.926572,24.730407,"[(112.9201535, 24.827812), (112.9201535, 24.819342), (112.90731650000001, 24.819342), (112.90731650000001, 24.827812), (112.9201535, 24.827812)]"
6,112.952246,24.696527,"[(112.92502616315942, 24.82643198189511), (112.93299049999999, 24.826694828823843), (112.93299049999999, 24.819342000000002), (112.9201535, 24.819342), (112.9201535, 24.827812), (112.92120452074542, 24.82940491066222), (112.92502616315942, 24.82643198189511)]"
26,112.84955,24.713467,"[(112.93548407121939, 24.826777124129745), (112.94582750000001, 24.827354814804934), (112.94582750000001, 24.819342), (112.93299049999999, 24.819342000000002), (112.93299049999999, 24.826694828823843), (112.93548407121939, 24.826777124129745)]"
23,112.990757,24.704997,"[(112.9478434162918, 24.827467405713467), (112.95716046214433, 24.827812545062514), (112.9586645, 24.827594140489467), (112.9586645, 24.819342), (112.94582750000001, 24.819342), (112.94582750000001, 24.827354814804934), (112.9478434162918, 24.827467405713467)]"
88,112.84955,24.755817,"[(112.88110294930748, 24.834197452771384), (112.88110294930748, 24.836281999999997), (112.89447949999999, 24.836281999999997), (112.89447949999999, 24.827812), (112.8816425, 24.827812), (112.87812319100267, 24.833145809869972), (112.88110294930748, 24.834197452771384)]"
89,112.862387,24.755817,"[(112.89821588960594, 24.838856501196666), (112.90144833342539, 24.837130947939876), (112.90620192865146, 24.839201608798422), (112.90731650000001, 24.8383924345381), (112.90731650000001, 24.827812), (112.89447949999999, 24.827812), (112.89447949999999, 24.836281999999997), (112.89748717731685, 24.84084038886854), (112.89821588960594, 24.838856501196666)]"
58,112.939409,24.730407,"[(112.90810336656217, 24.837821172618224), (112.90962451617216, 24.83989182193055), (112.91209638518663, 24.838511392632704), (112.9124766734874, 24.83609560492908), (112.92312472524866, 24.836440720228147), (112.91723026781513, 24.830228495203233), (112.92103314363666, 24.829538228194696), (112.92120452074542, 24.82940491066222), (112.9201535, 24.827812), (112.90731650000001, 24.827812), (112.90731650000001, 24.8383924345381), (112.90810336656217, 24.837821172618224)]"
86,112.965083,24.747347,"[(112.88737769414347, 24.844205563336697), (112.89003970685921, 24.842825182152268), (112.8930820069774, 24.842652633523528), (112.89498344488815, 24.844205563336697), (112.89536373318899, 24.841272235017556), (112.89745531480096, 24.840927133189183), (112.89748717731685, 24.84084038886854), (112.89447949999999, 24.836281999999997), (112.88110294930748, 24.836281999999997), (112.88110294930748, 24.837130947939876), (112.88072266190498, 24.83989182193055), (112.87901136769548, 24.841789886771068), (112.88162272532763, 24.844752), (112.88779458135448, 24.844752), (112.88737769414347, 24.844205563336697)]"
